"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"Hlai (Baoting variety)",-0.0471879822719083,-0.18053876448696,-0.0997452234206152,-0.0120148994022288,-0.0556581505927146,-0.159021920106005,-0.222324817259381,-0.132465062323647,-0.222324817259381,-0.204859705718029,-0.125761456545099,-0.292428123211765,-0.222324817259381,-0.222324817259381,-0.0387770553498622,-0.195864762497483,-0.159189053615455,-0.292428123211765,-0.204859705718029,-0.222324817259381,-0.0615014335001683,-0.159189053615455,-0.0821182053546129,-0.36253142916415,-0.242119430898557,-0.222324817259381,-0.195864762497483,-0.125761456545099,-0.121707432632965,-0.0997452234206152,-0.222324817259381,-0.07990782117494,-0.159189053615455,-0.132465062323647,-0.292428123211765,-0.181913431765761,-0.223059956338585,-0.195864762497483,-0.125761456545099,-0.242119430898557,-0.0762586763323521,-0.242119430898557,-0.0989830544826583,-0.132465062323647,0.0471595721366561,-0.257416946866736,-0.0989830544826583,-0.237579544621061,-0.0762586763323521,-0.292428123211765,-0.185022303472354,-0.0997452234206152,-0.125761456545099,-0.0835884835130197,-0.181913431765761,-0.195864762497483,-0.222324817259381,-0.292428123211765,-0.242119430898557,-0.152221511306997,-0.242119430898557,-0.257416946866736,-0.125761456545099,-0.125761456545099,-0.0989830544826583,-0.152221511306997,-0.0762586763323521,-0.125761456545099,-0.0949838838734245,-0.125761456545099,-0.0989830544826583,-0.0130464269961401,0.0580884065501555,-0.132465062323647,-0.0762586763323521,-0.222324817259381,-0.159189053615455,-0.07990782117494,-0.292428123211765,-0.302325430031353,-0.132465062323647,-0.125761456545099,-0.223059956338585,-0.185022303472354,-0.292428123211765,-0.0387770553498622,-0.159189053615455,-0.257416946866736,-0.292428123211765,-0.159189053615455,-0.0989830544826583,-0.222324817259381,-0.0997452234206152,-0.302325430031353,-0.0484933929315694,-0.0291980958308162,-0.204859705718029,-0.152302464569322,-0.242119430898557,-0.242119430898557
"Hungarian",-0.351420794008168,-0.10151702492199,-0.246959017040584,-0.246306311710754,-0.138835169117433,-0.200468526098729,-0.26450656233131,-0.310997053273164,-0.246959017040584,-0.221985370479685,-0.164718007845874,-0.283566036891282,-0.279252733113496,-0.200468526098729,-0.320827833794622,-0.403978035156874,-0.180754096325464,-0.238338464894087,-0.291413948712363,-0.298863552859461,-0.246306311710754,-0.0972600684363067,-0.298863552859461,-0.298863552859461,-0.0876186015575208,-0.320827833794622,-0.10151702492199,-0.223360037758486,-0.140429660475383,-0.206293108527,-0.20220902074112,-0.291413948712363,-0.293449507982439,-0.253892586564193,-0.200468526098729,-0.0411281106156657,-0.153978035156874,-0.351420794008168,-0.320827833794622,-0.20220902074112,-0.107487544215019,-0.185228035156874,0.0174639587726992,-0.107487544215019,-0.0687971860189579,-0.279252733113496,-0.218016071389455,-0.200468526098729,-0.26450656233131,-0.279026150613785,-0.226468909465079,-0.226468909465079,-0.343772036024078,-0.305135571841937,-0.328935310860534,-0.26450656233131,-0.136430489866149,-0.246306311710754,-0.343772036024078,-0.121066948677555,-0.152202577733888,-0.26450656233131,-0.33387472920449,-0.283566036891282,-0.246959017040584,-0.1715255804476,-0.221985370479685,-0.196102531751244,-0.263771423252106,-0.328935310860534,-0.200635659608179,-0.218016071389455,-0.283566036891282,-0.351420794008168,-0.223360037758486,-0.218016071389455,-0.154074266070697,-0.218016071389455,-0.173911668316372,-0.226468909465079,-0.16315403862569,-0.16468765859295,-0.199211615309022,-0.283566036891282,-0.221985370479685,-0.320827833794622,-0.226468909465079,-0.279252733113496,-0.246306311710754,-0.351420794008168,-0.216371224416022,-0.154527431070118,-0.226468909465079,-0.246306311710754,-0.253892586564193,-0.320827833794622,-0.237311368490208,-0.0687971860189579,-0.117705282325077,-0.226468909465079
"Hunzib",-0.366470887418087,-0.261356405120673,-0.273489905534377,-0.261356405120673,-0.31391364626938,-0.31391364626938,-0.19980422075142,-0.162961378359942,-0.31391364626938,-0.306264888285291,-0.306264888285291,-0.246058889152495,-0.200170484693583,-0.296367581465703,-0.208799163971967,-0.324895786736961,-0.188961761726291,-0.163128511869392,-0.209451869301797,-0.163128511869392,-0.306264888285291,-0.261356405120673,-0.127210860107086,-0.185852890019698,-0.366470887418087,-0.31391364626938,-0.102922512736596,-0.366470887418087,-0.226264275513319,-0.246058889152495,-0.185852890019698,-0.226264275513319,-0.185852890019698,-0.134018432708812,-0.239744597298674,-0.129700914799036,-0.306264888285291,-0.134018432708812,-0.246058889152495,-0.296367581465703,-0.226999414592522,-0.253906800973576,-0.162961378359942,-0.226264275513319,-0.200170484693583,-0.246058889152495,-0.273489905534377,-0.296367581465703,-0.261356405120673,-0.129700914799036,-0.31391364626938,-0.188961761726291,-0.208799163971967,-0.163128511869392,-0.102922512736596,-0.31391364626938,-0.0966019447605883,-0.226264275513319,-0.102922512736596,-0.162961378359942,-0.19980422075142,-0.319980396476232,-0.273489905534377,-0.306264888285291,-0.156160969560935,-0.296367581465703,-0.273489905534377,-0.241519002874998,-0.296367581465703,-0.163128511869392,-0.209451869301797,-0.0312900382801704,-0.273489905534377,-0.31391364626938,-0.19980422075142,-0.261356405120673,-0.188961761726291,-0.129700914799036,-0.116567118331909,-0.102922512736596,-0.273489905534377,-0.19980422075142,-0.136404520577584,-0.226264275513319,-0.306264888285291,-0.246058889152495,-0.184478222740898,-0.223334511002188,-0.246058889152495,-0.223334511002188,-0.306264888285291,-0.103684681674553,-0.184478222740898,-0.134018432708812,-0.129700914799036,-0.162961378359942,-0.283320686055835,-0.261356405120673,-0.19980422075142,-0.127180510854162
"Hup",-0.347951384684649,-0.241490717150778,-0.287745385551853,-0.355600142668738,-0.230648258125649,0.0688830112232522,-0.338054077865061,-0.197847465960293,-0.287745385551853,-0.20481500826875,-0.107127388153464,-0.267950771912677,-0.338054077865061,-0.227539386419056,-0.287745385551853,0.0389225066587583,-0.287745385551853,-0.267950771912677,-0.121884630985648,-0.171387411198394,-0.283205499274356,-0.267950771912677,-0.267950771912677,-0.267950771912677,-0.171387411198394,-0.171387411198394,-0.16733338728626,-0.0469213890206676,-0.171387411198394,-0.10569637358256,-0.408157383817445,-0.338054077865061,-0.144609009135954,-0.287745385551853,-0.267950771912677,-0.287745385551853,-0.0748240504841117,-0.20481500826875,-0.267950771912677,-0.171387411198394,-0.250485660371325,-0.127744160007908,-0.287745385551853,-0.265021007401546,-0.2046478747593,-0.171387411198394,0.00153361748336067,-0.0616786318528513,-0.2046478747593,-0.171387411198394,-0.338054077865061,-0.0576408540555242,-0.355600142668738,-0.144609009135954,-0.338054077865061,-0.338054077865061,-0.338054077865061,-0.2046478747593,-0.20481500826875,-0.250485660371325,-0.287745385551853,-0.267950771912677,-0.20481500826875,-0.127744160007908,-0.171387411198394,-0.26868591099188,-0.197847465960293,-0.0844030100031576,-0.0748240504841117,-0.338054077865061,-0.241490717150778,-0.287745385551853,-0.267950771912677,-0.197847465960293,-0.20481500826875,-0.121884630985648,-0.267950771912677,-0.197928419222618,-0.347951384684649,-0.250485660371325,-0.227539386419056,-0.16733338728626,-0.287745385551853,-0.197928419222618,-0.00122029472913188,-0.338054077865061,-0.171387411198394,-0.267950771912677,-0.144609009135954,-0.2046478747593,-0.227539386419056,-0.144609009135954,-0.20481500826875,-0.171387411198394,-0.227539386419056,-0.338054077865061,-0.10128410524601,-0.178091016976942,-0.230648258125649,-0.267950771912677
"Iduh",0.046642463260237,0.0638256596888246,-0.216587564120712,-0.236382177759888,-0.19912245257936,-0.0234608426921471,-0.146484258168328,-0.216587564120712,-0.0499208974540455,-0.115970179494296,-0.146484258168328,-0.153451800476785,-0.12002420340643,-0.146484258168328,-0.153451800476785,-0.216587564120712,-0.236382177759888,-0.216587564120712,-0.0103154240608867,-0.115970179494295,-0.286690870073096,-0.176176178627092,-0.153451800476785,-0.146484258168328,-0.35679417602548,-0.216587564120712,-0.286690870073096,-0.153451800476785,-0.146484258168328,-0.126727809184978,-0.153451800476785,-0.216587564120712,-0.286690870073096,0.00444181877129701,-0.146484258168328,-0.153451800476785,-0.296588176892684,-0.12002420340643,-0.251679693728067,-0.216587564120712,-0.35679417602548,-0.146484258168328,-0.286690870073096,-0.146484258168328,-0.176176178627092,-0.146565211430653,-0.146484258168328,-0.216587564120712,-0.146484258168328,-0.153451800476785,-0.296588176892684,-0.216587564120712,-0.296588176892684,-0.296588176892684,-0.35679417602548,-0.153451800476785,-0.146484258168328,-0.190127509358814,-0.216587564120712,-0.176176178627092,-0.176176178627092,-0.286690870073096,-0.286690870073096,-0.12002420340643,-0.216587564120712,-0.286690870073096,-0.190127509358814,-0.12002420340643,-0.216587564120712,-0.216587564120712,-0.216587564120712,-0.231842291482391,-0.00627764626355964,-0.176176178627092,-0.12002420340643,-0.216587564120712,0.0638256596888246,-0.286690870073096,-0.12002420340643,-0.236382177759888,-0.12002420340643,-0.0499208974540455,-0.236382177759888,-0.146484258168328,-0.146484258168328,-0.286690870073096,-0.236382177759888,-0.12002420340643,-0.12002420340643,-0.146484258168328,-0.14891867261985,-0.216587564120712,-0.190127509358814,-0.179285050333685,-0.0234608426921471,-0.216587564120712,-0.213657799609582,-0.176176178627092,-0.190127509358814,-0.296588176892684
"Ignaciano",-0.21596774616327,-0.18070054275887,-0.282327179762624,-0.235836688820769,-0.119775400979197,-0.275607724225941,-0.170493241928527,-0.282494313272074,-0.0980985985341454,0.0560173033743975,-0.161350501660323,-0.209024950108674,-0.218289143530044,-0.155467840050556,-0.205001560828642,-0.145658239707638,-0.346365215995204,-0.142855706937059,-0.0554981995676019,-0.235836688820769,-0.380722206523355,-0.282327179762624,-0.137543621419075,-0.303844024143579,-0.194862746433772,-0.223050483077234,-0.255770321980266,-0.365424690555176,-0.34270031240487,-0.262268923462453,-0.141305636375655,-0.184806693156787,-0.183375678585884,-0.415733382868385,-0.303844024143579,-0.171798652588188,-0.262268923462453,-0.36088480427768,-0.249066716201718,-0.262268923462453,-0.315198005614225,-0.192989202198727,-0.104083139026512,-0.12819411063968,-0.328164965374648,-0.253384234111494,-0.184806693156787,-0.12819411063968,-0.21224645437816,-0.262268923462453,-0.380722206523355,-0.0980985985341454,-0.234758679326318,-0.199933494756474,-0.0824000495350512,-0.206893743169639,-0.27474645437816,-0.103784274227484,-0.262268923462453,-0.345630076916,-0.202925602341449,-0.284067674405014,-0.222288314139277,-0.119820022137431,-0.145658239707638,-0.275526770963616,-0.235836688820769,-0.30521869142238,-0.160403252227784,-0.328817670704479,-0.246546312256844,-0.277961185415138,-0.282327179762624,-0.30521869142238,-0.170493241928527,-0.235932919734591,-0.282494313272074,-0.365424690555176,-0.0980985985341454,-0.303844024143579,-0.105439218988835,-0.246942532331608,-0.203213080831559,-0.365424690555176,-0.308327563128973,-0.12819411063968,-0.189346197878914,-0.185665791635405,-0.236386084734012,-0.319536286096264,-0.30521869142238,-0.212814795690299,-0.160403252227784,-0.236386084734012,-0.235932919734591,-0.282494313272074,-0.142855706937059,-0.303844024143579,-0.264779634471898,-0.282327179762624
"Imbabura Quechua",-0.414625588952184,-0.318062228237902,-0.318062228237902,-0.3445222829998,-0.3445222829998,-0.177855616333134,-0.414625588952184,-0.3445222829998,-0.204315671095032,-0.274418977047416,-0.204315671095032,-0.414625588952184,-0.247958922285518,-0.274418977047416,-0.3445222829998,-0.318062228237902,-0.274418977047416,-0.3445222829998,-0.274418977047416,-0.414625588952184,-0.3445222829998,-0.414625588952184,-0.247958922285518,-0.3445222829998,-0.274418977047416,-0.414625588952184,-0.414625588952184,-0.3445222829998,-0.107752310380749,-0.414625588952184,-0.274418977047416,-0.3445222829998,-0.414625588952184,-0.3445222829998,-0.134212365142648,-0.3445222829998,-0.3445222829998,-0.247958922285518,-0.3445222829998,-0.3445222829998,-0.414625588952184,-0.3445222829998,-0.204315671095032,-0.484728894904568,-0.414625588952184,-0.247958922285518,-0.414625588952184,-0.3445222829998,-0.247958922285518,-0.274418977047416,-0.414625588952184,-0.414625588952184,-0.247958922285518,-0.34159251848867,-0.414625588952184,-0.3445222829998,-0.414625588952184,-0.3445222829998,-0.318062228237902,-0.3445222829998,-0.414625588952184,-0.247958922285518,-0.247958922285518,-0.484728894904568,-0.247958922285518,-0.3445222829998,-0.3445222829998,-0.177855616333134,-0.247958922285518,-0.247958922285518,-0.414625588952184,-0.3445222829998,-0.274418977047416,-0.274418977047416,-0.247958922285518,-0.414625588952184,-0.151395561571235,-0.3445222829998,-0.414625588952184,-0.247958922285518,-0.3445222829998,-0.318062228237902,-0.3445222829998,-0.484728894904568,-0.177855616333134,-0.3445222829998,-0.274418977047416,-0.318062228237902,-0.3445222829998,-0.3445222829998,-0.274418977047416,-0.274418977047416,-0.151395561571235,-0.274418977047416,-0.247958922285518,-0.3445222829998,-0.414625588952184,-0.484728894904568,-0.3445222829998,-0.247958922285518
"Indonesian",-0.0453794972525495,-0.323701277985672,-0.19637016923486,-0.210184698909585,-0.238424197933934,-0.219960403677468,-0.0677131999364225,-0.080752474487813,-0.282460403677468,0.0196026367091155,-0.19406077390569,-0.361738930851903,-0.150693873915547,-0.336962751409884,-0.171403146371333,-0.448653162528761,-0.319217739000279,-0.106723686101342,-0.271144036836965,-0.159457861558328,-0.0956499736419631,-0.224398664965373,-0.222267458026338,-0.192205977055312,-0.101867110923475,-0.112923999689247,-0.261397937109337,-0.277642638319153,-0.276082230788445,-0.0697671349135221,-0.257871861082138,-0.0384533431989658,-0.360792839681405,-0.119157989084184,-0.204719912735613,-0.191658749815724,-0.261920027113543,-0.189544607745523,-0.130123854885286,-0.200180408013487,-0.246330578818205,-0.134170435396731,-0.172715099142301,-0.0976245873595277,-0.19607425761557,0.000945615311433112,-0.0935740151547701,-0.139974408880691,-0.299441389261714,-0.186877302817202,-0.134170435396731,-0.158229421793758,-0.218299317198148,-0.172715099142301,-0.13519373699413,-0.168494078363582,-0.201882131618016,-0.107159138851318,0.0258863456855143,-0.139969536821785,-0.138195855801334,-0.418060202315216,-0.245884279203597,-0.185866956785227,-0.321220822201461,-0.156679351232354,-0.186877302817202,-0.270665286456164,-0.214937650845671,-0.0134326957512516,-0.262316247188307,-0.111899386515806,-0.0976245873595277,-0.187172367444888,-0.220375275685341,-0.237662028995977,-0.262316247188307,-0.323701277985672,-0.251759799590711,-0.224647697989924,-0.0743224429036792,-0.161345844489373,-0.314689596346699,-0.200180408013487,-0.11236642971231,-0.222267458026338,-0.276082230788445,-0.297700894619323,-0.277642638319153,-0.37648510163409,0.190686839527093,-0.358074027261569,-0.173740076427848,-0.0915194023766624,-0.138360479136259,-0.251340635227377,-0.0627163850383873,-0.222267458026338,-0.26157759215633,-0.1944924369569
"Ingush",-0.252835421782902,-0.0533679629508791,-0.180344547474698,-0.29013793556993,-0.0951636983367817,-0.206776782116383,-0.197892092765423,-0.052268475009538,-0.226835038416553,-0.144071794642901,-0.287208171058799,-0.325230065177285,-0.273325529358408,-0.325230065177285,-0.325230065177285,-0.273325529358408,-0.227002171926003,-0.337363565590988,-0.370138548341902,-0.220034629617546,-0.197892092765423,-0.347194346112446,-0.309932549209106,-0.309932549209106,-0.289926983478635,-0.244382583707279,-0.197892092765423,-0.309932549209106,-0.430344547474698,-0.227002171926003,-0.360241241522314,-0.370138548341902,-0.360241241522314,-0.377787306325991,-0.325230065177285,-0.151401601823568,-0.226835038416553,-0.200278180634196,-0.189520550943513,-0.147720939485489,-0.29013793556993,-0.193574574855647,-0.200278180634196,-0.370138548341902,-0.370138548341902,-0.430344547474698,-0.317780461030187,-0.360241241522314,-0.309932549209106,-0.272672824028578,-0.220034629617546,-0.106590173660411,-0.252835421782902,-0.325230065177285,-0.305392662931609,-0.309932549209106,-0.244382583707279,-0.272672824028578,-0.377787306325991,-0.151401601823568,-0.370138548341902,-0.24972655007631,-0.226835038416553,-0.226835038416553,-0.209287493125828,-0.220115582879871,-0.252835421782902,-0.272672824028578,-0.273325529358408,-0.24972655007631,-0.166796172793207,-0.252835421782902,-0.370138548341902,-0.360241241522314,-0.30561924543132,-0.193574574855647,-0.272672824028578,-0.149509419482572,-0.144071794642901,-0.309932549209106,-0.147720939485489,-0.252835421782902,-0.166796172793207,-0.266096895207115,-0.193574574855647,-0.266096895207115,-0.290873074649133,-0.273325529358408,-0.370138548341902,-0.0691085526779208,-0.309932549209106,-0.180344547474698,-0.29013793556993,-0.252835421782902,-0.115001100582457,-0.180344547474698,-0.24972655007631,-0.24972655007631,-0.29013793556993,-0.251934691532213
"Iraqw",-0.358311842913178,-0.358311842913178,-0.338517229274002,-0.176262830943886,-0.24195386855972,-0.418517842045974,-0.301214715486975,-0.358311842913178,-0.373609358881357,-0.408620535226386,-0.418517842045974,-0.338517229274002,-0.199780895527641,-0.338306277182707,-0.373609358881357,-0.123705589795179,-0.117487846381993,-0.298105843780382,-0.275381465630075,-0.338517229274002,-0.12820731141685,-0.358311842913178,-0.298105843780382,-0.408620535226386,-0.478723841178771,-0.275214332120626,-0.338517229274002,-0.196100233189561,-0.47872384117877,-0.0486866196032999,-0.215175466497279,-0.373609358881357,-0.228820072092593,-0.338517229274002,-0.237899844647586,-0.24195386855972,-0.298105843780382,-0.0801336067361621,-0.38574285929506,-0.358311842913178,-0.408620535226386,-0.237899844647586,-0.248657474338268,-0.418517842045974,-0.312057174512104,-0.135742859295061,-0.298105843780382,-0.358311842913178,-0.312057174512104,-0.339252368353206,-0.408620535226386,-0.301214715486975,-0.32105211773265,-0.248657474338268,-0.228820072092593,-0.24195386855972,-0.275214332120626,-0.301214715486975,-0.171850562607336,-0.358311842913178,-0.338517229274002,-0.418517842045974,-0.338517229274002,-0.312057174512104,-0.418517842045974,-0.373609358881357,-0.301214715486975,-0.358311842913178,-0.248657474338268,-0.275381465630075,-0.358311842913178,-0.228723841178771,-0.301214715486975,-0.32105211773265,-0.408620535226386,-0.335587464762872,-0.117487846381993,-0.338517229274002,-0.32105211773265,-0.121081262997682,-0.171850562607336,-0.408620535226386,-0.176262830943886,-0.177693845514789,-0.338517229274002,-0.358311842913178,-0.173638504146389,-0.418517842045974,-0.358311842913178,-0.426166600030064,-0.248657474338268,-0.358311842913178,-0.2576667868299,-0.408620535226386,-0.358311842913178,-0.24195386855972,-0.358311842913178,-0.338517229274002,-0.12820731141685,-0.338517229274002
"Itonama",-0.139384863142044,-0.150142492832727,-0.194246895905809,-0.19959086227484,-0.155080686784206,-0.223189841556939,-0.0837183687313742,-0.126756279434403,-0.130305090587051,-0.19959086227484,-0.275094377375815,-0.156641094314914,-0.202699733981433,-0.126756279434403,-0.150142492832727,-0.297058658310977,-0.140948832362229,-0.222537136227109,-0.176866484124534,-0.0196803324987941,-0.19959086227484,-0.239791295677166,-0.164277641582573,-0.147756404963954,-0.126756279434403,-0.176699350615084,-0.178439845257475,-0.101265914022099,-0.25525697513014,-0.222537136227109,-0.23707248325733,-0.0734908929526614,-0.19959086227484,-0.194246895905809,-0.0450280105353126,-0.0450280105353126,-0.176699350615084,-0.240737386847664,-0.275094377375815,-0.169979895078402,-0.259796861407637,-0.0975852516840195,-0.066170823440649,-0.117422653929695,-0.0400304105600984,-0.23707248325733,-0.239791295677166,-0.159151805324359,0.00375151327385459,-0.172333356267599,-0.150142492832727,-0.19821619499604,-0.287227877789519,-0.194246895905809,-0.169979895078402,-0.194246895905809,-0.116660484991738,-0.140918483109305,-0.222537136227109,-0.103397120961134,0.0410438323149609,-0.202699733981433,-0.130758255586472,-0.172333356267599,-0.176699350615084,-0.0994396225312761,-0.19821619499604,-0.333718368731374,-0.156641094314914,-0.172333356267599,-0.0932631100388498,-0.267644773228718,-0.0891831549053465,-0.223189841556939,-0.255483557629851,-0.0356778072281151,-0.176866484124534,-0.194246895905809,-0.275094377375815,-0.230123411080547,-0.0975852516840195,-0.222537136227109,-0.182523933043355,0.000188610158704638,-0.0638494260738754,-0.101265914022099,-0.150142492832727,-0.19821619499604,-0.176699350615084,-0.159151805324359,-0.126756279434403,0.0466791011005597,-0.380208859673229,-0.0372278777895192,-0.327651618524522,-0.178439845257475,-0.117422653929695,-0.267644773228718,-0.147756404963954,-0.169898941816077
"Japanese",-0.108949648643441,-0.0846534340462557,-0.00558251699729717,-0.121695414594457,-0.259035097236124,-0.205959613417847,-0.213927460234515,-0.150542129331765,-0.205298780956131,-0.16825680813194,0.148495971622492,-0.189606519003446,-0.153951462898958,-0.10405163838991,-0.205298780956131,-0.132339156369635,-0.101693689870598,-0.148031418322319,-0.231181619684572,-0.155667965589979,-0.117463832016723,-0.23212771085507,-0.0856959896163401,-0.185078376349866,-0.278618201796925,-0.121599183680635,-0.089392761750372,-0.0805734789127523,-0.23212771085507,-0.160508949238027,-0.153951462898958,-0.207351531413051,-0.266484701383221,-0.148375244849225,0.00647688878452524,-0.246873881637257,-0.13914672897136,-0.194090057988839,-0.190981186282246,-0.231392571775867,-0.169830169264881,-0.134829211061584,-0.148031418322319,-0.0572660828203693,-0.122148579593878,-0.141532816840132,-0.118146603441809,-0.0286182017969251,-0.16808967462249,-0.0926562380295052,-0.13230880711671,-0.205298780956131,-0.121599183680635,-0.0165809322970433,-0.118146603441809,-0.259035097236124,-0.0923570331582634,-0.024101559875646,-0.161370219085808,-0.148031418322319,-0.0940611243899986,0.0237706695791139,-0.155667965589979,-0.222206936181575,-0.207351531413051,-0.132705027191474,-0.106456317641193,-0.246647299137546,0.00361443780107007,-0.030754644694882,-0.266484701383221,-0.221513735087953,-0.118146603441809,-0.0926562380295052,-0.214580165564345,-0.148394779978265,-0.119823726257649,-0.0575611474480549,-0.141070161965132,-0.0572660828203693,-0.118146603441809,-0.0787516970585932,-0.213927460234515,-0.0889755756914254,-0.121599183680635,-0.0750717937358233,-0.214580165564345,-0.269215973756709,-0.108812977937101,-0.150542129331765,-0.0862138320167224,-0.0787516970585932,-0.259035097236124,-0.0751086927387801,-0.169830169264881,-0.146471010791612,-0.141532816840132,-0.153951462898958,-0.205298780956131,-0.0286182017969251
"Judeo-Tat",-0.207132129234899,-0.271170165467479,-0.203049540373856,-0.168916641777454,-0.187437234590674,-0.180382304534714,-0.227083394642381,-0.187417699461634,-0.308258428369118,-0.285916336249666,-0.24259652107174,-0.134783743181053,-0.10876653010028,-0.283915348173631,-0.369066537611918,-0.350435639160248,-0.316891638293044,-0.198300977922589,-0.227121654152675,-0.271170165467479,-0.230652056817037,-0.308258428369118,-0.198300977922589,-0.140736144483007,-0.317660656409334,-0.219474924826883,-0.199551403850436,-0.225539067765237,-0.271170165467479,-0.176201568241178,-0.267355188317678,-0.254348258258467,-0.20887262387729,-0.207132129234899,-0.165454181342899,-0.20887262387729,-0.228648973615855,-0.223141638293044,-0.209164721254505,-0.014430885681186,-0.228648973615855,-0.240709358698997,-0.267355188317678,-0.252969914846924,-0.112680937309683,0.00340736756282722,-0.157189058054218,-0.369066537611918,-0.24259652107174,-0.207132129234899,-0.147791074538967,-0.227083394642381,-0.20887262387729,-0.2400029550865,-0.0906107075874404,-0.271170165467479,-0.373120276144874,-0.043046009522577,-0.119667695906047,-0.12419340273896,-0.298077551848533,-0.280632331431676,-0.171747481803883,-0.184343514416134,-0.0614438243795928,-0.298077551848533,-0.187622667735176,-0.317660656409334,-0.261249390793984,-0.0960924095729618,-0.321436710321802,-0.187073872934729,-0.308258428369118,-0.295377127435293,-0.133829899580949,-0.18009652107174,-0.263081484327828,-0.0940350543753398,-0.161191034206287,-0.227083394642381,-0.214063529080315,-0.176461734575352,-0.27384652107174,-0.20887262387729,-0.119615933525161,-0.209164721254505,-0.227829425991397,-0.194710420202388,-0.219474924826883,-0.199551403850436,-0.255865811362172,-0.285916336249666,-0.18009652107174,-0.227121654152675,-0.18009652107174,-0.270224074296981,-0.224120830962275,-0.255865811362172,-0.283915348173631,-0.285916336249666
"Kaingáng",-0.258267542479976,-0.20276041773753,-0.120934945950441,-0.0583312285905428,0.100401009949924,-0.159619364200376,-0.0938301895347167,-0.120934945950441,-0.24596661435975,-0.0170861404317328,-0.257050385127613,-0.24740379914806,-0.194550385127613,-0.0682007704934545,-0.194550385127613,-0.125219202212935,-0.158113253157134,-0.281742898788544,-0.216479533090902,-0.157779271397834,-0.274262446681199,-0.19836062390624,-0.112595502348917,-0.151097552168528,-0.19836062390624,-0.0487957656771474,-0.194550385127613,-0.200606124572102,-0.0301671398421448,-0.161840007330283,-0.053648300782466,-0.129185478514607,-0.0715742574339431,-0.0942891163317595,-0.183031185970868,-0.295881110512077,-0.137891877536545,-0.119371018714365,-0.18332596620201,-0.163300385127613,-0.130646560057749,-0.151097552168528,-0.0188455023489175,0.0116379513300617,-0.229485125760184,-0.00773419584527002,-0.0640951780068667,-0.111897164614262,-0.182755267906309,-0.24740379914806,0.0556854990110512,-0.358973055574158,-0.222578880858126,-0.213487425505927,-0.163300385127613,-0.093559436710707,-0.267157506622984,-0.0509424419428667,0.00695894225113297,-0.15019280565677,0.0351466604395658,-0.406409637686512,-0.0167186479738345,-0.282697906593573,-0.233029769981675,-0.177196680382478,-0.186890619570222,-0.212817719619489,-0.179359688864618,0.00795806610741501,-0.0911942943538673,-0.0436262216684818,-0.182193495280513,-0.194550385127613,0.0248564527072916,-0.199219722384858,-0.258267542479976,-0.161739987157146,-0.172735625759916,-0.118339322328248,-0.1474372956237,-0.077700588595038,-0.0341650334637007,-0.0867910577488671,-0.115430246623138,-0.249940015483465,-0.0985861749701712,-0.125214713440087,-0.0964367854931435,-0.163300385127613,-0.133373952886884,-0.130836947480585,-0.0969626884494755,-0.0394831846933509,-0.194550385127613,-0.0732721140410021,-0.208786346115524,-0.118339322328248,-0.222578880858126,-0.274262446681199
