"Type","SumEntropy"
"True","0.614428189488345"
"Perm","0.624905564400967"
"Perm","0.625387459224265"
"Perm","0.625171593900902"
"Perm","0.624410222587034"
"Perm","0.624787489107656"
"Perm","0.625482002904249"
"Perm","0.624109200409871"
"Perm","0.624385718302484"
"Perm","0.624924959545407"
"Perm","0.626705623708287"
"Perm","0.626707849976173"
"Perm","0.624520760432067"
"Perm","0.624277888004006"
"Perm","0.625098145268158"
"Perm","0.62500059239017"
"Perm","0.625141451953324"
"Perm","0.62537093763251"
"Perm","0.624327162512192"
"Perm","0.626039301256468"
"Perm","0.624635779757567"
"Perm","0.625170912607719"
"Perm","0.62482083879689"
"Perm","0.62460206682344"
"Perm","0.625115545274998"
"Perm","0.625444589808193"
"Perm","0.624685893780958"
"Perm","0.625106009467872"
"Perm","0.626346148072309"
"Perm","0.624643138174951"
"Perm","0.625574331324832"
"Perm","0.62630053760299"
"Perm","0.624578251999302"
"Perm","0.623906361760957"
"Perm","0.625341145205488"
"Perm","0.624461553512026"
"Perm","0.625850514876213"
"Perm","0.625978679095019"
"Perm","0.624381572878602"
"Perm","0.624732297741212"
"Perm","0.625084629199223"
"Perm","0.624687517534011"
"Perm","0.626426714956586"
"Perm","0.62501816295893"
"Perm","0.625284200521783"
"Perm","0.625117731458899"
"Perm","0.626866662794436"
"Perm","0.623533588782513"
"Perm","0.624787609775079"
"Perm","0.625900539245719"
"Perm","0.624099139988997"
"Perm","0.624371498590483"
"Perm","0.624605033281212"
"Perm","0.624881984831399"
"Perm","0.626046670866685"
"Perm","0.625265592158683"
"Perm","0.625416192324236"
"Perm","0.625123634492326"
"Perm","0.62545658417214"
"Perm","0.625324421025673"
"Perm","0.626192499638426"
"Perm","0.625447712607192"
"Perm","0.624635867323589"
"Perm","0.625698574870564"
"Perm","0.625556772052513"
"Perm","0.624276405301432"
"Perm","0.6243840998638"
"Perm","0.625407655995471"
"Perm","0.626394394799517"
"Perm","0.624569191500395"
"Perm","0.625971367096447"
"Perm","0.625375482015129"
"Perm","0.624033780554611"
"Perm","0.625990406118047"
"Perm","0.62379221671822"
"Perm","0.626076540297978"
"Perm","0.625811523958534"
"Perm","0.625523151098203"
"Perm","0.626441686617132"
"Perm","0.62434388968897"
"Perm","0.626040529650971"
"Perm","0.624391594792739"
"Perm","0.626001018388144"
"Perm","0.624726453920809"
"Perm","0.62488242439155"
"Perm","0.626207863949712"
"Perm","0.624866603632037"
"Perm","0.625972066629977"
"Perm","0.626446334777547"
"Perm","0.625737038847742"
"Perm","0.623967518513625"
"Perm","0.624782387592776"
"Perm","0.625440210823927"
"Perm","0.62610054167865"
"Perm","0.624959535256119"
"Perm","0.624784131766435"
"Perm","0.625387913025418"
"Perm","0.625936864611551"
"Perm","0.625599927001441"
"Perm","0.623881528457501"
"Perm","0.624754364558012"
