"Type","SumEntropy"
"True","0.785124300643267"
"Perm","0.807484128146999"
"Perm","0.811909342498705"
"Perm","0.806206877151236"
"Perm","0.812163521680347"
"Perm","0.809710592653985"
"Perm","0.808387580152969"
"Perm","0.807430092975103"
"Perm","0.806619630069126"
"Perm","0.80855463385769"
"Perm","0.806995817717119"
"Perm","0.811240855311009"
"Perm","0.812050191862575"
"Perm","0.807046315242519"
"Perm","0.808824370423858"
"Perm","0.807785242051505"
"Perm","0.804858957523869"
"Perm","0.806662904275113"
"Perm","0.812539205254295"
"Perm","0.808842085920251"
"Perm","0.809670566410754"
"Perm","0.813869048793106"
"Perm","0.804716839975111"
"Perm","0.805522165380896"
"Perm","0.810776728100723"
"Perm","0.806555789082746"
"Perm","0.803662452968182"
"Perm","0.809373809542689"
"Perm","0.808666208850611"
"Perm","0.805939024306406"
"Perm","0.804534512555977"
"Perm","0.808027339117917"
"Perm","0.811470926356021"
"Perm","0.81070780284876"
"Perm","0.806956515655589"
"Perm","0.805326639062173"
"Perm","0.80707830112573"
"Perm","0.80380718575272"
"Perm","0.807614565585497"
"Perm","0.812293626128849"
"Perm","0.80245504871577"
"Perm","0.806069859368932"
"Perm","0.803216094660259"
"Perm","0.814725860089927"
"Perm","0.808205508221929"
"Perm","0.809427788083812"
"Perm","0.808863665771887"
"Perm","0.80736252417462"
"Perm","0.813114159146158"
"Perm","0.80854025456271"
"Perm","0.812000438227918"
"Perm","0.811363580119677"
"Perm","0.80470119133918"
"Perm","0.807809443143403"
"Perm","0.806401077031433"
"Perm","0.807595984295428"
"Perm","0.805749720045733"
"Perm","0.809651929436038"
"Perm","0.80764197991716"
"Perm","0.812999157704443"
"Perm","0.803208824583802"
"Perm","0.802695563772284"
"Perm","0.810224457749086"
"Perm","0.814026377784903"
"Perm","0.808445480300357"
"Perm","0.810922364493063"
"Perm","0.801624594496964"
"Perm","0.81044877766919"
"Perm","0.80701769176366"
"Perm","0.807029263329353"
"Perm","0.803585425253209"
"Perm","0.807370069657699"
"Perm","0.810249288948436"
"Perm","0.80629458236393"
"Perm","0.806350121517342"
"Perm","0.808663723792122"
"Perm","0.809028587750448"
"Perm","0.807538877449331"
"Perm","0.80835866259258"
"Perm","0.80940665835256"
"Perm","0.801355406713237"
"Perm","0.808024818884636"
"Perm","0.806117687371814"
"Perm","0.810128175509646"
"Perm","0.80399838515985"
"Perm","0.799955855886924"
"Perm","0.80628858577513"
"Perm","0.804573155434231"
"Perm","0.807286517711989"
"Perm","0.807553210983855"
"Perm","0.81022142064874"
"Perm","0.806298571068091"
"Perm","0.811972141513308"
"Perm","0.811930383734296"
"Perm","0.812241266227887"
"Perm","0.803299616684539"
"Perm","0.809165764647918"
"Perm","0.808555848762843"
"Perm","0.814805966478515"
"Perm","0.809450608532574"
"Perm","0.808080653687504"
