ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
13-440-189-5,midd1317,Middle English,417,thre times,StandardOrth,three times,buck1949;med1952,"Last two terms are filed under MED thre, num.",,
13-420-189-1,midd1317,Middle English,1859,thrid,StandardOrth,third,buck1949;med1952,,,
13-380-189-1,midd1317,Middle English,1546,twies,StandardOrth,two times,buck1949;med1952,,,
13-370-189-1,midd1317,Middle English,1888,paire,StandardOrth,pair,buck1949;med1952,MED (1).,,
13-360-189-1,midd1317,Middle English,1384,second,StandardOrth,second,buck1949;med1952,,,
13-350-189-1,midd1317,Middle English,1529,last-e,StandardOrth,last,buck1949;med1952,,,
13-340-189-1,midd1317,Middle English,728,first,StandardOrth,first,buck1949;med1952,,,
13-330-189-1,midd1317,Middle English,1580,al-on-e,StandardOrth,"alone, only",buck1949;med1952,,,
13-330-189-3,midd1317,Middle English,1580,onli,StandardOrth,"alone, only",buck1949;med1952,,,
13-330-189-5,midd1317,Middle English,1580,but,StandardOrth,"alone, only",buck1949;med1952,,,
13-240-189-1,midd1317,Middle English,816,half,StandardOrth,half,buck1949;med1952,,,
13-230-189-1,midd1317,Middle English,779,del,StandardOrth,"part, piece",buck1949;med1952,First form is MED (2).,,
13-230-189-3,midd1317,Middle English,779,part,StandardOrth,"part, piece",buck1949;med1952,First form is MED (2).,,
13-220-189-1,midd1317,Middle English,1624,empti,StandardOrth,empty,buck1949;med1952,Last term is MED (1).,,
13-220-189-3,midd1317,Middle English,1624,tom-e,StandardOrth,empty,buck1949;med1952,Last term is MED (1).,,
13-220-189-5,midd1317,Middle English,1624,idel,StandardOrth,empty,buck1949;med1952,Last term is MED (1).,,
13-220-189-7,midd1317,Middle English,1624,ler-e,StandardOrth,empty,buck1949;med1952,Last term is MED (1).,,
13-210-189-1,midd1317,Middle English,1429,ful,StandardOrth,full,buck1949;med1952,,,
13-190-189-1,midd1317,Middle English,2023,multitude,StandardOrth,"multitude, crowd",buck1949;med1952,,,
13-190-189-3,midd1317,Middle English,2023,presse,StandardOrth,"multitude, crowd",buck1949;med1952,,,
13-190-189-5,midd1317,Middle English,2023,throng,StandardOrth,"multitude, crowd",buck1949;med1952,,,
13-181-189-1,midd1317,Middle English,1241,som,StandardOrth,some,buck1949;med1952,,,
13-170-189-1,midd1317,Middle English,1242,litel,StandardOrth,"little (quantity), few",buck1949;med1952,,,
13-170-189-3,midd1317,Middle English,1242,feue,StandardOrth,"little (quantity), few",buck1949;med1952,,,
13-180-189-1,midd1317,Middle English,1881,inough,StandardOrth,enough,buck1949;med1952,,,
13-160-189-1,midd1317,Middle English,1992,mo,StandardOrth,more,buck1949;med1952,"See also MED mor-e, n.(3).",,
13-160-189-3,midd1317,Middle English,1992,mor-e,StandardOrth,more,buck1949;med1952,"See also MED mor-e, n.(3).",,
13-150-189-1,midd1317,Middle English,1198,muchel,StandardOrth,"much, many",buck1949;med1952,,,
13-150-189-3,midd1317,Middle English,1198,mani,StandardOrth,"much, many",buck1949;med1952,,,
13-150-189-5,midd1317,Middle English,1198,fele,StandardOrth,"much, many",buck1949;med1952,,,
13-140-189-1,midd1317,Middle English,98,everi,StandardOrth,"every, all",buck1949;med1952,,,
13-140-189-3,midd1317,Middle English,98,ech,StandardOrth,"every, all",buck1949;med1952,,,
13-140-189-5,midd1317,Middle English,98,al,StandardOrth,"every, all",buck1949;med1952,,,
13-107-189-1,midd1317,Middle English,1420,counten,StandardOrth,count,buck1949;med1952,,,
13-106-189-1,midd1317,Middle English,1843,thousand,StandardOrth,thousand,buck1949;med1952,,,
13-105-189-1,midd1317,Middle English,1634,hundred,StandardOrth,hundred,buck1949;med1952,,,
13-104-189-1,midd1317,Middle English,1710,twenti,StandardOrth,twenty,buck1949;med1952,,,
13-103-189-1,midd1317,Middle English,1709,fif-tene,StandardOrth,fifteen,buck1949;med1952,,,
13-102-189-1,midd1317,Middle English,1707,twelve,StandardOrth,twelve,buck1949;med1952,,,
13-101-189-1,midd1317,Middle English,1706,elleven,StandardOrth,eleven,buck1949;med1952,,,
13-100-189-1,midd1317,Middle English,1515,ten,StandardOrth,ten,buck1949;med1952,,,
13-90-189-1,midd1317,Middle English,1483,nin,StandardOrth,nine,buck1949;med1952,,,
13-80-189-1,midd1317,Middle English,1705,eighte,StandardOrth,eight,buck1949;med1952,,,
13-70-189-1,midd1317,Middle English,1704,seven,StandardOrth,seven,buck1949;med1952,,,
13-60-189-1,midd1317,Middle English,1703,six,StandardOrth,six,buck1949;med1952,,,
13-50-189-1,midd1317,Middle English,493,five,StandardOrth,five,buck1949;med1952,,,
13-40-189-1,midd1317,Middle English,1500,four,StandardOrth,four,buck1949;med1952,,,
13-20-189-1,midd1317,Middle English,1498,two,StandardOrth,two,buck1949;med1952,,,
13-20-189-3,midd1317,Middle English,1498,twein,StandardOrth,two,buck1949;med1952,,,
13-30-189-1,midd1317,Middle English,492,thre,StandardOrth,three,buck1949;med1952,,,
13-10-189-1,midd1317,Middle English,1493,on,StandardOrth,one,buck1949;med1952,,,
13-0-189-1,midd1317,Middle English,1294,cifre,StandardOrth,"zero, nothing",buck1949;med1952,,,
12-930-189-1,midd1317,Middle English,1264,chaungen,StandardOrth,change,buck1949;med1952,,,
12-920-189-1,midd1317,Middle English,1558,lik,StandardOrth,"like, similar",buck1949;med1952,,,
12-840-189-1,midd1317,Middle English,1048,line,StandardOrth,line,buck1949;med1952,MED (1).,,
12-850-189-1,midd1317,Middle English,1667,hol-e,StandardOrth,hole,buck1949;med1952,First form is MED (2).,,
12-850-189-3,midd1317,Middle English,1667,thirl,StandardOrth,hole,buck1949;med1952,First form is MED (2).,,
12-830-189-1,midd1317,Middle English,1845,spere,StandardOrth,"sphere, ball",buck1949;med1952,First form is MED (3).,,
12-830-189-3,midd1317,Middle English,1845,bal,StandardOrth,"sphere, ball",buck1949;med1952,First form is MED (3).,,
12-830-189-5,midd1317,Middle English,1845,cleue,StandardOrth,"sphere, ball",buck1949;med1952,First form is MED (3).,,
12-810-189-1,midd1317,Middle English,1395,round-e,StandardOrth,round,buck1949;med1952,,,
12-820-189-1,midd1317,Middle English,1467,cercle,StandardOrth,circle,buck1949;med1952,,,
12-780-189-1,midd1317,Middle English,850,squar-e,StandardOrth,square,buck1949;med1952,Second term is an adjective. In MED filed under four.,,
12-780-189-3,midd1317,Middle English,850,four-hirned,StandardOrth,square,buck1949;med1952,Second term is an adjective. In MED filed under four.,,
12-770-189-1,midd1317,Middle English,1367,cros,StandardOrth,cross,buck1949;med1952,,,
12-770-189-3,midd1317,Middle English,1367,crois,StandardOrth,cross,buck1949;med1952,,,
12-760-189-1,midd1317,Middle English,192,corner,StandardOrth,corner,buck1949;med1952,First form is MED (1).,,
12-760-189-3,midd1317,Middle English,192,hirn-e,StandardOrth,corner,buck1949;med1952,First form is MED (1).,,
12-750-189-1,midd1317,Middle English,1071,hok,StandardOrth,hook,buck1949;med1952,,,
12-750-189-3,midd1317,Middle English,1071,crok,StandardOrth,hook,buck1949;med1952,,,
12-740-189-1,midd1317,Middle English,297,croked,StandardOrth,crooked,buck1949;med1952,,,
12-740-189-3,midd1317,Middle English,297,wough,StandardOrth,crooked,buck1949;med1952,,,
12-730-189-1,midd1317,Middle English,1404,streight,StandardOrth,straight,buck1949;med1952,,,
12-730-189-3,midd1317,Middle English,1404,right,StandardOrth,straight,buck1949;med1952,,,
12-710-189-1,midd1317,Middle English,1633,flat,StandardOrth,flat,buck1949;med1952,,,
12-710-189-3,midd1317,Middle English,1633,plain-e,StandardOrth,flat,buck1949;med1952,,,
12-680-189-1,midd1317,Middle English,193,shold-e,StandardOrth,shallow,buck1949;med1952,,,
12-680-189-3,midd1317,Middle English,193,shalou-e,StandardOrth,shallow,buck1949;med1952,,,
12-670-189-1,midd1317,Middle English,1593,dep,StandardOrth,deep,buck1949;med1952,,,
12-650-189-1,midd1317,Middle English,2249,thin-ne,StandardOrth,thin (in dimension),buck1949;med1952,,,
12-630-189-1,midd1317,Middle English,1244,thik-ke,StandardOrth,thick (in dimension),buck1949;med1952,,,
12-620-189-1,midd1317,Middle English,1267,narw-e,StandardOrth,narrow,buck1949;med1952,,,
12-620-189-3,midd1317,Middle English,1267,streit,StandardOrth,narrow,buck1949;med1952,,,
12-620-189-5,midd1317,Middle English,1267,smal,StandardOrth,narrow,buck1949;med1952,,,
12-610-189-1,midd1317,Middle English,1243,brod,StandardOrth,"wide, broad",buck1949;med1952,,,
12-610-189-3,midd1317,Middle English,1243,wid-e,StandardOrth,"wide, broad",buck1949;med1952,,,
12-590-189-1,midd1317,Middle English,1645,short,StandardOrth,short,buck1949;med1952,,,
12-580-189-1,midd1317,Middle English,711,tal,StandardOrth,tall,buck1949;med1952,,,
12-570-189-1,midd1317,Middle English,1203,long,StandardOrth,long,buck1949;med1952,MED (1).,,
12-560-189-1,midd1317,Middle English,1246,litel,StandardOrth,"small, little",buck1949;med1952,,,
12-560-189-3,midd1317,Middle English,1246,smal,StandardOrth,"small, little",buck1949;med1952,,,
12-550-189-1,midd1317,Middle English,1202,muchel,StandardOrth,"large, big",buck1949;med1952,,,
12-550-189-3,midd1317,Middle English,1202,gret,StandardOrth,"large, big",buck1949;med1952,,,
12-550-189-5,midd1317,Middle English,1202,big,StandardOrth,"large, big",buck1949;med1952,,,
12-541-189-1,midd1317,Middle English,81,spanne,StandardOrth,"span, fathom",buck1949;med1952,,,
12-540-189-1,midd1317,Middle English,1506,meten,StandardOrth,measure,buck1949;med1952,First form in MED (1).,,
12-540-189-3,midd1317,Middle English,1506,mesuren,StandardOrth,measure,buck1949;med1952,First form in MED (1).,,
12-530-189-1,midd1317,Middle English,479,waxen,StandardOrth,grow,buck1949;med1952,First form in MED (1).,,
12-530-189-3,midd1317,Middle English,479,grouen,StandardOrth,grow,buck1949;med1952,First form in MED (1).,,
12-480-189-1,midd1317,Middle English,1595,south,StandardOrth,south,buck1949;med1952,,,
12-470-189-1,midd1317,Middle English,1598,north,StandardOrth,north,buck1949;med1952,,,
12-460-189-1,midd1317,Middle English,1817,west,StandardOrth,west,buck1949;med1952,,,
12-450-189-1,midd1317,Middle English,1877,est,StandardOrth,east,buck1949;med1952,"See also MED, sense 5a.",,
12-430-189-1,midd1317,Middle English,1942,neigh,StandardOrth,near (adv),buck1949;med1952,,,
12-430-189-3,midd1317,Middle English,1942,ner-re,StandardOrth,near (adv),buck1949;med1952,,,
12-440-189-1,midd1317,Middle English,1406,fer,StandardOrth,far (adv),buck1949;med1952,,,
12-420-189-1,midd1317,Middle English,244,lift,StandardOrth,left (side),buck1949;med1952,,,
12-410-189-1,midd1317,Middle English,1019,right,StandardOrth,right (side),buck1949;med1952,,,
12-410-189-3,midd1317,Middle English,1019,swither-e,StandardOrth,right (side),buck1949;med1952,,,
12-370-189-1,midd1317,Middle English,1093,middel,StandardOrth,"middle, center",buck1949;med1952,,,
12-370-189-3,midd1317,Middle English,1093,mid,StandardOrth,"middle, center",buck1949;med1952,,,
12-360-189-1,midd1317,Middle English,682,side,StandardOrth,side,buck1949;med1952,,,
12-353-189-1,midd1317,Middle English,863,eǧǧe,StandardOrth,edge,buck1949;med1952,MED (2).,,
12-352-189-1,midd1317,Middle English,372,pointed,StandardOrth,pointed,buck1949;med1952,Filed under MED pointen (1).,,
12-350-189-1,midd1317,Middle English,742,ende,StandardOrth,end,buck1949;med1952,MED (1).,,
12-340-189-1,midd1317,Middle English,690,botme,StandardOrth,bottom,buck1949;med1952,,,
12-340-189-3,midd1317,Middle English,690,ground,StandardOrth,bottom,buck1949;med1952,,,
12-320-189-1,midd1317,Middle English,721,loue,StandardOrth,low,buck1949;med1952,,,
12-330-189-1,midd1317,Middle English,1753,top,StandardOrth,top,buck1949;med1952,MED (1).,,
12-310-189-1,midd1317,Middle English,1265,heigh,StandardOrth,high,buck1949;med1952,,,
12-270-189-1,midd1317,Middle English,602,hiden,StandardOrth,"hide, conceal",buck1949;med1952,Latter form is MED (2).,,
12-270-189-3,midd1317,Middle English,602,helen,StandardOrth,"hide, conceal",buck1949;med1952,Latter form is MED (2).,,
12-250-189-1,midd1317,Middle English,1046,shitten,StandardOrth,"shut, close",buck1949;med1952,,,
12-250-189-3,midd1317,Middle English,1046,closen,StandardOrth,"shut, close",buck1949;med1952,,,
12-260-189-1,midd1317,Middle English,761,coveren,StandardOrth,cover,buck1949;med1952,MED (1).,,
12-240-189-1,midd1317,Middle English,1156,openen,StandardOrth,open,buck1949;med1952,,,
12-232-189-1,midd1317,Middle English,1119,dividen,StandardOrth,divide,buck1949;med1952,,,
12-230-189-1,midd1317,Middle English,1359,sheden,StandardOrth,separate,buck1949;med1952,Final form is MED (2).,,
12-230-189-3,midd1317,Middle English,1359,separaten,StandardOrth,separate,buck1949;med1952,Final form is MED (2).,,
12-230-189-5,midd1317,Middle English,1359,shillen,StandardOrth,separate,buck1949;med1952,Final form is MED (2).,,
12-220-189-1,midd1317,Middle English,1743,joinen,StandardOrth,"join, unite",buck1949;med1952,First two forms are MED (1).,,
12-220-189-3,midd1317,Middle English,1743,feien,StandardOrth,"join, unite",buck1949;med1952,First two forms are MED (1).,,
12-220-189-5,midd1317,Middle English,1743,uniten,StandardOrth,"join, unite",buck1949;med1952,First two forms are MED (1).,,
12-213-189-1,midd1317,Middle English,1576,pilen,StandardOrth,pile up,buck1949;med1952,MED (3).,,
12-212-189-1,midd1317,Middle English,371,piken up,StandardOrth,pick up,buck1949;med1952,Filed under MED piken (1).,,
12-210-189-1,midd1317,Middle English,7,gaderen,StandardOrth,"collect, gather",buck1949;med1952,,,
12-210-189-3,midd1317,Middle English,7,samnen,StandardOrth,"collect, gather",buck1949;med1952,,,
12-170-189-1,midd1317,Middle English,838,leving-e,StandardOrth,"remains, left overs",buck1949;med1952,First form is MED (1).,,
12-170-189-3,midd1317,Middle English,838,remenaunt,StandardOrth,"remains, left overs",buck1949;med1952,First form is MED (1).,,
12-160-189-1,midd1317,Middle English,987,abiden,StandardOrth,"remain, stay",buck1949;med1952,,,
12-160-189-3,midd1317,Middle English,987,biden,StandardOrth,"remain, stay",buck1949;med1952,,,
12-160-189-5,midd1317,Middle English,987,remainen,StandardOrth,"remain, stay",buck1949;med1952,,,
12-160-189-7,midd1317,Middle English,987,waiten,StandardOrth,"remain, stay",buck1949;med1952,,,
12-150-189-1,midd1317,Middle English,1442,stonden,StandardOrth,stand,buck1949;med1952,MED (1).,,
12-140-189-1,midd1317,Middle English,215,lien,StandardOrth,lie down,buck1949;med1952,MED (1).,,
12-130-189-1,midd1317,Middle English,1416,sitten,StandardOrth,sit,buck1949;med1952,,,
12-120-189-1,midd1317,Middle English,998,setten,StandardOrth,put,buck1949;med1952,Last form is MED (1).,,
12-120-189-3,midd1317,Middle English,998,putten,StandardOrth,put,buck1949;med1952,Last form is MED (1).,,
12-120-189-5,midd1317,Middle English,998,leien,StandardOrth,put,buck1949;med1952,Last form is MED (1).,,
12-110-189-1,midd1317,Middle English,723,stede,StandardOrth,place,buck1949;med1952,First term is MED (1).,,
12-110-189-3,midd1317,Middle English,723,place,StandardOrth,place,buck1949;med1952,First term is MED (1).,,
12-80-189-1,midd1317,Middle English,1591,above-n,StandardOrth,"up, above",buck1949;med1952,,,
12-70-189-1,midd1317,Middle English,1485,under,StandardOrth,under,buck1949;med1952,,,
12-60-189-1,midd1317,Middle English,762,out-e,StandardOrth,outside,buck1949;med1952,,,
12-50-189-1,midd1317,Middle English,1606,in,StandardOrth,"inside, in",buck1949;med1952,,,
12-41-189-1,midd1317,Middle English,1883,in the frount (of),StandardOrth,front,buck1949;med1952,Filed under MED frount.,,
12-40-189-1,midd1317,Middle English,1882,bifore-n,StandardOrth,before,buck1949;med1952,,,
12-30-189-1,midd1317,Middle English,2094,doun,StandardOrth,"down, below",buck1949;med1952,,,
12-30-189-3,midd1317,Middle English,2094,bilooghe,StandardOrth,"down, below",buck1949;med1952,,,
12-20-189-1,midd1317,Middle English,1816,biside-s,StandardOrth,beside,buck1949;med1952,,,
12-11-189-1,midd1317,Middle English,1686,behinde-n,StandardOrth,behind,buck1949;med1952,,,
12-10-189-1,midd1317,Middle English,1685,after,StandardOrth,after,buck1949;med1952,,,
11-920-189-1,midd1317,Middle English,1098,weien,StandardOrth,weigh,buck1949;med1952,MED (1).,,
11-910-189-1,midd1317,Middle English,884,sheren,StandardOrth,share (distribute),buck1949;med1952,MED (5b) means 'to divide up clothes; portion out (drink)'.,,
11-890-189-1,midd1317,Middle English,1887,god chep-e,StandardOrth,cheap,buck1949;med1952,First term is filed under MED chep.,,
11-890-189-3,midd1317,Middle English,1887,undere,StandardOrth,cheap,buck1949;med1952,First term is filed under MED chep.,,
11-880-189-1,midd1317,Middle English,1426,dere,StandardOrth,"dear (costly, expensive)",buck1949;med1952,MED (1).,,
11-870-189-1,midd1317,Middle English,657,pris,StandardOrth,price,buck1949;med1952,Both forms are MED (1).,,
11-870-189-3,midd1317,Middle English,657,worth,StandardOrth,price,buck1949;med1952,Both forms are MED (1).,,
11-860-189-1,midd1317,Middle English,752,shop-pe,StandardOrth,"store, shop",buck1949;med1952,,,
11-850-189-1,midd1317,Middle English,633,market,StandardOrth,market (place),buck1949;med1952,MED (1).,,
11-840-189-1,midd1317,Middle English,1082,marchaunt,StandardOrth,merchant,buck1949;med1952,,,
11-840-189-3,midd1317,Middle English,1082,chap-man,StandardOrth,merchant,buck1949;med1952,,,
11-830-189-1,midd1317,Middle English,2135,mongen,StandardOrth,"trade, barter",buck1949;med1952,First form is MED (1).,,
11-830-189-3,midd1317,Middle English,2135,marchaunden,StandardOrth,"trade, barter",buck1949;med1952,First form is MED (1).,,
11-820-189-1,midd1317,Middle English,1571,sellen,StandardOrth,sell,buck1949;med1952,,,
11-810-189-1,midd1317,Middle English,1869,bien,StandardOrth,buy,buck1949;med1952,,,
11-790-189-1,midd1317,Middle English,733,ernen,StandardOrth,earn,buck1949;med1952,,,
11-780-189-1,midd1317,Middle English,1122,hir-e,StandardOrth,wages,buck1949;med1952,Second term filed under MED wage.,,
11-780-189-3,midd1317,Middle English,1122,wages,StandardOrth,wages,buck1949;med1952,Second term filed under MED wage.,,
11-780-189-5,midd1317,Middle English,1122,pai-e,StandardOrth,wages,buck1949;med1952,Second term filed under MED wage.,,
11-770-189-1,midd1317,Middle English,856,hiren,StandardOrth,hire,buck1949;med1952,,,
11-690-189-1,midd1317,Middle English,873,tax-e,StandardOrth,"tax, tribute",buck1949;med1952,,,
11-660-189-1,midd1317,Middle English,1081,account-e,StandardOrth,"account, reckoning",buck1949;med1952,Second term is MED (1).,,
11-660-189-3,midd1317,Middle English,1081,counte,StandardOrth,"account, reckoning",buck1949;med1952,Second term is MED (1).,,
11-660-189-5,midd1317,Middle English,1081,rekening-e,StandardOrth,"account, reckoning",buck1949;med1952,Second term is MED (1).,,
11-650-189-1,midd1317,Middle English,718,paien,StandardOrth,pay (vb),buck1949;med1952,,,
11-650-189-3,midd1317,Middle English,718,yelden,StandardOrth,pay (vb),buck1949;med1952,,,
11-640-189-1,midd1317,Middle English,1914,dette,StandardOrth,debt,buck1949;med1952,,,
11-630-189-1,midd1317,Middle English,369,ouen,StandardOrth,owe,buck1949;med1952,,,
11-630-189-3,midd1317,Middle English,369,shulen,StandardOrth,owe,buck1949;med1952,,,
11-620-189-1,midd1317,Middle English,1823,borwen,StandardOrth,borrow,buck1949;med1952,,,
11-610-189-1,midd1317,Middle English,582,lenen,StandardOrth,lend,buck1949;med1952,MED (3).,,
11-540-189-1,midd1317,Middle English,1774,averous,StandardOrth,"avaricious, stingy",buck1949;med1952,,,
11-540-189-3,midd1317,Middle English,1774,nigard,StandardOrth,"avaricious, stingy",buck1949;med1952,,,
11-530-189-1,midd1317,Middle English,1934,begger-e,StandardOrth,beggar,buck1949;med1952,,,
11-520-189-1,midd1317,Middle English,1674,povre,StandardOrth,poor,buck1949;med1952,,,
11-520-189-3,midd1317,Middle English,1674,arm,StandardOrth,poor,buck1949;med1952,,,
11-510-189-1,midd1317,Middle English,712,riche,StandardOrth,rich,buck1949;med1952,,,
11-510-189-3,midd1317,Middle English,712,welthi,StandardOrth,rich,buck1949;med1952,,,
11-440-189-1,midd1317,Middle English,1867,mint-e,StandardOrth,coin,buck1949;med1952,"First two forms are MED (3); MED (1), respectively.",,
11-440-189-3,midd1317,Middle English,1867,coin,StandardOrth,coin,buck1949;med1952,"First two forms are MED (3); MED (1), respectively.",,
11-440-189-5,midd1317,Middle English,1867,monei-e,StandardOrth,coin,buck1949;med1952,"First two forms are MED (3); MED (1), respectively.",,
11-430-189-1,midd1317,Middle English,1559,monei-e,StandardOrth,money,buck1949;med1952,"Latter form is MED (2), derived from Anglo-French fee. Cf. 'livestock' 03.150.",,
11-430-189-3,midd1317,Middle English,1559,fe,StandardOrth,money,buck1949;med1952,"Latter form is MED (2), derived from Anglo-French fee. Cf. 'livestock' 03.150.",,
11-340-189-1,midd1317,Middle English,1095,leten gon,StandardOrth,"release, let go",buck1949;med1952,First term filed under MED leten; second term is MED (1).,,
11-340-189-3,midd1317,Middle English,1095,relesen,StandardOrth,"release, let go",buck1949;med1952,First term filed under MED leten; second term is MED (1).,,
11-330-189-1,midd1317,Middle English,1660,lesen,StandardOrth,lose,buck1949;med1952,Both forms are MED (2).,,
11-330-189-3,midd1317,Middle English,1660,losen,StandardOrth,lose,buck1949;med1952,Both forms are MED (2).,,
11-320-189-1,midd1317,Middle English,719,finden,StandardOrth,find,buck1949;med1952,,,
11-310-189-1,midd1317,Middle English,1468,sechen,StandardOrth,"seek, look for",buck1949;med1952,,,
11-280-189-1,midd1317,Middle English,44,harmen,StandardOrth,"harm, injure, damage",buck1949;med1952,,,
11-280-189-3,midd1317,Middle English,44,scathen,StandardOrth,"harm, injure, damage",buck1949;med1952,,,
11-280-189-5,midd1317,Middle English,44,hurten,StandardOrth,"harm, injure, damage",buck1949;med1952,,,
11-270-189-1,midd1317,Middle English,681,spillen,StandardOrth,destroy,buck1949;med1952,,,
11-270-189-3,midd1317,Middle English,681,destroien,StandardOrth,destroy,buck1949;med1952,,,
11-250-189-1,midd1317,Middle English,2008,saven,StandardOrth,"save, rescue",buck1949;med1952,,,
11-250-189-3,midd1317,Middle English,2008,redden,StandardOrth,"save, rescue",buck1949;med1952,,,
11-250-189-5,midd1317,Middle English,2008,rescouen,StandardOrth,"save, rescue",buck1949;med1952,,,
11-240-189-1,midd1317,Middle English,1997,kepen,StandardOrth,"preserve, look after",buck1949;med1952,,,
11-240-189-3,midd1317,Middle English,1997,berwen,StandardOrth,"preserve, look after",buck1949;med1952,,,
11-240-189-5,midd1317,Middle English,1997,saven,StandardOrth,"preserve, look after",buck1949;med1952,,,
11-240-189-7,midd1317,Middle English,1997,preserven,StandardOrth,"preserve, look after",buck1949;med1952,,,
11-220-189-1,midd1317,Middle English,85,yeven ayen,StandardOrth,give back,buck1949;med1952,First term filed under yeven.,,
