ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
15-840-167-1,anci1242,Ancient Greek ,1398,ksē'ros,LatinTrans,dry,buck1949;liddell1996;magnien1985,,,
15-840-167-3,anci1242,Ancient Greek ,1398,'auos,LatinTrans,dry,buck1949;liddell1996;magnien1985,,,
15-850-167-1,anci1242,Ancient Greek ,1286,tʰer'mos,LatinTrans,hot,buck1949;liddell1996;magnien1985,,,
15-851-167-1,anci1242,Ancient Greek ,1232,kʰlia'ros,LatinTrans,warm,buck1949;liddell1996;magnien1985,,,
15-851-167-3,anci1242,Ancient Greek ,1232,hu'potʰermos,LatinTrans,warm,buck1949;liddell1996;magnien1985,,,
15-851-167-5,anci1242,Ancient Greek ,1232,tʰer'mos,LatinTrans,warm,buck1949;liddell1996;magnien1985,,,
15-860-167-1,anci1242,Ancient Greek ,1287,psū'kʰros,LatinTrans,cold,buck1949;liddell1996;magnien1985,,,
15-860-167-3,anci1242,Ancient Greek ,1287,krue'ros,LatinTrans,cold,buck1949;liddell1996;magnien1985,,,
15-860-167-5,anci1242,Ancient Greek ,1287,kru'oeis,LatinTrans,cold,buck1949;liddell1996;magnien1985,,,
15-870-167-1,anci1242,Ancient Greek ,704,katʰa'ros,LatinTrans,clean,buck1949;liddell1996;magnien1985,,,
15-880-167-1,anci1242,Ancient Greek ,1230,hrupa'ros,LatinTrans,"dirty, soiled",buck1949;liddell1996;magnien1985,,,
15-880-167-3,anci1242,Ancient Greek ,1230,a'katʰartos,LatinTrans,"dirty, soiled",buck1949;liddell1996;magnien1985,,,
15-890-167-1,anci1242,Ancient Greek ,380,hrū'sos,LatinTrans,wrinkled,buck1949;liddell1996;magnien1985,,,
15-890-167-3,anci1242,Ancient Greek ,380,hruti'dōdēs,LatinTrans,wrinkled,buck1949;liddell1996;magnien1985,,,
16-110-167-1,anci1242,Ancient Greek ,53,psū'kʰē,LatinTrans,"soul, spirit",buck1949;liddell1996;magnien1985,,,
16-110-167-3,anci1242,Ancient Greek ,53,tʰū'mos,LatinTrans,"soul, spirit",buck1949;liddell1996;magnien1985,,,
16-110-167-5,anci1242,Ancient Greek ,53,'pneuma,LatinTrans,"soul, spirit",buck1949;liddell1996;magnien1985,,,
16-150-167-1,anci1242,Ancient Greek ,1572,tetʰē'pōs,LatinTrans,"surprised, astonished",buck1949;liddell1996;magnien1985,,,
16-150-167-3,anci1242,Ancient Greek ,1572,ekpeplēg'menos,LatinTrans,"surprised, astonished",buck1949;liddell1996;magnien1985,,,
16-180-167-1,anci1242,Ancient Greek ,720,'tukʰē,LatinTrans,"good fortune, luck",buck1949;liddell1996;magnien1985,,,
16-180-167-3,anci1242,Ancient Greek ,720,eutu'kʰiā,LatinTrans,"good fortune, luck",buck1949;liddell1996;magnien1985,,,
16-190-167-1,anci1242,Ancient Greek ,56,sumpʰo'rā,LatinTrans,"misfortune, bad luck",buck1949;liddell1996;magnien1985,,,
16-190-167-3,anci1242,Ancient Greek ,56,du'stukʰēma,LatinTrans,"misfortune, bad luck",buck1949;liddell1996;magnien1985,,,
16-190-167-5,anci1242,Ancient Greek ,56,a'tukʰēma,LatinTrans,"misfortune, bad luck",buck1949;liddell1996;magnien1985,,,
16-190-167-7,anci1242,Ancient Greek ,56,'patʰos,LatinTrans,"misfortune, bad luck",buck1949;liddell1996;magnien1985,,,
16-190-167-9,anci1242,Ancient Greek ,56,'patʰēma,LatinTrans,"misfortune, bad luck",buck1949;liddell1996;magnien1985,,,
16-230-167-1,anci1242,Ancient Greek ,1495,hila'ros,LatinTrans,"joyful, glad, happy",buck1949;liddell1996;magnien1985,,,
16-230-167-3,anci1242,Ancient Greek ,1495,'eutʰumos,LatinTrans,"joyful, glad, happy",buck1949;liddell1996;magnien1985,,,
16-230-167-5,anci1242,Ancient Greek ,1495,pʰai'dros,LatinTrans,"joyful, glad, happy",buck1949;liddell1996;magnien1985,,,
16-250-167-1,anci1242,Ancient Greek ,1355,ge'laō,LatinTrans,laugh,buck1949;liddell1996;magnien1985,,,
16-251-167-1,anci1242,Ancient Greek ,1451,meidi'aō,LatinTrans,smile,buck1949;liddell1996;magnien1985,,,
16-260-167-1,anci1242,Ancient Greek ,1413,'paizō,LatinTrans,play,buck1949;liddell1996;magnien1985,,,
16-260-167-3,anci1242,Ancient Greek ,1413,a'tʰūrō,LatinTrans,play,buck1949;liddell1996;magnien1985,,,
16-270-167-1,anci1242,Ancient Greek ,923,'erōs,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-3,anci1242,Ancient Greek ,923,pʰi'liā,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-5,anci1242,Ancient Greek ,923,stor'gē,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-7,anci1242,Ancient Greek ,923,e'raō,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-9,anci1242,Ancient Greek ,923,aga'paō,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-11,anci1242,Ancient Greek ,923,pʰi'leō,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-270-167-13,anci1242,Ancient Greek ,923,'stergō,LatinTrans,love,buck1949;liddell1996;magnien1985,,,
16-290-167-1,anci1242,Ancient Greek ,578,pʰi'leō,LatinTrans,kiss,buck1949;liddell1996;magnien1985,,,
16-290-167-3,anci1242,Ancient Greek ,578,ku'neō,LatinTrans,kiss,buck1949;liddell1996;magnien1985,,,
16-300-167-1,anci1242,Ancient Greek ,928,peri'ptussō,LatinTrans,embrace,buck1949;liddell1996;magnien1985,,,
16-300-167-3,anci1242,Ancient Greek ,928,peri'plekomai,LatinTrans,embrace,buck1949;liddell1996;magnien1985,,,
16-310-167-1,anci1242,Ancient Greek ,1783,'algos,LatinTrans,pain,buck1949;liddell1996;magnien1985,,,
16-310-167-3,anci1242,Ancient Greek ,1783,o'dunē,LatinTrans,pain,buck1949;liddell1996;magnien1985,,,
16-310-167-5,anci1242,Ancient Greek ,1783,'patʰos,LatinTrans,pain,buck1949;liddell1996;magnien1985,,,
16-310-167-7,anci1242,Ancient Greek ,1783,'patʰēma,LatinTrans,pain,buck1949;liddell1996;magnien1985,,,
16-320-167-1,anci1242,Ancient Greek ,1668,'lūpē,LatinTrans,"grief, sorrow, sadness",buck1949;liddell1996;magnien1985,,,
16-320-167-3,anci1242,Ancient Greek ,1668,'algos,LatinTrans,"grief, sorrow, sadness",buck1949;liddell1996;magnien1985,,,
16-320-167-5,anci1242,Ancient Greek ,1668,o'dunē,LatinTrans,"grief, sorrow, sadness",buck1949;liddell1996;magnien1985,,,
16-330-167-1,anci1242,Ancient Greek ,1000,apo'riā,LatinTrans,"anxiety, worry",buck1949;liddell1996;magnien1985,,,
16-330-167-3,anci1242,Ancient Greek ,1000,'merimna,LatinTrans,"anxiety, worry",buck1949;liddell1996;magnien1985,,,
16-330-167-5,anci1242,Ancient Greek ,1000,adēmo'niā,LatinTrans,"anxiety, worry",buck1949;liddell1996;magnien1985,,,
16-340-167-1,anci1242,Ancient Greek ,1875,meta'melei,LatinTrans,"regret, be sorry",buck1949;liddell1996;magnien1985,,,
16-340-167-3,anci1242,Ancient Greek ,1875,metano'eō,LatinTrans,"regret, be sorry",buck1949;liddell1996;magnien1985,,,
16-350-167-1,anci1242,Ancient Greek ,1141,'eleos,LatinTrans,pity,buck1949;liddell1996;magnien1985,,,
16-350-167-3,anci1242,Ancient Greek ,1141,'oiktos,LatinTrans,pity,buck1949;liddell1996;magnien1985,,,
16-370-167-1,anci1242,Ancient Greek ,1839,'klaiō,LatinTrans,"cry, weep",buck1949;liddell1996;magnien1985,,,
16-380-167-1,anci1242,Ancient Greek ,1651,'dakru,LatinTrans,tear (noun),buck1949;liddell1996;magnien1985,,,
16-390-167-1,anci1242,Ancient Greek ,716,'stenō,LatinTrans,groan,buck1949;liddell1996;magnien1985,,,
16-390-167-3,anci1242,Ancient Greek ,716,ste'nazō,LatinTrans,groan,buck1949;liddell1996;magnien1985,,,
16-410-167-1,anci1242,Ancient Greek ,1607,'mīsos,LatinTrans,hate,buck1949;liddell1996;magnien1985,,,
16-410-167-3,anci1242,Ancient Greek ,1607,'ekʰtʰrā,LatinTrans,hate,buck1949;liddell1996;magnien1985,,,
16-420-167-1,anci1242,Ancient Greek ,82,or'gē,LatinTrans,anger,buck1949;liddell1996;magnien1985,,,
16-420-167-3,anci1242,Ancient Greek ,82,'kʰolos,LatinTrans,anger,buck1949;liddell1996;magnien1985,,,
16-420-167-5,anci1242,Ancient Greek ,82,kʰo'lē,LatinTrans,anger,buck1949;liddell1996;magnien1985,,,
16-420-167-7,anci1242,Ancient Greek ,82,'mēnis,LatinTrans,anger,buck1949;liddell1996;magnien1985,,,
16-420-167-9,anci1242,Ancient Greek ,82,tʰū'mos,LatinTrans,anger,buck1949;liddell1996;magnien1985,,,
16-440-167-1,anci1242,Ancient Greek ,40,'pʰtʰonos,LatinTrans,"envy, jealousy",buck1949;liddell1996;magnien1985,,,
16-440-167-3,anci1242,Ancient Greek ,40,zēlotu'piā,LatinTrans,"envy, jealousy",buck1949;liddell1996;magnien1985,,,
16-440-167-5,anci1242,Ancient Greek ,40,'zēlos,LatinTrans,"envy, jealousy",buck1949;liddell1996;magnien1985,,,
16-450-167-1,anci1242,Ancient Greek ,1776,ai'dōs,LatinTrans,shame (noun),buck1949;liddell1996;magnien1985,,,
16-450-167-3,anci1242,Ancient Greek ,1776,ai'skʰūnē,LatinTrans,shame (noun),buck1949;liddell1996;magnien1985,,,
16-480-167-1,anci1242,Ancient Greek ,174,hupe'rēpʰanos,LatinTrans,proud,buck1949;liddell1996;magnien1985,,,
16-510-167-1,anci1242,Ancient Greek ,1779,tol'maō,LatinTrans,dare,buck1949;liddell1996;magnien1985,,,
16-510-167-3,anci1242,Ancient Greek ,1779,tʰar'reō,LatinTrans,dare,buck1949;liddell1996;magnien1985,,,
16-510-167-5,anci1242,Ancient Greek ,1779,tʰar'seō,LatinTrans,dare,buck1949;liddell1996;magnien1985,,,
16-520-167-1,anci1242,Ancient Greek ,3,tʰra'sus,LatinTrans,brave,buck1949;liddell1996;magnien1985,,,
16-520-167-3,anci1242,Ancient Greek ,3,tolmē'ros,LatinTrans,brave,buck1949;liddell1996;magnien1985,,,
16-520-167-5,anci1242,Ancient Greek ,3,aga'tʰos,LatinTrans,brave,buck1949;liddell1996;magnien1985,,,
16-530-167-1,anci1242,Ancient Greek ,781,'deos,LatinTrans,"fear, fright",buck1949;liddell1996;magnien1985,,,
16-530-167-3,anci1242,Ancient Greek ,781,'pʰobos,LatinTrans,"fear, fright",buck1949;liddell1996;magnien1985,,,
16-540-167-1,anci1242,Ancient Greek ,1810,'kindūnos,LatinTrans,danger,buck1949;liddell1996;magnien1985,,,
16-620-167-1,anci1242,Ancient Greek ,1784,epitʰū'meō,LatinTrans,"desire, want",buck1949;liddell1996;magnien1985,,,
16-620-167-3,anci1242,Ancient Greek ,1784,po'tʰeō,LatinTrans,"desire, want",buck1949;liddell1996;magnien1985,,,
16-622-167-1,anci1242,Ancient Greek ,1750,hai'reomai,LatinTrans,choose,buck1949;liddell1996;magnien1985,,,
16-622-167-3,anci1242,Ancient Greek ,1750,e'klegō,LatinTrans,choose,buck1949;liddell1996;magnien1985,,,
16-630-167-1,anci1242,Ancient Greek ,1092,el'pis,LatinTrans,hope,buck1949;liddell1996;magnien1985,,,
16-650-167-1,anci1242,Ancient Greek ,100,pi'stos,LatinTrans,faithful,buck1949;liddell1996;magnien1985,,,
16-660-167-1,anci1242,Ancient Greek ,1657,alē'tʰēs,LatinTrans,true,buck1949;liddell1996;magnien1985,,,
16-670-167-1,anci1242,Ancient Greek ,601,'pseudomai,LatinTrans,"lie, tell lies",buck1949;liddell1996;magnien1985,,,
16-680-167-1,anci1242,Ancient Greek ,13,a'patē,LatinTrans,deceit,buck1949;liddell1996;magnien1985,,,
16-680-167-3,anci1242,Ancient Greek ,13,'dolos,LatinTrans,deceit,buck1949;liddell1996;magnien1985,,,
16-690-167-1,anci1242,Ancient Greek ,1528,suŋgi'gnōskō,LatinTrans,forgive,buck1949;liddell1996;magnien1985,,,
16-710-167-1,anci1242,Ancient Greek ,1035,aga'tʰos,LatinTrans,good,buck1949;liddell1996;magnien1985,,,
16-710-167-3,anci1242,Ancient Greek ,1035,ka'los,LatinTrans,good,buck1949;liddell1996;magnien1985,,,
16-720-167-1,anci1242,Ancient Greek ,1292,ka'kos,LatinTrans,bad,buck1949;liddell1996;magnien1985,,,
16-730-167-1,anci1242,Ancient Greek ,1725,'dikaios,LatinTrans,"right, correct",buck1949;liddell1996;magnien1985,,,
16-730-167-3,anci1242,Ancient Greek ,1725,akri'bēs,LatinTrans,"right, correct",buck1949;liddell1996;magnien1985,,,
16-730-167-5,anci1242,Ancient Greek ,1725,or'tʰos,LatinTrans,"right, correct",buck1949;liddell1996;magnien1985,,,
16-740-167-1,anci1242,Ancient Greek ,1390,plēmme'lēs,LatinTrans,wrong,buck1949;liddell1996;magnien1985,,,
16-740-167-3,anci1242,Ancient Greek ,1390,hamarta'nomenos,LatinTrans,wrong,buck1949;liddell1996;magnien1985,,,
16-740-167-5,anci1242,Ancient Greek ,1390,hēmartē'menos,LatinTrans,wrong,buck1949;liddell1996;magnien1985,,,
16-760-167-1,anci1242,Ancient Greek ,134,'spʰalma,LatinTrans,fault,buck1949;liddell1996;magnien1985,,,
16-760-167-3,anci1242,Ancient Greek ,134,ai'tiā,LatinTrans,fault,buck1949;liddell1996;magnien1985,,,
16-770-167-1,anci1242,Ancient Greek ,1293,hamar'tiā,LatinTrans,"mistake, error",buck1949;liddell1996;magnien1985,,,
16-770-167-3,anci1242,Ancient Greek ,1293,'spʰalma,LatinTrans,"mistake, error",buck1949;liddell1996;magnien1985,,,
16-780-167-1,anci1242,Ancient Greek ,381,mom'pʰē,LatinTrans,blame,buck1949;liddell1996;magnien1985,,,
16-780-167-3,anci1242,Ancient Greek ,381,'oneidos,LatinTrans,blame,buck1949;liddell1996;magnien1985,,,
16-780-167-5,anci1242,Ancient Greek ,381,'psogos,LatinTrans,blame,buck1949;liddell1996;magnien1985,,,
16-780-167-7,anci1242,Ancient Greek ,381,'mōmos,LatinTrans,blame,buck1949;liddell1996;magnien1985,,,
16-790-167-1,anci1242,Ancient Greek ,1687,'epainos,LatinTrans,praise,buck1949;liddell1996;magnien1985,,,
16-790-167-3,anci1242,Ancient Greek ,1687,'ainos,LatinTrans,praise,buck1949;liddell1996;magnien1985,,,
16-810-167-1,anci1242,Ancient Greek ,1427,ka'los,LatinTrans,beautiful,buck1949;liddell1996;magnien1985,,,
16-810-167-3,anci1242,Ancient Greek ,1427,euei'dēs,LatinTrans,beautiful,buck1949;liddell1996;magnien1985,,,
16-810-167-5,anci1242,Ancient Greek ,1427,'eumorpʰos,LatinTrans,beautiful,buck1949;liddell1996;magnien1985,,,
16-810-167-7,anci1242,Ancient Greek ,1427,ō'raios,LatinTrans,beautiful,buck1949;liddell1996;magnien1985,,,
16-820-167-1,anci1242,Ancient Greek ,1548,dusei'dēs,LatinTrans,ugly,buck1949;liddell1996;magnien1985,,,
16-820-167-3,anci1242,Ancient Greek ,1548,'dusmorpʰos,LatinTrans,ugly,buck1949;liddell1996;magnien1985,,,
16-820-167-5,anci1242,Ancient Greek ,1548,ais'kʰros,LatinTrans,ugly,buck1949;liddell1996;magnien1985,,,
16-830-167-1,anci1242,Ancient Greek ,2018,a'korestos,LatinTrans,greedy,buck1949;liddell1996;magnien1985,,,
16-830-167-3,anci1242,Ancient Greek ,2018,'aplēstos,LatinTrans,greedy,buck1949;liddell1996;magnien1985,,,
16-830-167-5,anci1242,Ancient Greek ,2018,'likʰnos,LatinTrans,greedy,buck1949;liddell1996;magnien1985,,,
16-830-167-7,anci1242,Ancient Greek ,2018,'laimargos,LatinTrans,greedy,buck1949;liddell1996;magnien1985,,,
16-840-167-1,anci1242,Ancient Greek ,1310,so'pʰos,LatinTrans,clever,buck1949;liddell1996;magnien1985,,,
16-840-167-3,anci1242,Ancient Greek ,1310,sune'tos,LatinTrans,clever,buck1949;liddell1996;magnien1985,,,
16-840-167-5,anci1242,Ancient Greek ,1310,dei'nos,LatinTrans,clever,buck1949;liddell1996;magnien1985,,,
16-840-167-7,anci1242,Ancient Greek ,1310,'empeiros,LatinTrans,clever,buck1949;liddell1996;magnien1985,,,
17-110-167-1,anci1242,Ancient Greek ,1562,nūs,LatinTrans,mind,buck1949;liddell1996;magnien1985,,,
17-130-167-1,anci1242,Ancient Greek ,1415,enno'eō,LatinTrans,think (= reflect),buck1949;liddell1996;magnien1985,,,
17-130-167-3,anci1242,Ancient Greek ,1415,pʰro'neō,LatinTrans,think (= reflect),buck1949;liddell1996;magnien1985,,,
17-140-167-1,anci1242,Ancient Greek ,1513,no'mizō,LatinTrans,think (= be of the opinion),buck1949;liddell1996;magnien1985,,,
17-140-167-3,anci1242,Ancient Greek ,1513,hē'geomai,LatinTrans,think (= be of the opinion),buck1949;liddell1996;magnien1985,,,
17-150-167-1,anci1242,Ancient Greek ,1890,'peitʰomai,LatinTrans,believe,buck1949;liddell1996;magnien1985,,,
17-150-167-3,anci1242,Ancient Greek ,1890,pi'steuō,LatinTrans,believe,buck1949;liddell1996;magnien1985,,,
17-160-167-1,anci1242,Ancient Greek ,1536,su'niēmi,LatinTrans,understand,buck1949;liddell1996;magnien1985,,,
17-160-167-3,anci1242,Ancient Greek ,1536,sunno'eō,LatinTrans,understand,buck1949;liddell1996;magnien1985,,,
17-160-167-5,anci1242,Ancient Greek ,1536,enno'eō,LatinTrans,understand,buck1949;liddell1996;magnien1985,,,
17-160-167-7,anci1242,Ancient Greek ,1536,katalam'banō,LatinTrans,understand,buck1949;liddell1996;magnien1985,,,
17-170-167-1,anci1242,Ancient Greek ,1410,'oida,LatinTrans,know,buck1949;liddell1996;magnien1985,,,
17-170-167-3,anci1242,Ancient Greek ,1410,e'pistamai,LatinTrans,know,buck1949;liddell1996;magnien1985,,,
17-170-167-5,anci1242,Ancient Greek ,1410,gi'gnōskō,LatinTrans,know,buck1949;liddell1996;magnien1985,,,
17-171-167-1,anci1242,Ancient Greek ,1932,ei'kazō,LatinTrans,guess,buck1949;liddell1996;magnien1985,,,
17-171-167-3,anci1242,Ancient Greek ,1932,tek'mairomai,LatinTrans,guess,buck1949;liddell1996;magnien1985,,,
17-171-167-5,anci1242,Ancient Greek ,1932,man'teuomai,LatinTrans,guess,buck1949;liddell1996;magnien1985,,,
17-172-167-1,anci1242,Ancient Greek ,117,mī'meomai,LatinTrans,imitate,buck1949;liddell1996;magnien1985,,,
17-180-167-1,anci1242,Ancient Greek ,1521,'pʰainomai,LatinTrans,seem,buck1949;liddell1996;magnien1985,,,
17-180-167-3,anci1242,Ancient Greek ,1521,do'keō,LatinTrans,seem,buck1949;liddell1996;magnien1985,,,
17-190-167-1,anci1242,Ancient Greek ,1609,'ennoia,LatinTrans,"idea, notion",buck1949;liddell1996;magnien1985,,,
17-190-167-3,anci1242,Ancient Greek ,1609,i'deā,LatinTrans,"idea, notion",buck1949;liddell1996;magnien1985,,,
17-210-167-1,anci1242,Ancient Greek ,698,so'pʰos,LatinTrans,wise,buck1949;liddell1996;magnien1985,,,
17-210-167-3,anci1242,Ancient Greek ,698,'pʰronimos,LatinTrans,wise,buck1949;liddell1996;magnien1985,,,
17-210-167-5,anci1242,Ancient Greek ,698,'sōpʰrōn,LatinTrans,wise,buck1949;liddell1996;magnien1985,,,
17-220-167-1,anci1242,Ancient Greek ,1518,'apʰrōn,LatinTrans,"foolish, stupid",buck1949;liddell1996;magnien1985,,,
17-220-167-3,anci1242,Ancient Greek ,1518,mō'ros,LatinTrans,"foolish, stupid",buck1949;liddell1996;magnien1985,,,
17-220-167-5,anci1242,Ancient Greek ,1518,blaks,LatinTrans,"foolish, stupid",buck1949;liddell1996;magnien1985,,,
17-220-167-7,anci1242,Ancient Greek ,1518,a'noētos,LatinTrans,"foolish, stupid",buck1949;liddell1996;magnien1985,,,
17-220-167-9,anci1242,Ancient Greek ,1518,ē'litʰios,LatinTrans,"foolish, stupid",buck1949;liddell1996;magnien1985,,,
17-230-167-1,anci1242,Ancient Greek ,1899,mani'kos,LatinTrans,"insane, crazy",buck1949;liddell1996;magnien1985,,,
17-230-167-3,anci1242,Ancient Greek ,1899,mai'nomenos,LatinTrans,"insane, crazy",buck1949;liddell1996;magnien1985,,,
17-230-167-5,anci1242,Ancient Greek ,1899,lus'sōdēs,LatinTrans,"insane, crazy",buck1949;liddell1996;magnien1985,,,
17-230-167-7,anci1242,Ancient Greek ,1899,lussoma'nēs,LatinTrans,"insane, crazy",buck1949;liddell1996;magnien1985,,,
17-240-167-1,anci1242,Ancient Greek ,504,man'tʰanō,LatinTrans,learn,buck1949;liddell1996;magnien1985,,,
17-242-167-1,anci1242,Ancient Greek ,1929,mele'taō,LatinTrans,study,buck1949;liddell1996;magnien1985,,,
17-250-167-1,anci1242,Ancient Greek ,709,di'daskō,LatinTrans,teach,buck1949;liddell1996;magnien1985,,,
17-260-167-1,anci1242,Ancient Greek ,753,matʰē'tēs,LatinTrans,pupil,buck1949;liddell1996;magnien1985,,,
17-260-167-3,anci1242,Ancient Greek ,753,pʰoitē'tēs,LatinTrans,pupil,buck1949;liddell1996;magnien1985,,,
17-270-167-1,anci1242,Ancient Greek ,1038,di'daskalos,LatinTrans,teacher,buck1949;liddell1996;magnien1985,,,
17-280-167-1,anci1242,Ancient Greek ,673,didaska'leion,LatinTrans,school,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
17-280-167-3,anci1242,Ancient Greek ,673,skʰo'leion,LatinTrans,school,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
17-310-167-1,anci1242,Ancient Greek ,707,'memnēmai,LatinTrans,remember,buck1949;liddell1996;magnien1985,,,
17-310-167-3,anci1242,Ancient Greek ,707,mi'mnēskomai,LatinTrans,remember,buck1949;liddell1996;magnien1985,,,
17-320-167-1,anci1242,Ancient Greek ,1523,epilan'tʰanomai,LatinTrans,forget,buck1949;liddell1996;magnien1985,,,
17-320-167-3,anci1242,Ancient Greek ,1523,lan'tʰanomai,LatinTrans,forget,buck1949;liddell1996;magnien1985,,,
17-340-167-1,anci1242,Ancient Greek ,989,'dēlos,LatinTrans,"clear, plain",buck1949;liddell1996;magnien1985,,,
17-340-167-3,anci1242,Ancient Greek ,989,sa'pʰēs,LatinTrans,"clear, plain",buck1949;liddell1996;magnien1985,,,
17-340-167-5,anci1242,Ancient Greek ,989,enar'gēs,LatinTrans,"clear, plain",buck1949;liddell1996;magnien1985,,,
17-350-167-1,anci1242,Ancient Greek ,1764,asa'pʰēs,LatinTrans,obscure,buck1949;liddell1996;magnien1985,,,
17-350-167-3,anci1242,Ancient Greek ,1764,'adēlos,LatinTrans,obscure,buck1949;liddell1996;magnien1985,,,
17-350-167-5,anci1242,Ancient Greek ,1764,skotei'nos,LatinTrans,obscure,buck1949;liddell1996;magnien1985,,,
17-360-167-1,anci1242,Ancient Greek ,1121,kru'ptos,LatinTrans,secret,buck1949;liddell1996;magnien1985,,,
17-360-167-3,anci1242,Ancient Greek ,1121,la'tʰraios,LatinTrans,secret,buck1949;liddell1996;magnien1985,,,
17-370-167-1,anci1242,Ancient Greek ,509,'bebaios,LatinTrans,"sure, certain",buck1949;liddell1996;magnien1985,,,
17-370-167-3,anci1242,Ancient Greek ,509,aspʰa'lēs,LatinTrans,"sure, certain",buck1949;liddell1996;magnien1985,,,
17-380-167-1,anci1242,Ancient Greek ,1626,eksē'geomai,LatinTrans,explain,buck1949;liddell1996;magnien1985,,,
17-380-167-3,anci1242,Ancient Greek ,1626,sapʰē'nizō,LatinTrans,explain,buck1949;liddell1996;magnien1985,,,
17-410-167-1,anci1242,Ancient Greek ,1162,'pronoia,LatinTrans,"intention, purpose",buck1949;liddell1996;magnien1985,Also 'ennoia; e'pinoia; 'bouleuma.,,
17-410-167-3,anci1242,Ancient Greek ,1162,'gnōmē,LatinTrans,"intention, purpose",buck1949;liddell1996;magnien1985,Also 'ennoia; e'pinoia; 'bouleuma.,,
17-410-167-5,anci1242,Ancient Greek ,1162,'protʰesis,LatinTrans,"intention, purpose",buck1949;liddell1996;magnien1985,Also 'ennoia; e'pinoia; 'bouleuma.,,
17-410-167-7,anci1242,Ancient Greek ,1162,di'anoia,LatinTrans,"intention, purpose",buck1949;liddell1996;magnien1985,Also 'ennoia; e'pinoia; 'bouleuma.,,
17-420-167-1,anci1242,Ancient Greek ,860,ekka'leō,LatinTrans,cause,buck1949;liddell1996;magnien1985,,,
17-420-167-3,anci1242,Ancient Greek ,860,proka'leomai,LatinTrans,cause,buck1949;liddell1996;magnien1985,,,
17-430-167-1,anci1242,Ancient Greek ,1308,api'stiā,LatinTrans,doubt,buck1949;liddell1996;magnien1985,,,
17-430-167-3,anci1242,Ancient Greek ,1308,distag'mos,LatinTrans,doubt,buck1949;liddell1996;magnien1985,,,
17-440-167-1,anci1242,Ancient Greek ,1841,hupo'psiā,LatinTrans,suspect,buck1949;liddell1996;magnien1985,,,
17-440-167-3,anci1242,Ancient Greek ,1841,hu'ponoia,LatinTrans,suspect,buck1949;liddell1996;magnien1985,,,
17-441-167-1,anci1242,Ancient Greek ,1902,pro'didōmi,LatinTrans,betray,buck1949;liddell1996;magnien1985,,,
17-450-167-1,anci1242,Ancient Greek ,643,'kʰreiā,LatinTrans,"need, necessity",buck1949;liddell1996;magnien1985,,,
17-450-167-3,anci1242,Ancient Greek ,643,a'naŋkē,LatinTrans,"need, necessity",buck1949;liddell1996;magnien1985,,,
17-460-167-1,anci1242,Ancient Greek ,686,'hrāidios,LatinTrans,easy,buck1949;liddell1996;magnien1985,,,
17-460-167-3,anci1242,Ancient Greek ,686,'eukolos,LatinTrans,easy,buck1949;liddell1996;magnien1985,,,
17-470-167-1,anci1242,Ancient Greek ,584,kʰale'pos,LatinTrans,difficult,buck1949;liddell1996;magnien1985,,,
17-470-167-3,anci1242,Ancient Greek ,584,'duskolos,LatinTrans,difficult,buck1949;liddell1996;magnien1985,,,
17-480-167-1,anci1242,Ancient Greek ,1812,pei'raomai,LatinTrans,"try, attempt",buck1949;liddell1996;magnien1985,,,
17-480-167-3,anci1242,Ancient Greek ,1812,apopei'raomai,LatinTrans,"try, attempt",buck1949;liddell1996;magnien1985,,,
17-480-167-5,anci1242,Ancient Greek ,1812,epikʰei'reō,LatinTrans,"try, attempt",buck1949;liddell1996;magnien1985,,,
17-490-167-1,anci1242,Ancient Greek ,488,'tropos,LatinTrans,"way, manner",buck1949;liddell1996;magnien1985,,,
17-510-167-1,anci1242,Ancient Greek ,1577,kai,LatinTrans,and,buck1949;liddell1996;magnien1985,,,
17-510-167-3,anci1242,Ancient Greek ,1577,te,LatinTrans,and,buck1949;liddell1996;magnien1985,,,
17-520-167-1,anci1242,Ancient Greek ,1157,e'pei,LatinTrans,because,buck1949;liddell1996;magnien1985,,,
17-520-167-3,anci1242,Ancient Greek ,1157,epei'dē,LatinTrans,because,buck1949;liddell1996;magnien1985,,,
17-520-167-5,anci1242,Ancient Greek ,1157,di'oti,LatinTrans,because,buck1949;liddell1996;magnien1985,,,
17-530-167-1,anci1242,Ancient Greek ,1459,ei,LatinTrans,if,buck1949;liddell1996;magnien1985,,,
17-530-167-3,anci1242,Ancient Greek ,1459,e'an,LatinTrans,if,buck1949;liddell1996;magnien1985,,,
17-530-167-5,anci1242,Ancient Greek ,1459,an,LatinTrans,if,buck1949;liddell1996;magnien1985,,,
17-530-167-7,anci1242,Ancient Greek ,1459,ēn,LatinTrans,if,buck1949;liddell1996;magnien1985,,,
