ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
8-840-237-5,sout2866,Marquesan,868,e meika,Phonemic,banana tree,dordillon1932;dordillon1931,,,
8-820-237-1,sout2866,Marquesan,970,áma,Phonemic,coconut,dordillon1932;dordillon1931,,,
8-810-237-1,sout2866,Marquesan,1181,vahake,Phonemic,palm tree,dordillon1932;dordillon1931,,,
8-810-237-3,sout2866,Marquesan,1181,vahane,Phonemic,palm tree,dordillon1932;dordillon1931,,,
8-760-237-1,sout2866,Marquesan,345,epau,Phonemic,sap,dordillon1932;dordillon1931,,,
8-760-237-3,sout2866,Marquesan,345,vai,Phonemic,sap,dordillon1932;dordillon1931,,,
8-750-237-1,sout2866,Marquesan,1204,kií,Phonemic,bark,dordillon1932;dordillon1931,,,
8-730-237-1,sout2866,Marquesan,344,tumu,Phonemic,tree trunk,dordillon1932;dordillon1931,,,
8-730-237-3,sout2866,Marquesan,344,koói,Phonemic,tree trunk,dordillon1932;dordillon1931,,,
8-720-237-1,sout2866,Marquesan,241,tumu,Phonemic,tree stump,dordillon1932;dordillon1931,,,
8-600-237-1,sout2866,Marquesan,906,tumu ákau,Phonemic,tree,dordillon1932;dordillon1931,,,
8-600-237-3,sout2866,Marquesan,906,e tumu kaáu,Phonemic,tree,dordillon1932;dordillon1931,,,
8-600-237-5,sout2866,Marquesan,906,e tumu,Phonemic,tree,dordillon1932;dordillon1931,,,
8-570-237-1,sout2866,Marquesan,239,tiaé,Phonemic,flower,dordillon1932;dordillon1931,,,
8-560-237-1,sout2866,Marquesan,628,áu,Phonemic,leaf,dordillon1932;dordillon1931,,,
8-560-237-3,sout2866,Marquesan,628,óu,Phonemic,leaf,dordillon1932;dordillon1931,,,
8-550-237-1,sout2866,Marquesan,1531,e mana,Phonemic,branch,dordillon1932;dordillon1931,,,
8-550-237-3,sout2866,Marquesan,1531,e manamana,Phonemic,branch,dordillon1932;dordillon1931,,,
8-540-237-1,sout2866,Marquesan,670,áka,Phonemic,root,dordillon1932;dordillon1931,,,
8-531-237-1,sout2866,Marquesan,1486,nanu (tanu),Phonemic,plant (vb),dordillon1932;dordillon1931,,,
8-510-237-1,sout2866,Marquesan,606,mutie (punie,Phonemic,grass,dordillon1932;dordillon1931,,,
8-510-237-3,sout2866,Marquesan,606,teita,Phonemic,grass,dordillon1932;dordillon1931,,,
8-510-237-5,sout2866,Marquesan,606,éita),Phonemic,grass,dordillon1932;dordillon1931,,,
8-311-237-1,sout2866,Marquesan,714,kakano,Phonemic,seed,dordillon1932;dordillon1931,,,
8-310-237-1,sout2866,Marquesan,748,úú,Phonemic,sow,dordillon1932;dordillon1931,,,
8-310-237-3,sout2866,Marquesan,748,tutu,Phonemic,sow,dordillon1932;dordillon1931,,,
8-240-237-1,sout2866,Marquesan,1901,miti épo,Phonemic,shovel,dordillon1932;dordillon1931,,,
8-240-237-3,sout2866,Marquesan,1901,kapu épo,Phonemic,shovel,dordillon1932;dordillon1931,,,
8-240-237-5,sout2866,Marquesan,1901,mea kapu í te épo,Phonemic,shovel,dordillon1932;dordillon1931,,,
8-240-237-7,sout2866,Marquesan,1901,tohi épo,Phonemic,shovel,dordillon1932;dordillon1931,,,
8-230-237-1,sout2866,Marquesan,1176,e kei épo,Phonemic,spade,dordillon1932;dordillon1931,,,
8-230-237-3,sout2866,Marquesan,1176,e ko,Phonemic,spade,dordillon1932;dordillon1931,,,
8-212-237-1,sout2866,Marquesan,1794,ava,Phonemic,furrow,dordillon1932;dordillon1931,,,
8-212-237-3,sout2866,Marquesan,1794,koava,Phonemic,furrow,dordillon1932;dordillon1931,,,
8-220-237-1,sout2866,Marquesan,1418,kei í te épo,Phonemic,dig,dordillon1932;dordillon1931,,,
8-210-237-1,sout2866,Marquesan,1921,patiti kei épo,Phonemic,plow,dordillon1932;dordillon1931,,,
8-170-237-1,sout2866,Marquesan,2002,úa,Phonemic,ditch,dordillon1932;dordillon1931,,,
8-160-237-1,sout2866,Marquesan,1690,pa,Phonemic,fence,dordillon1932;dordillon1931,,,
8-130-237-1,sout2866,Marquesan,586,papua,Phonemic,garden,dordillon1932;dordillon1931,,,
8-120-237-1,sout2866,Marquesan,212,keke fenua,Phonemic,field (for cultivation),dordillon1932;dordillon1931,,,
8-120-237-3,sout2866,Marquesan,212,e piáo fenuacga,Phonemic,field (for cultivation),dordillon1932;dordillon1931,,,
7-630-237-1,sout2866,Marquesan,224,paémo,Phonemic,mortar,dordillon1932;dordillon1931,,,
7-630-237-3,sout2866,Marquesan,224,taémo,Phonemic,mortar,dordillon1932;dordillon1931,,,
7-620-237-1,sout2866,Marquesan,1006,tohiana épo tao,Phonemic,brick,dordillon1932;dordillon1931,,,
7-580-237-1,sout2866,Marquesan,876,e araka,Phonemic,arch,dordillon1932;dordillon1931,,,
7-610-237-1,sout2866,Marquesan,877,tuhuka haé upe,Phonemic,mason,dordillon1932;dordillon1931,,,
7-570-237-1,sout2866,Marquesan,1227,papapoho (e papaóa),Phonemic,board,dordillon1932;dordillon1931,,,
7-560-237-1,sout2866,Marquesan,281,pou,Phonemic,"post, pole",dordillon1932;dordillon1931,,,
7-550-237-1,sout2866,Marquesan,1132,pou,Phonemic,beam,dordillon1932;dordillon1931,,,
7-540-237-1,sout2866,Marquesan,829,oka,Phonemic,rafter,dordillon1932;dordillon1931,,,
7-540-237-3,sout2866,Marquesan,829,e oka titatita,Phonemic,rafter,dordillon1932;dordillon1931,,,
7-530-237-1,sout2866,Marquesan,280,pou,Phonemic,ridgepole,dordillon1932;dordillon1931,,,
7-520-237-1,sout2866,Marquesan,279,tumu faraoa,Phonemic,thatch,dordillon1932;dordillon1931,,,
7-510-237-1,sout2866,Marquesan,769,úka o te haé (úna o te faé),Phonemic,roof,dordillon1932;dordillon1931,,,
7-480-237-1,sout2866,Marquesan,205,úa vai,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-3,sout2866,Marquesan,205,hoana,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-5,sout2866,Marquesan,205,papa,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-7,sout2866,Marquesan,205,koóka,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-9,sout2866,Marquesan,205,umete,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-11,sout2866,Marquesan,205,toto,Phonemic,trough,dordillon1932;dordillon1931,,,
7-480-237-13,sout2866,Marquesan,205,tahake,Phonemic,trough,dordillon1932;dordillon1931,,,
7-470-237-1,sout2866,Marquesan,745,fataá (hataá) (hateka),Phonemic,shelf,dordillon1932;dordillon1931,,,
7-460-237-1,sout2866,Marquesan,1273,e ama,Phonemic,candle,dordillon1932;dordillon1931,,,
7-460-237-3,sout2866,Marquesan,1273,e áma,Phonemic,candle,dordillon1932;dordillon1931,,,
7-460-237-5,sout2866,Marquesan,1273,áma óópaáva,Phonemic,candle,dordillon1932;dordillon1931,,,
7-460-237-7,sout2866,Marquesan,1273,áma tikaué,Phonemic,candle,dordillon1932;dordillon1931,,,
7-450-237-1,sout2866,Marquesan,2131,hue áma,Phonemic,"lamp, torch",dordillon1932;dordillon1931,,,
7-450-237-3,sout2866,Marquesan,2131,áma,Phonemic,"lamp, torch",dordillon1932;dordillon1931,,,
7-450-237-5,sout2866,Marquesan,2131,hue kao áma,Phonemic,"lamp, torch",dordillon1932;dordillon1931,,,
7-440-237-1,sout2866,Marquesan,1775,kaiia kai,Phonemic,table,dordillon1932;dordillon1931,,,
7-440-237-3,sout2866,Marquesan,1775,tapu kaikai,Phonemic,table,dordillon1932;dordillon1931,,,
7-430-237-1,sout2866,Marquesan,1476,nohona,Phonemic,chair,dordillon1932;dordillon1931,,,
7-422-237-1,sout2866,Marquesan,806,kahu uhi pu,Phonemic,blanket,dordillon1932;dordillon1931,,,
7-422-237-3,sout2866,Marquesan,806,kahu pu,Phonemic,blanket,dordillon1932;dordillon1931,,,
7-421-237-1,sout2866,Marquesan,1044,patiétié,Phonemic,pillow,dordillon1932;dordillon1931,,,
7-421-237-3,sout2866,Marquesan,1044,paépaé,Phonemic,pillow,dordillon1932;dordillon1931,,,
7-420-237-1,sout2866,Marquesan,1663,peti (e oki),Phonemic,bed,dordillon1932;dordillon1931,,,
7-420-237-3,sout2866,Marquesan,1663,moena,Phonemic,bed,dordillon1932;dordillon1931,,,
7-420-237-5,sout2866,Marquesan,1663,taha,Phonemic,bed,dordillon1932;dordillon1931,,,
7-370-237-1,sout2866,Marquesan,1464,piína (piki ia),Phonemic,ladder,dordillon1932;dordillon1931,,,
7-370-237-3,sout2866,Marquesan,1464,haá tumatuma,Phonemic,ladder,dordillon1932;dordillon1931,,,
7-330-237-1,sout2866,Marquesan,1305,puta auahi,Phonemic,chimney,dordillon1932;dordillon1931,,,
7-330-237-3,sout2866,Marquesan,1305,pukohe auahi,Phonemic,chimney,dordillon1932;dordillon1931,,,
7-320-237-1,sout2866,Marquesan,859,fanaipani,Phonemic,stove,dordillon1932;dordillon1931,,,
7-320-237-3,sout2866,Marquesan,859,nunu fanaipani,Phonemic,stove,dordillon1932;dordillon1931,,,
7-310-237-1,sout2866,Marquesan,185,tahuna ahi (e tahuka ahi),Phonemic,fireplace,dordillon1932;dordillon1931,,,
7-310-237-3,sout2866,Marquesan,185,ahi,Phonemic,fireplace,dordillon1932;dordillon1931,,,
7-270-237-1,sout2866,Marquesan,933,paá,Phonemic,wall,dordillon1932;dordillon1931,,,
7-270-237-3,sout2866,Marquesan,933,pa,Phonemic,wall,dordillon1932;dordillon1931,,,
7-260-237-1,sout2866,Marquesan,1632,papahua,Phonemic,floor,dordillon1932;dordillon1931,,,
7-250-237-1,sout2866,Marquesan,1375,puta haámaáma,Phonemic,window,dordillon1932;dordillon1931,,,
7-240-237-1,sout2866,Marquesan,1472,kiri,Phonemic,key,dordillon1932;dordillon1931,,,
7-230-237-1,sout2866,Marquesan,1596,e kiri,Phonemic,lock (noun),dordillon1932;dordillon1931,,,
7-210-237-1,sout2866,Marquesan,1450,apana,Phonemic,room,dordillon1932;dordillon1931,,,
7-210-237-3,sout2866,Marquesan,1450,apena,Phonemic,room,dordillon1932;dordillon1931,,,
7-210-237-5,sout2866,Marquesan,1450,pahe,Phonemic,room,dordillon1932;dordillon1931,,,
7-220-237-1,sout2866,Marquesan,1567,puta,Phonemic,"door, gate",dordillon1932;dordillon1931,,,
7-220-237-3,sout2866,Marquesan,1567,poho,Phonemic,"door, gate",dordillon1932;dordillon1931,,,
7-220-237-5,sout2866,Marquesan,1567,papapoho,Phonemic,"door, gate",dordillon1932;dordillon1931,,,
7-170-237-1,sout2866,Marquesan,334,faé tumaú (haé komaú),Phonemic,cookhouse,dordillon1932;dordillon1931,,,
7-170-237-3,sout2866,Marquesan,334,faé ahi,Phonemic,cookhouse,dordillon1932;dordillon1931,,,
7-150-237-1,sout2866,Marquesan,736,papua,Phonemic,"yard, court",dordillon1932;dordillon1931,,,
7-131-237-1,sout2866,Marquesan,403,e faé (e haé),Phonemic,garden-house,dordillon1932;dordillon1931,,,
7-130-237-1,sout2866,Marquesan,1678,faé iti,Phonemic,hut,dordillon1932;dordillon1931,,,
7-130-237-3,sout2866,Marquesan,1678,haé nouo,Phonemic,hut,dordillon1932;dordillon1931,,,
7-120-237-1,sout2866,Marquesan,1252,haé (faé),Phonemic,house,dordillon1932;dordillon1931,,,
7-110-237-1,sout2866,Marquesan,363,noho,Phonemic,"dwell, live",dordillon1932;dordillon1931,,,
7-110-237-3,sout2866,Marquesan,363,ihi,Phonemic,"dwell, live",dordillon1932;dordillon1931,,,
7-110-237-5,sout2866,Marquesan,363,taihi,Phonemic,"dwell, live",dordillon1932;dordillon1931,,,
7-110-237-7,sout2866,Marquesan,363,tanoho,Phonemic,"dwell, live",dordillon1932;dordillon1931,,,
6-940-237-1,sout2866,Marquesan,1926,apau kakaá,Phonemic,ointment,dordillon1932;dordillon1931,,,
6-921-237-1,sout2866,Marquesan,333,aáka,Phonemic,braid,dordillon1932;dordillon1931,,,
6-920-237-1,sout2866,Marquesan,1821,e huú puaá ukui kahu,Phonemic,brush,dordillon1932;dordillon1931,,,
6-920-237-3,sout2866,Marquesan,1821,e mea haá menia kahu,Phonemic,brush,dordillon1932;dordillon1931,,,
6-920-237-5,sout2866,Marquesan,1821,e mea ukui kahu,Phonemic,brush,dordillon1932;dordillon1931,,,
6-910-237-1,sout2866,Marquesan,1475,koheú,Phonemic,comb,dordillon1932;dordillon1931,,,
6-910-237-3,sout2866,Marquesan,1475,paheú,Phonemic,comb,dordillon1932;dordillon1931,,,
6-810-237-1,sout2866,Marquesan,332,kahu pepe,Phonemic,"handkerchief, rag",dordillon1932;dordillon1931,,,
6-790-237-1,sout2866,Marquesan,68,tiki,Phonemic,tattoo,dordillon1932;dordillon1931,,,
6-790-237-3,sout2866,Marquesan,68,patu tiki,Phonemic,tattoo,dordillon1932;dordillon1931,,,
6-780-237-1,sout2866,Marquesan,330,paé,Phonemic,"headband, headdress",dordillon1932;dordillon1931,,,
6-780-237-3,sout2866,Marquesan,330,fitií upoó,Phonemic,"headband, headdress",dordillon1932;dordillon1931,,,
6-770-237-1,sout2866,Marquesan,770,e ivi ika,Phonemic,earring,dordillon1932;dordillon1931,,,
6-760-237-1,sout2866,Marquesan,1860,kakano,Phonemic,bead,dordillon1932;dordillon1931,,,
6-750-237-1,sout2866,Marquesan,1961,hei,Phonemic,necklace,dordillon1932;dordillon1931,,,
6-750-237-3,sout2866,Marquesan,1961,e hei pipi,Phonemic,necklace,dordillon1932;dordillon1931,,,
6-740-237-1,sout2866,Marquesan,1754,hakatu ííma,Phonemic,bracelet,dordillon1932;dordillon1931,,,
6-740-237-3,sout2866,Marquesan,1754,e topepu,Phonemic,bracelet,dordillon1932;dordillon1931,,,
6-730-237-1,sout2866,Marquesan,1374,e hakatu ííma,Phonemic,ring (for finger),dordillon1932;dordillon1931,,,
6-730-237-3,sout2866,Marquesan,1374,e oka ííma,Phonemic,ring (for finger),dordillon1932;dordillon1931,,,
6-710-237-1,sout2866,Marquesan,917,tapi,Phonemic,"ornament, adornment",dordillon1932;dordillon1931,,,
6-630-237-1,sout2866,Marquesan,64,pine,Phonemic,pin,dordillon1932;dordillon1931,,,
6-630-237-3,sout2866,Marquesan,64,vihuka,Phonemic,pin,dordillon1932;dordillon1931,,,
6-620-237-1,sout2866,Marquesan,757,e hoé,Phonemic,button,dordillon1932;dordillon1931,,,
6-620-237-3,sout2866,Marquesan,757,e tupu,Phonemic,button,dordillon1932;dordillon1931,,,
6-570-237-1,sout2866,Marquesan,772,takakoói,Phonemic,"belt, girdle",dordillon1932;dordillon1931,,,
6-570-237-3,sout2866,Marquesan,772,e pitií-koói,Phonemic,"belt, girdle",dordillon1932;dordillon1931,,,
6-570-237-5,sout2866,Marquesan,772,e kitií-koói,Phonemic,"belt, girdle",dordillon1932;dordillon1931,,,
6-550-237-1,sout2866,Marquesan,2130,paé keapu,Phonemic,"hat, cap",dordillon1932;dordillon1931,,,
6-550-237-3,sout2866,Marquesan,2130,paé hauáni,Phonemic,"hat, cap",dordillon1932;dordillon1931,,,
6-510-237-1,sout2866,Marquesan,1381,aihu,Phonemic,shoe,dordillon1932;dordillon1931,,,
6-510-237-3,sout2866,Marquesan,1381,fafi vaevae,Phonemic,shoe,dordillon1932;dordillon1931,,,
6-460-237-1,sout2866,Marquesan,1600,kahu úna,Phonemic,skirt,dordillon1932;dordillon1931,,,
6-460-237-3,sout2866,Marquesan,1600,eéuéu,Phonemic,skirt,dordillon1932;dordillon1931,,,
6-460-237-5,sout2866,Marquesan,1600,kaeu,Phonemic,skirt,dordillon1932;dordillon1931,,,
6-440-237-1,sout2866,Marquesan,1622,kahu úna (e kahu úka),Phonemic,shirt,dordillon1932;dordillon1931,,,
6-420-237-1,sout2866,Marquesan,474,ropa,Phonemic,woman's dress,dordillon1932;dordillon1931,,,
6-420-237-3,sout2866,Marquesan,474,kahu ropa,Phonemic,woman's dress,dordillon1932;dordillon1931,,,
6-420-237-5,sout2866,Marquesan,474,kahu tuí,Phonemic,woman's dress,dordillon1932;dordillon1931,,,
6-390-237-1,sout2866,Marquesan,157,tapuí,Phonemic,dye,dordillon1932;dordillon1931,,,
6-390-237-3,sout2866,Marquesan,157,tapau,Phonemic,dye,dordillon1932;dordillon1931,,,
6-410-237-1,sout2866,Marquesan,326,e tu anaé,Phonemic,cloak,dordillon1932;dordillon1931,,,
6-380-237-1,sout2866,Marquesan,1161,aho,Phonemic,thread,dordillon1932;dordillon1931,,,
6-360-237-1,sout2866,Marquesan,1382,nina,Phonemic,needle,dordillon1932;dordillon1931,,,
6-360-237-3,sout2866,Marquesan,1382,e rira,Phonemic,needle,dordillon1932;dordillon1931,,,
6-360-237-5,sout2866,Marquesan,1382,e nina hunahuna,Phonemic,needle,dordillon1932;dordillon1931,,,
6-370-237-1,sout2866,Marquesan,278,e taá,Phonemic,awl,dordillon1932;dordillon1931,,,
6-350-237-1,sout2866,Marquesan,1457,tui,Phonemic,sew,dordillon1932;dordillon1931,,,
6-330-237-1,sout2866,Marquesan,133,aáka,Phonemic,weave,dordillon1932;dordillon1931,,,
6-330-237-3,sout2866,Marquesan,133,e keana (e éana),Phonemic,weave,dordillon1932;dordillon1931,,,
6-320-237-1,sout2866,Marquesan,277,mea kavií aho,Phonemic,spindle,dordillon1932;dordillon1931,,,
6-310-237-1,sout2866,Marquesan,121,fió,Phonemic,spin,dordillon1932;dordillon1931,,,
6-310-237-3,sout2866,Marquesan,121,hió,Phonemic,spin,dordillon1932;dordillon1931,,,
6-290-237-1,sout2866,Marquesan,629,tapií,Phonemic,leather,dordillon1932;dordillon1931,,,
6-280-237-1,sout2866,Marquesan,580,kahu ki puaka,Phonemic,fur,dordillon1932;dordillon1931,,,
6-210-237-1,sout2866,Marquesan,1616,tapa,Phonemic,cloth,dordillon1932;dordillon1931,,,
6-210-237-3,sout2866,Marquesan,1616,kahu,Phonemic,cloth,dordillon1932;dordillon1931,,,
6-120-237-1,sout2866,Marquesan,1895,áhu,Phonemic,"clothing, clothes",dordillon1932;dordillon1931,,,
6-110-237-1,sout2866,Marquesan,158,kahu,Phonemic,put on (clothes),dordillon1932;dordillon1931,,,
5-971-237-1,sout2866,Marquesan,1556,éna mamai,Phonemic,egg yolk,dordillon1932;dordillon1931,,,
5-970-237-1,sout2866,Marquesan,744,mamai,Phonemic,egg,dordillon1932;dordillon1931,,,
5-940-237-1,sout2866,Marquesan,404,pupuhi,Phonemic,fermented drink,dordillon1932;dordillon1931,,,
5-900-237-1,sout2866,Marquesan,731,e fainu (e hainu),Phonemic,"beverage, drink",dordillon1932;dordillon1931,,,
5-900-237-3,sout2866,Marquesan,731,mea inu,Phonemic,"beverage, drink",dordillon1932;dordillon1931,,,
5-860-237-1,sout2866,Marquesan,635,vai-u,Phonemic,milk (noun),dordillon1932;dordillon1931,,,
5-840-237-1,sout2866,Marquesan,942,manini taí a e te tikaué,Phonemic,honey,dordillon1932;dordillon1931,,,
5-810-237-1,sout2866,Marquesan,1274,kanatai,Phonemic,salt,dordillon1932;dordillon1931,,,
5-810-237-3,sout2866,Marquesan,1274,puhinaú,Phonemic,salt,dordillon1932;dordillon1931,,,
5-791-237-1,sout2866,Marquesan,323,kao,Phonemic,"grease, fat",dordillon1932;dordillon1931,,,
5-790-237-1,sout2866,Marquesan,1484,kao,Phonemic,oil,dordillon1932;dordillon1931,,,
5-770-237-1,sout2866,Marquesan,191,áma,Phonemic,nut,dordillon1932;dordillon1931,,,
5-712-237-1,sout2866,Marquesan,1966,e aihu óa,Phonemic,bunch,dordillon1932;dordillon1931,,,
5-712-237-3,sout2866,Marquesan,1966,e pupa mutie,Phonemic,bunch,dordillon1932;dordillon1931,,,
5-712-237-5,sout2866,Marquesan,1966,e pupa teita,Phonemic,bunch,dordillon1932;dordillon1931,,,
5-610-237-1,sout2866,Marquesan,634,kiko,Phonemic,meat,dordillon1932;dordillon1931,,,
5-590-237-1,sout2866,Marquesan,225,momau tuki,Phonemic,pestle,dordillon1932;dordillon1931,,,
5-580-237-1,sout2866,Marquesan,224,paémo,Phonemic,mortar (2),dordillon1932;dordillon1931,,,
5-570-237-1,sout2866,Marquesan,636,mea kavií,Phonemic,mill,dordillon1932;dordillon1931,,,
5-560-237-1,sout2866,Marquesan,1033,tuki,Phonemic,"crush, grind",dordillon1932;dordillon1931,,,
5-560-237-3,sout2866,Marquesan,1033,tukituki,Phonemic,"crush, grind",dordillon1932;dordillon1931,,,
5-560-237-5,sout2866,Marquesan,1033,e haá éhu,Phonemic,"crush, grind",dordillon1932;dordillon1931,,,
5-560-237-7,sout2866,Marquesan,1033,e paópaó,Phonemic,"crush, grind",dordillon1932;dordillon1931,,,
5-560-237-9,sout2866,Marquesan,1033,e haá mama ota,Phonemic,"crush, grind",dordillon1932;dordillon1931,,,
5-530-237-1,sout2866,Marquesan,273,me he popoi,Phonemic,dough,dordillon1932;dordillon1931,,,
5-530-237-3,sout2866,Marquesan,273,me he ma,Phonemic,dough,dordillon1932;dordillon1931,,,
5-490-237-1,sout2866,Marquesan,2017,kavohi,Phonemic,"stir, mix",dordillon1932;dordillon1931,,,
5-490-237-3,sout2866,Marquesan,2017,kavai,Phonemic,"stir, mix",dordillon1932;dordillon1931,,,
5-480-237-1,sout2866,Marquesan,1767,feú,Phonemic,scrape,dordillon1932;dordillon1931,,,
5-470-237-1,sout2866,Marquesan,86,e haá papua,Phonemic,"sieve, strain",dordillon1932;dordillon1931,,,
5-460-237-1,sout2866,Marquesan,275,íhi,Phonemic,peel,dordillon1932;dordillon1931,,,
5-460-237-3,sout2866,Marquesan,275,vaú,Phonemic,peel,dordillon1932;dordillon1931,,,
5-460-237-5,sout2866,Marquesan,275,unu tikaka,Phonemic,peel,dordillon1932;dordillon1931,,,
5-410-237-1,sout2866,Marquesan,1526,kai,Phonemic,meal (a),dordillon1932;dordillon1931,,,
5-410-237-3,sout2866,Marquesan,1526,e kai ia,Phonemic,meal (a),dordillon1932;dordillon1931,,,
5-410-237-5,sout2866,Marquesan,1526,kaikai,Phonemic,meal (a),dordillon1932;dordillon1931,,,
5-391-237-1,sout2866,Marquesan,272,punaku,Phonemic,tongs,dordillon1932;dordillon1931,,,
5-370-237-1,sout2866,Marquesan,1378,miti,Phonemic,spoon,dordillon1932;dordillon1931,,,
5-370-237-3,sout2866,Marquesan,1378,ápu,Phonemic,spoon,dordillon1932;dordillon1931,,,
5-370-237-5,sout2866,Marquesan,1378,kapu,Phonemic,spoon,dordillon1932;dordillon1931,,,
5-350-237-1,sout2866,Marquesan,476,pué,Phonemic,"cup, drinking vessel",dordillon1932;dordillon1931,,,
5-330-237-1,sout2866,Marquesan,1530,e ipu,Phonemic,bowl,dordillon1932;dordillon1931,,,
5-330-237-3,sout2866,Marquesan,1530,e hue,Phonemic,bowl,dordillon1932;dordillon1931,,,
5-320-237-1,sout2866,Marquesan,480,e papa (e tahaha),Phonemic,plate,dordillon1932;dordillon1931,,,
5-310-237-1,sout2866,Marquesan,481,koóka,Phonemic,dish,dordillon1932;dordillon1931,,,
5-310-237-3,sout2866,Marquesan,481,papa,Phonemic,dish,dordillon1932;dordillon1931,,,
5-260-237-1,sout2866,Marquesan,1462,[kaheroli,Phonemic,"pot, cooking vessel",dordillon1932;dordillon1931,,,
5-260-237-3,sout2866,Marquesan,1462,kaheroni],Phonemic,"pot, cooking vessel",dordillon1932;dordillon1931,,,
5-270-237-1,sout2866,Marquesan,854,e hue tunuvai (e hue nunu vai),Phonemic,kettle,dordillon1932;dordillon1931,,,
5-240-237-1,sout2866,Marquesan,183,tunu,Phonemic,bake,dordillon1932;dordillon1931,,,
5-250-237-1,sout2866,Marquesan,1143,umu,Phonemic,oven,dordillon1932;dordillon1931,,,
5-230-237-1,sout2866,Marquesan,2146,tao,Phonemic,"roast, fry",dordillon1932;dordillon1931,,,
5-230-237-3,sout2866,Marquesan,2146,e nunu,Phonemic,"roast, fry",dordillon1932;dordillon1931,,,
5-220-237-1,sout2866,Marquesan,792,pupuhi,Phonemic,boil (vb),dordillon1932;dordillon1931,,,
5-210-237-1,sout2866,Marquesan,1100,nunu,Phonemic,cook,dordillon1932;dordillon1931,,,
5-190-237-1,sout2866,Marquesan,129,haá naénaé (e haá kaekae),Phonemic,choke,dordillon1932;dordillon1931,,,
5-190-237-3,sout2866,Marquesan,129,kukumi,Phonemic,choke,dordillon1932;dordillon1931,,,
5-190-237-5,sout2866,Marquesan,129,úúmi,Phonemic,choke,dordillon1932;dordillon1931,,,
5-181-237-1,sout2866,Marquesan,897,e hoópuú,Phonemic,swallow,dordillon1932;dordillon1931,,,
5-181-237-3,sout2866,Marquesan,897,e mitihuú,Phonemic,swallow,dordillon1932;dordillon1931,,,
5-181-237-5,sout2866,Marquesan,897,e mitipuú,Phonemic,swallow,dordillon1932;dordillon1931,,,
5-181-237-7,sout2866,Marquesan,897,e mitihoó,Phonemic,swallow,dordillon1932;dordillon1931,,,
5-181-237-9,sout2866,Marquesan,897,e hoóniko,Phonemic,swallow,dordillon1932;dordillon1931,,,
5-180-237-1,sout2866,Marquesan,321,tapií me te épau,Phonemic,chew,dordillon1932;dordillon1931,,,
5-150-237-1,sout2866,Marquesan,848,maó í te vai,Phonemic,thirst,dordillon1932;dordillon1931,,,
5-150-237-3,sout2866,Marquesan,848,e mao,Phonemic,thirst,dordillon1932;dordillon1931,,,
5-140-237-1,sout2866,Marquesan,1864,one (e oke),Phonemic,hunger,dordillon1932;dordillon1931,,,
5-130-237-1,sout2866,Marquesan,1401,inu,Phonemic,drink,dordillon1932;dordillon1931,,,
5-125-237-1,sout2866,Marquesan,1728,piáu,Phonemic,rotten,dordillon1932;dordillon1931,,,
5-120-237-1,sout2866,Marquesan,256,oá,Phonemic,food,dordillon1932;dordillon1931,,,
5-120-237-3,sout2866,Marquesan,256,mea e kai,Phonemic,food,dordillon1932;dordillon1931,,,
5-120-237-5,sout2866,Marquesan,256,e kai,Phonemic,food,dordillon1932;dordillon1931,,,
5-110-237-1,sout2866,Marquesan,1336,kai,Phonemic,eat,dordillon1932;dordillon1931,,,
5-110-237-3,sout2866,Marquesan,1336,oá,Phonemic,eat,dordillon1932;dordillon1931,,,
5-110-237-5,sout2866,Marquesan,1336,mea e kai,Phonemic,eat,dordillon1932;dordillon1931,,,
4-990-237-1,sout2866,Marquesan,590,áí,Phonemic,"naked, bare",dordillon1932;dordillon1931,,,
4-990-237-3,sout2866,Marquesan,590,aámakaka,Phonemic,"naked, bare",dordillon1932;dordillon1931,,,
4-970-237-1,sout2866,Marquesan,1653,matapo,Phonemic,blind,dordillon1932;dordillon1931,,,
4-980-237-1,sout2866,Marquesan,1463,koeá,Phonemic,intoxicated,dordillon1932;dordillon1931,,,
4-980-237-3,sout2866,Marquesan,1463,kona,Phonemic,intoxicated,dordillon1932;dordillon1931,,,
4-960-237-1,sout2866,Marquesan,1666,moha,Phonemic,mute,dordillon1932;dordillon1931,,,
4-950-237-1,sout2866,Marquesan,996,putuí,Phonemic,deaf,dordillon1932;dordillon1931,,,
4-950-237-3,sout2866,Marquesan,996,puaika pivo,Phonemic,deaf,dordillon1932;dordillon1931,,,
4-930-237-1,sout2866,Marquesan,1125,ohopekia,Phonemic,bald,dordillon1932;dordillon1931,,,
4-930-237-3,sout2866,Marquesan,1125,ohopitaka,Phonemic,bald,dordillon1932;dordillon1931,,,
4-940-237-1,sout2866,Marquesan,320,vae koki,Phonemic,lame,dordillon1932;dordillon1931,,,
4-940-237-3,sout2866,Marquesan,320,tipikoki,Phonemic,lame,dordillon1932;dordillon1931,,,
4-940-237-5,sout2866,Marquesan,320,timoe,Phonemic,lame,dordillon1932;dordillon1931,,,
