entry_id	trans_english	Persian_Phonemic
12.11	place	ǰɑ
12.12	put	gozɑštæn/ gozɑr-
12.13	sit	nešæstæn/ nešin
12.14	lie down	dærɑz-kæšidæn; xɑbidæn
12.15	stand	istɑdæn; xɑstæn/ xiz-
12.16	remain, stay	mɑndæn
12.17	remains, left overs	bɑz-mɑnde; [bɑqiye]
12.21	collect, gather	čidænčin-; [ǰæmʔ]-kærdæn
12.212	pick up	bær dɑštæn
12.213	pile up	
12.22	join, unite	peyvæstæn/ peyvænd-
12.23	separate	ǰodɑ-kærdæn
12.232	divide	
12.24	open	bɑz-kærdæn
12.25	shut, close	bæstæn/ bænd-
12.26	cover	pušidæn
12.27	hide, conceal	penhɑn-kærdæn
12.31	high	bolænd
12.32	low	pæst
12.33	top	sær
12.34	bottom	tæh; pɑʔin
12.35	end	pɑyɑn
12.352	pointed	nuk; sær
12.353	edge	læbe; kenɑr
12.36	side	[tæræf]; kenɑr
12.37	middle, center	[væsæt]; miyɑn
12.41	right (side)	rɑst
12.42	left (side)	čæp
12.43	near (adv)	næzdik
12.44	far (adv)	dur
12.45	east	[mæšreq]; xɑvær
12.46	west	[mæqreb]; bɑxtær
12.47	north	[šomɑl] ~ šæmɑl
12.48	south	[ǰonub]
12.53	grow	rostæn/ ru-
12.54	measure	mizɑn-; ændɑze-gereftæn
12.541	span, fathom	
12.55	large, big	bozorg
12.56	small, little	xord; [kučik]
12.57	long	derɑz ~ dærɑz
12.58	tall	bolænd(qædd)
12.59	short	kutɑh(qædd)
12.61	wide, broad	pæhn
12.62	narrow	tæng; bɑrik
12.63	thick (in dimension)	koloft; dorošt
12.65	thin (in dimension)	lɑqer
12.67	deep	žærf
12.68	shallow	
12.71	flat	hæmvɑr
12.73	straight	rɑst
12.74	crooked	kæǰ
12.75	hook	qollɑb
12.76	corner	guše
12.77	cross	[sælib]
12.78	square	čæhɑr-guše
12.81	round	gerd
12.82	circle	[dɑyere]
12.83	sphere, ball	gærdun
12.84	line	[xætt]
12.85	hole	surɑx
12.92	like, similar	mɑnænd; [mesl]
12.93	change	degɑrgun-/ [ævæz]-kærdæn
13.0	zero, nothing	[sefr]; hič
13.1	one	yæk ~ yek
13.2	two	do
13.3	three	se
13.4	four	čæhɑr
13.5	five	pænǰ
13.6	six	šeš ~ šiš
13.7	seven	hæft
13.8	eight	hæšt
13.9	nine	noh
13.10	ten	dæh
13.101	eleven	yɑzdæh
13.102	twelve	dævɑzdæh
13.103	fifteen	pɑnzdæh
13.104	twenty	bist
13.105	hundred	sæd
13.106	thousand	hezɑr
13.107	count	šomordæn/ šomɑr-; [hesɑb]-kærdæn
13.14	every, all	hær; hæme
13.15	much, many	[ziyɑd]; besyɑr
13.16	more	biš; bištær
13.17	little (quantity), few	ændæk; kæm
13.18	enough	bæs
13.181	some	čænd; čændin
13.19	multitude, crowd	[ǰæmʔiyæt]
13.21	full	por
13.22	empty	[xɑli]
13.23	part, piece	tekke; [qetʔe]; pɑrče
13.24	half	[nesf]; nim
13.33	alone, only	tænhɑ; tæk
13.34	first	[ævvæl]; næxost
13.35	last	[ɑxær]
13.36	second	dovom ~ duyom
13.37	pair	ǰoft
13.38	two times	do-[dæfʔe/ -mærtæbe]
13.42	third	sevvom
13.44	three times	se-dæfʔe/ -mærtæbe
14.11	time	væqt]; zæmɑn
14.12	age	[senn]
14.13	new	[ǰædid]; now; tɑze
14.14	young	ǰævɑn
14.15	old	pir
14.16	early	zud
14.17	late	dir
14.18	now	[hɑlɑ]; æknun; konun
14.19	immediately	[fowræn]; dar-raw
14.21	swift, fast, quick	zud; [særiʔ]; tond
14.22	slow	[yævɑš ~ yɑvɑš]; ɑheste
14.23	hasten, hurry	[æǰæle]-kærdæn; šetɑbidæn
14.24	retard, delay	[tæʔxir]; šetɑb
14.25	begin, beginning	ɑqɑz; [šoru]-kærdæn
14.252	last, endure	[dævɑm]-kærdæn
14.26	end (temporal)	pɑyɑn
14.27	finish	[tæmɑm]-kærdæn; be-pɑyɑn resɑndæn
14.28	cease, stop	
14.29	ready	[hɑzer]; ɑmɑde; [tæyyar]
14.31	always	hæmiše
14.32	often	bɑrhɑ
14.33	sometimes	gɑhi
14.331	soon	be-zudi
14.332	long-time (for a)	der-bɑz
14.34	never	hičvæqt; hærgez
14.35	again	dobɑre
14.41	day	ruz
14.42	night	šæb
14.43	dawn	[toluʔ]
14.44	morning	[sobh]
14.45	noon, midday	[zohr]
14.451	afternoon	[æsr]
14.46	evening	šæb; šɑm
14.47	today	emruz
14.48	tomorrow	færdɑ; pægɑh
14.481	day-after-tomorrow	pæsfærdɑ
14.49	yesterday	diruz
14.491	day-before-yesterday	pæriruz
14.51	hour	[sɑʔæt]
14.53	clock, timepiece	[sɑʔæt]
14.61	week	hæfte
14.62	Sunday	yek-šæmbe
14.63	Monday	do-šæmbe
14.64	Tuesday	se-šæmbe
14.65	Wednesday	čæhɑr-šæmbe
14.66	Thursday	pænǰ-šæmbe
14.67	Friday	[ǰomʔe]; ɑdine
14.68	Saturday	šæmbe
14.71	month	mɑh
14.73	year	sɑl
14.74	winter	zemestɑn
14.75	spring	bæhɑr
14.76	summer	tɑbestɑn
14.77	autumn	pɑʔiz
14.78	season	[fæsl]
15.21	smell (vb intrans)	bu-dɑdæn
15.212	sniff	
15.22	smell (vb trans)	bu-kærdæn
15.25	fragrant, good smelling	xoš-bu
15.26	stinking, bad smelling	bæd-bu; gænde
15.31	taste	čæšidæn
15.35	sweet	širin
15.36	salty	šur
15.37	bitter	tælx
15.38	acid, sour	torš
15.39	brackish	šur
15.41	hear	šenidæn/ šenæv-
15.42	listen	guš-dɑdæn/-kærdæn
15.44	sound, noise	[sædɑ]; bɑng
15.45	loud	bolænd
15.46	quiet, silence	[xælvæt]
15.51	see	didæn/ bin-
15.52	look, look at	negɑh-kærdæn
15.55	show	nešɑn-dɑdæn
15.56	shine	dæræxšidæn
15.57	bright	rowšæn
15.61	color	ræng
15.62	light (in color)	rowšæn
15.63	dark (in color)	tɑrik
15.64	white	sæfid ~ sefid
15.65	black	siyɑh
15.66	red	sorx; qermez
15.67	blue	ɑbi
15.68	green	sæbz
15.69	yellow	zærd
15.71	touch	dæst-kærdæn
15.712	pinch	
15.72	feel	[hess]-kærdæn
15.74	hard	seft
15.75	soft	nærm
15.76	rough	dorošt
15.77	smooth	hæmvɑr
15.78	sharp	tiz
15.79	blunt, dull	kond
15.81	heavy	sængin
15.82	light (in weight)	sæbok
15.83	wet, damp	tær
15.84	dry	xošk
15.85	hot	dɑq
15.851	warm	gærm
15.86	cold	særd
15.87	clean	pɑk; [tæmiz]
15.88	dirty, soiled	[kæsif]
15.89	wrinkled	
16.11	soul, spirit	[ruh]; [næfs]; ǰɑn
16.15	surprised, astonished	[tæʔæǰǰob]; xire
16.18	good fortune, luck	nikbæxti
16.19	misfortune, bad luck	bædbæxti
16.23	joyful, glad, happy	šɑdmɑn
16.25	laugh	xændidæn;
16.251	smile	[tæbæssom]-kærdæn
16.26	play	bɑzi-kærdæn
16.27	love	[ešq]; dust-dɑštæn
16.29	kiss	busidæn
16.3	embrace	ɑquš; dær-ɑquš-gereftæn
16.31	pain	dærd
16.32	grief, sorrow, sadness	qæm; ænduh
16.33	anxiety, worry	negærani
16.34	regret, be sorry	ænduh; [tæʔæssof]-xordæn; pæšimɑn-šodæn
16.35	pity	[ræhm]
16.37	cry, weep	gerye-kærdæn
16.38	tear (noun)	æšk
16.39	groan	nɑle-kærdæn
16.41	hate	[tænæffor]
16.42	anger	[xæšm]
16.44	envy, jealousy	[hæsæd]
16.45	shame (noun)	šærm
16.48	proud	[mæqrur]
16.51	dare	[ǰorʔæt]-dɑštæn
16.52	brave	dælir
16.53	fear, fright	tærs; bim
16.54	danger	[xætær]
16.62	desire, want	xɑstæn; ɑrzu dɑštæn
16.622	choose	gozidæn/ gozin-
16.63	hope	omid
16.65	faithful	[væfɑdɑr]
16.66	true	rɑst; [hæqiqi]
16.67	lie, tell lies	doruq (-goftæn)
16.68	deceit	[tæqællob]; færib
16.69	forgive	bæxšidæn
16.71	good	xub
16.72	bad	bæd
16.73	right, correct	dorost
16.74	wrong	nɑ-dorost; [qælæt]
16.76	fault	[eyb]; [tæqsir]
16.77	mistake, error	[eštebɑh]
16.78	blame	[mælɑmæt]
16.79	praise	[mædh]
16.81	beautiful	qæšæng; zibɑ
16.82	ugly	zešt
16.83	greedy	por-xur
16.84	clever	zeræng; ziræk
17.11	mind	[æql]
17.13	think (= reflect)	segɑlidæn
17.14	think (= be of the opinion)	ændišidæn; pendɑštæn
17.15	believe	bɑvær-kærdæn
17.16	understand	[fæhmidæn]
17.17	know	dɑnestæn
17.171	guess	[hæds]-zædæn
17.172	imitate	ædɑ-kærdæn
17.18	seem	mɑnestæn; næmudæn/ næma-
17.19	idea, notion	[xiɑl]; [fekr]
17.21	wise	xerædmænd
17.22	foolish, stupid	[æhmæq]
17.23	insane, crazy	[mæǰnun]; divɑne
17.24	learn	yɑd-gereftæn
17.242	study	[tæhsil]-kærdæn
17.25	teach	yɑd-dɑdæn
17.26	pupil	dɑneš-amuz
17.27	teacher	[moʔællem]; ostɑd
17.28	school	[mædræse]
17.31	remember	yɑd-dɑštæn
17.32	forget	færamuš-kærdæn
17.34	clear, plain	[vɑzeh]
17.35	obscure	tɑr
17.36	secret	[mæxfi]; [serri]; penhɑn
17.37	sure, certain	[yæqin]; [mosællæm]
17.38	explain	[bæyɑn]-kærdæn
17.41	intention, purpose	[mæqsud]
17.42	cause	[sæbæb]; [ellæt]
17.43	doubt	[šobhe]; [šækk]
17.44	suspect	[sue-zænn] dɑštæn
17.441	betray	[xiyɑnæt]-kærdæn
17.45	need, necessity	[lozum]; [hɑǰæt]; niyɑz; niyɑzmændi
17.46	easy	ɑsɑn
17.47	difficult	sæxt; [moškel]
17.48	try, attempt	ɑzmudæn
17.49	way, manner	[towr]; [tærz]
17.51	and	væ; -o
17.52	because	æz-inke; be[ʔellæt]ike
17.53	if	ægær
17.54	or	yɑ; væyɑ
17.55	yes, affirmative	bɑle; ɑre; hæ
17.56	no, negative	næ; næ[xeyr]; nē
17.61	how?	če[towr]? če[ǰur]?
17.62	how many?	čænd-tɑ?
17.63	how much?	čænd? čeqædr?
17.64	what?	če? či?
17.65	when?	key? če[væqt]?
17.66	where?	koǰɑ?
17.67	which?	kodɑm? kædɑm
17.68	who?	ki? če kæsi?
17.69	why?	čerɑ? bærɑye-či?
18.11	voice	ɑvɑz; [sædɑ]
18.12	sing	ɑvɑz-xɑndæn
18.13	shout, cry out	færyɑd-kæšidæn/ -zædæn
18.15	whisper	[næǰvɑ]-kærdæn
18.16	mumble	qor-qor-kærdæn; šer-šer-kærdæn
18.17	whistle	sut-zædæn
18.18	shriek, screech	ǰiq-zædæn; færyɑd kæšidæn
18.19	howl	
18.21	speak, talk	[hærf]-zædæn
18.211	stutter, stammer	loknæt(-dɑštæn)
18.22	say	goftæn
18.221	tell story	qesse-goftæn
18.222	speech (make a)	soxænrɑni-dadæn
18.23	silent (be)	xɑmuš; [sɑket]
18.24	language	zæbɑn
18.26	word	[kæleme]; læfz; vɑže
18.28	name	nɑm; [esm]
18.31	ask (question, inquire)	soʔɑl-kærdæn; porsidæn
18.32	answer	[ǰævɑb]-dɑdæn; pɑsox-dɑdæn
18.33	admit, confess	[eʔterɑf]-kærdæn
18.34	deny	[enkɑr]-kærdæn
18.35	ask, request	dærxɑst-kærdæn
18.36	promise	[qowl]-dɑdæn; [væʔde]-dɑdæn
18.37	refuse	[rædd]-kærdæn
18.38	forbid	[mænʔ]-kærdæn
18.39	rebuke, scold	særzæneš-kærdæn
18.41	call (=summon)	[sædɑ]-kærdæn; xɑndæn
18.42	call (=name)	nɑmidæn; xɑndæn
18.43	announce	[eʔlɑm]-kærdæn
18.44	threaten	[tæhdid]-kærdæn
18.45	boast	lɑf-zædæn
18.51	write	neveštæn/ nevis-
18.52	read	xɑndæn
18.56	paper	[kɑqæz]
18.57	pen	[qælæm]
18.61	book	[ketɑb]
18.67	poet	[šɑʔer]; soxænvær
18.71	flute	nɑy ~ næy
18.72	drum	tombæk; dohol
18.73	horn, trumpet	sur
18.74	rattle	
19.11	country	kešvær
19.12	one's native country	[vætæn]; mihæn
19.15	city, town	šæhr
19.16	village	deh; dehkæde
19.17	boundary	mærz
19.21	people (populace)	mærdom
19.23	tribe, clan	il; [tɑʔefe]; [qæbile]
19.24	chief, chieftain	[xɑn]; riš-sefid; særdɑr
19.25	staff, walking stick	
19.31	rule, govern	[hokumæt]-kærdæn
19.32	king, ruler	šɑh; [mælek]; pɑdšɑh
19.33	queen	[mɑleke]; šɑhbɑnu
19.36	noble, nobleman	[šærif]
19.37	citizen, subject	[ræʔiyæt]
19.41	master	[ɑqɑ]; [sɑheb]; [ærbɑb]
19.42	slave	bænde; bærde
19.43	servant	[nowkær]; kæniz, kænizæk
19.44	freeman	ɑzɑd
19.45	command, order	[hokm]; færmɑn
19.46	obey	færmɑn-bærdɑri-kærdæn
19.47	let, permit	[eǰɑze]-dɑdæn
19.51	friend, companion	dust; [ræfiq]
19.52	enemy	došmæn
19.54	neighbor	hæmsɑye
19.55	stranger	[qærib]; bigɑne
19.56	guest	mehmɑn
19.57	host	mizbɑn
19.58	help, aid	[komæk]-kærdæn; yɑri dɑdæn
19.59	hinder, prevent	[mænʔ]-kærdæn; ǰelowgiri-kærdæn
19.61	custom	[ræsm]; [ɑdæt]; ɑʔin
19.62	strife, quarrel	[dæʔvɑ]
19.63	conspiracy, plot	[towteʔe]
19.65	meet	[molɑqɑt]-kærdæn; bær-xordæn
19.72	prostitute	[fɑheše]; ǰende
20.11	fight (vb)	ǰæng-kærdæn
20.13	war, battle	ǰæng
20.14	peace	[solh]; ɑšti
20.15	army	sepɑh; ærteš
20.17	soldier	særbɑz
20.21	weapons, arms	[æslehe]; [yærɑq]
20.22	club	čomɑq
20.222	battle-ax	tæbærzin
20.23	sling	fælɑxæn
20.24	bow	kæmɑn
20.25	arrow	tir
20.26	spear	neyze
20.27	sword	šæmšir
20.28	gun, cannon	[tup]; [tofæng]
20.31	armor (defensive)	zere
20.33	helmet	xud
20.34	shield	sepær
20.35	fortress	[qælʔe]; dež; ærg
20.36	tower	
20.41	victory	[fæth]; piruzi
20.42	defeat	šekæst; [hæzimæt]
20.43	attack	[hæmle]; tɑxt(-o tɑz) kærdæn
20.44	defend	[defɑ]-kærdæn
20.45	retreat	[æqæb]nešini
20.46	surrender	[tæslim](-dɑdæn)
20.47	captive, prisoner	gereftɑr; [æsir]
20.471	guard, sentinel	[kešik]; negæhbɑn
20.48	booty, spoils	[qɑræt]; [qænimæt]
20.49	ambush	kæmin(gɑh)
20.51	fisherman	mɑhigir; [sæyyɑd]
20.52	fishhook	šæst
20.53	fishing line	
20.54	fishnet	dɑm
20.55	fish trap	
20.56	bait	[tæʔme]
20.61	hunt	šekɑr(-kærdæn)
20.62	shoot	tir-zædæn
20.63	miss (target)	
20.64	trap (noun)	dɑm
20.65	trap (vb)	be-dɑm gereftæn
21.11	law	[qɑnun]
21.15	court	dɑdgɑh
21.16	judge (vb)	dɑværi-kærdæn
21.17	judgment	dɑd
21.18	judge (noun)	[qɑzi]; dɑdgær; dɑvær
21.21	plaintiff	[moddæʔi]; dɑdxɑh
21.22	defendant	[moddæʔɑ-æleyh]
21.23	witness	[šɑhed]; gævɑh
21.24	swear	sowgænd-xordæn
21.25	oath	sowgænd
21.31	accuse	[mottæhæm]-kærdæn
21.32	condemn	[mæhkum]-kærdæn
21.33	convict (vb)	
21.34	acquit	[tæbreʔe]-kærdæn
21.35	guilty	[moqæsser]; sæzɑvɑr
21.36	innocent	bigonɑh
21.37	penalty, punishment	[tæmbih]; sæzɑ
21.38	fine	[ǰærime]
21.39	prison, jail	zendɑn
21.42	murder	[qætl]
21.43	adultery	[zenɑ]
21.44	rape	[hætke-nɑmus]
21.46	arson	
21.47	perjury	peymɑn-šekæni; gævɑhiye-doruqi
21.51	steal	dozdidæn
21.52	thief	dozd
22.11	religion	din; [mæzhæb]; kiš
22.12	God	xodɑ; yæzdɑn; izæd
22.13	temple, church	[mæʔbæd]
22.14	altar	qorbɑn-gɑh
22.15	sacrifice, offering	qorbɑn
22.16	worship	pæræstidæn; pæræsteš
22.17	pray	næmɑz-xɑndæn
22.18	priest	kešiš
22.19	holy, sacred	[moqæddæs]; pɑk
22.22	preach	[væʔz]-kærdæn
22.23	bless	[bærækæt]-dɑdæn
22.24	curse	[læʔnæt]-kærdæn
22.26	fast (vb)	ruze-gereftæn
22.31	heaven	behešt
22.32	hell	duzæx; [ǰæhænnæm]
22.35	demon (evil spirit)	div; [ǰenni]
22.37	idol	bot
22.42	magic, witchcraft, sorcery	ǰɑdu
22.43	sorcerer, witch	ǰɑdugær
22.44	fairy, elf	pæri
22.45	ghost, phantom	[ruh]; [šæbæh]
22.47	omen, portent	fɑl
