entry_id	trans_english	Nung-Lazhai_Phonemic
8.941	sugar cane	ŋa.5 fai.4; ŋi.5 fai.4
8.96	fish poison (root)	bə.1
8.97	nettle	wan.1
8.98	mushroom	wa.1
9.11	do, make	fai.4
9.12	work	fai.4 pe:k.7
9.14	bend	fai.4 pə.6 wa.6
9.15	fold	fai.4 coŋ.1 pe:k.7
9.16	tie, bind	toŋ.3 fai.4 sai.5
9.161	untie	kau.1
9.18	chain	ńi:n.1; ńi:n.1 se:ŋ.1
9.19	rope, cord	kɨn.1; cuk.7; ńi:n.1
9.192	knot (noun)	toŋ.2 ńi:n.1
9.21	strike (hit, beat)	piŋ.1 la:ŋ.2
9.211	pound with fist	kok.7 fai.4
9.22	cut	da:ŋ.1 fai.4
9.221	cut down	ŋi.5 fai.4
9.222	chop, hew	naŋ.1 fai.4
9.223	stab	lɨ:ŋ.1 fai.4; jɨ:ŋ.1 fai.4
9.23	knife	fai.4 kjwa:ŋ.1
9.24	scissors, shears	fai.4 lɨk.8 kjun.1; lɨk.8 kjun.1
9.25	ax	ma:ŋ.5 ko.3
9.251	adze	ko.1 ja:ŋ.5 cja:u.5
9.26	break	ja:ŋ.5 cja:u.5
9.261	broken	fai.4 zuŋ.2
9.27	split	mu.6 kwa.5
9.28	tear	fa:n.1 sik.8 liu.2
9.29	flay, skin	fai.4 mi:n.2
9.31	rub, wipe	man.2; lɨk.8 man.2
9.32	stretch	pi:k.7; lɨk.8 pi:k.7
9.33	pull	man.2 mi:n.2; man.2 fai.4
9.34	spread out	hu.2 lu.2
9.341	hang up	lɨk.8 fa:n.2
9.342	press	kau.1 ha:u.1
9.343	squeeze, wring	za:ŋ.2
9.35	pour	fai.4 cuk.7
9.36	wash	o:i.3
9.37	sweep	bɨ.1
9.38	broom	zot.7 to:k.7
9.422	tool	ku.4
9.43	carpenter	ku.1 ho:ŋ.1
9.44	build	kuŋ.4; kau.2
9.46	bore	tap.8; cip.7
9.461	hollow out	ta:u.2; pat.8
9.48	saw	kje.3
9.49	hammer	li:n.6 ti:u.2
9.5	nail	ca:k.8
9.56	glue	hot.7
9.6	smith, blacksmith	zo.5; no:ŋ.5
9.61	forge	swa:u.6; pa:u.6; am.1; tup.8
9.62	anvil	zo:n.5; he.6; kat.7
9.63	cast (metals)	zam.1 la:m.4
9.64	gold	zam.1 kon.5
9.65	silver	bo:ŋ.̄; čäŋ.5; kja:m.4
9.66	copper, bronze	kja.4
9.67	iron	kje:u.2
9.68	lead (noun)	hu.3
9.69	tin, tinplate	e:n.3
9.71	potter	wa:i.6
9.72	mold (clay etc)	pa:k.8; lu:i.6
9.73	clay	sik.7
9.74	glass	po:k.7 naŋ.1; pu:ŋ.3 naŋ.1
9.75	weave, plait	hu.1
9.76	basket	ca:t.8; ma:t.8
9.77	mat	ji:t.7 zai.2
9.771	rug	pe:ŋ.5; za:k.8
9.78	netbag	jut.7; pe:ŋ.5 o:k.7
9.79	fan (noun)	a.3
9.791	fan (vb)	we:n.1
9.81	carve	tim.2; a:n.5; nan.4
9.82	sculptor	tiŋ.1; bit.7; niu.3; diu.3
9.83	statue	ta:u.3
9.84	chisel	sɨ:i.5; sak.8
9.88	paint (noun)	pat.7
9.89	paint (vb)	ńi:ŋ.1 pat.7; ji:ŋ.1 pat.7
10.11	move	ho:ŋ.1 tɨ.2
10.12	turn over	ca:ŋ.6 fai.4
10.13	turn around	ku.4
10.14	wind, wrap	bo:ŋ.5; caŋ.5
10.15	roll	wa:t.7
10.16	drop (vb)	kɨ.5
10.17	twist	cwi.2
10.21	rise	tiŋ.1
10.22	raise, lift	kja:u.5 swai.3
10.23	fall	ca:ŋ.6 ti:t.7
10.24	drip	li:n.6 ti:t.7
10.25	throw	tu:n.6
10.252	catch (ball)	kjim.1
10.26	shake	ŋan.2
10.32	flow	toŋ.2
10.33	sink	ti:t.7
10.34	float	jwe:n.6
10.35	swim	sik.7
10.351	dive	ca:ŋ.6
10.352	splash	ku.4 wun.5
10.36	sail (vb)	nwai.2; na:m.6
10.37	fly (vb)	kjiŋ.5
10.38	blow	sa:n.1
10.41	creep, crawl	sɨ.4
10.412	kneel	doŋ.3
10.413	crouch	cik.8
10.42	slide, slip	tai.6 mu:ŋ.4
10.43	jump, leap	pi.2
10.431	kick	pi.2
10.44	dance	kak.7
10.45	walk	ca:ŋ.6 tiu.1 kak.7
10.451	limp	si:ŋ.5 tiu.1
10.46	run	siu.5
10.47	go	cat.7
10.471	go up	zoŋ.2; ju.2
10.472	climb	niŋ.1
10.473	go down	fa:n.1 cu:n.5
10.474	go out	ca:n.5 ta:u.5
10.48	come	su:k.7
10.481	come back	kjun.3
10.49	go away, depart	cu:n.5; kau.2; kji.2 kau.2
10.491	disappear	hɨn.5
10.51	flee	jaŋ.4
10.52	follow	tok.7
10.53	pursue	tok.7
10.55	reach, arrive	wiŋ.6; de:k.7; wit.7; cwa:i.6
10.56	approach	wit.7; diu.5; pau.6; cwa:i.6
10.57	enter	tɨ.2 dai.3; lwa.4; ta:i.4; ci:t.7
10.61	carry (bear)	ŋa:u.2
10.612	carry-in-hand	liu.1
10.613	carry-on-shoulder	cam.1
10.614	carry-on-head	fa:t.7 zam.4 zo:ŋ.2
10.615	carry-underarm	piu.1
10.62	bring	wi:u.2 zam.4; ju.2 zam.4
10.63	send	dam.1 zam.4
10.64	lead (vb)	fu:t.8 zam.4
10.65	drive	bin.1
10.66	ride	po.5; cwi.1
10.67	push, shove	pin.1; zu:n.1
10.71	road	kwi.6
10.72	path	juŋ.1; naŋ.6 juŋ.1
10.74	bridge	kjo:t.8; kjwa:t.8
10.75	carriage, wagon, cart	ti:u.5
10.76	wheel	te:k.7
10.77	axle	tja:u.4 wu.3
10.78	yoke	pja:i.3 lo.6
10.81	ship	pja:i.3 ne:u.3
10.83	boat	pu:t.7; pɨ:t.7
10.831	canoe	pai.1
10.832	outrigger	pja:i.3 to.6 hɨn.3
10.84	raft	pin.1 to.6 hɨn.3
10.85	oar	pja:i.3 to.6 zoŋ.2
10.851	paddle (noun)	o:k.7 pai.1
10.852	row (vb)	ca:i.3
10.86	rudder	tau.3
10.87	mast	ma.1; to.6 ma.1; da:u.5; to.6 ta:u.5
10.88	sail (noun)	li.2; pai.1
10.89	anchor	te:u.2; pu:t.7 te:u.2
10.91	harbor, port	zɨ:ŋ.2 laŋ.1
10.92	land (vb)	kjap.7
11.11	have	taŋ.2
11.12	own, possess	ap.7; kjə.3
11.13	take	hau.3
11.14	seize, grasp	ta:i.5; tɨ.2
11.15	hold	ziu.3
11.16	get, obtain	kɨ:t.8
11.17	keep, retain	tam.3; tiŋ.3
11.18	thing	ka:p.8
11.21	give	am.5; ma.5
11.22	give back	za:p.7
11.24	preserve, look after	ta:i.5 tau.3; tɨ.2 tau.3
11.25	save, rescue	kji.5 pai.1
11.27	destroy	ta:i.5 lo.6
11.28	harm, injure, damage	hai.1 ce.1
11.31	seek, look for	kɨ:i.6
11.32	find	kai.4 zai.4
11.33	lose	lo.6; zon.1; ta:i.6 lo.6
11.34	release, let go	lo.6 sai.5; zon.1 sai.5
11.43	money	kjiu.2
11.44	coin	ce.1
11.51	rich	lok.7 ce.1; lan.2 ce.1
11.52	poor	lu.2 ce.1
11.53	beggar	e:k.7
11.54	avaricious, stingy	zu.2 la:u.4; zu.2 huŋ.1; zu.2 bɨk.7
11.61	lend	zu.2 sai.5; zu.2 niŋ.5
11.62	borrow	pa:i.2
11.63	owe	pa:i.2 fai.4 dok.7
11.64	debt	ka:i.5 wa:i.3 zu.2
11.65	pay (vb)	ka:i.5 wa:i.3 zu.2 tin.3
11.66	account, reckoning	wa:i.3 zu.2; wa:t.8 zu.2
11.69	tax, tribute	ka:n.3 zu.2
11.77	hire	tiŋ.2
11.78	wages	ha:i.3 ka:ŋ.3
11.79	earn	hɨn.3 hɨ.5; hɨn.3 han.2
11.81	buy	mi.2
11.82	sell	mi.2; cim.5 mi.2
11.83	trade, barter	au.1; tɨ.2
11.84	merchant	tɨ.2; kap.8
11.85	market (place)	cau.4; kam.1
11.86	store, shop	ka:m.2
11.87	price	dai.3; dai.3 taŋ.2
11.88	dear (costly, expensive)	toŋ.2 ji:ŋ.6
11.89	cheap	haŋ.3
11.91	share (distribute)	wa:n.2; kwai.1 wa:n.2
11.92	weigh	ta:i.5; nai.5 jo.3
12.1	after	kjiu.5
12.11	behind	wa:i.6; ku.4 wa:i.6
12.2	beside	ha:i.6; ku.4 wa:i.6; te:ŋ.1 si:ŋ.1
12.3	down, below	za.1
12.4	before	za.1 to:i.5
12.41	front	kjom.1
12.5	inside, in	cu:ŋ.5 te:u.2
12.6	outside	ci:n.2
12.7	under	ŋan.2 ti.5
12.8	up, above	mi.2; mi.2 cion.2
12.11	place	ho.3
12.12	put	ka.6 wa.5
12.13	sit	kje:t.8
12.14	lie down	ca.5
12.15	stand	ca.5; ca.5 joŋ.6
12.16	remain, stay	kji:m.5
12.17	remains, left overs	ca:i.5
12.21	collect, gather	hai.1 ci:n.2
12.212	pick up	so.5 mok.8; swa:n.5 so.5
12.213	pile up	swi.1
12.22	join, unite	ko.5 joŋ.6
12.23	separate	ci:n.2 koŋ.1; kuŋ.5 sɨ.5
12.232	divide	za.1
12.24	open	cɨ.4
12.25	shut, close	ka:i.1
12.26	cover	to.6 wa:n.6 ho.5
12.27	hide, conceal	pu.4 se:ŋ.1 i.5
12.31	high	hɨ.1
12.32	low	ti:m.5 ta.3 ka:i.1
12.33	top	ka.6 ci:n.2
12.34	bottom	pe:ŋ.2
12.35	end	piŋ.2 ńi.2
12.352	pointed	fan.2 fa:t.7
12.353	edge	caŋ.6
12.36	side	jɨ.5 pa:i.6 laŋ.1...
12.37	middle, center	jɨ.5 he:n.2...
12.41	right (side)	pa:i.6 la.3
12.42	left (side)	jɨ.5 ... ko:n.5
12.43	near (adv)	jɨ.5 pa:i.6 na.3...
12.44	far (adv)	jɨ.5 pa:i.6 də.1
12.45	east	jɨ.5 pa:i.6 zo:k.8...
12.46	west	jɨ.5 pa:i.6 la.3...
12.47	north	jɨ.5 pa:i.6 kɨn.2...
12.48	south	tɨk.8; ti.6 tɨk.8; ti.6 fu:ŋ.1
12.53	grow	cu:ŋ.5; sat.7
12.54	measure	naŋ.6
12.541	span, fathom	nin.2 zoŋ.2 tau.3
12.55	large, big	zoŋ.2
12.56	small, little	jɨ.5
12.57	long	kja.3
12.58	tall	lɨ.1
12.59	short	siu.1 co:n.2
12.61	wide, broad	kjip.7 hɨn.3
12.62	narrow	tap.8; cap.7
12.63	thick (in dimension)	ci:p.7; li:n.2 ci:p.7
12.65	thin (in dimension)	fan.1 hai.1; pan.1 hai.1
12.67	deep	fan.1; pan.1
12.68	shallow	hai.1
12.71	flat	hai.1 lɨk.8 ta.1
12.73	straight	kwe:n.1; hom.5; hap.7
12.74	crooked	lap.7; hap.7
12.75	hook	hom.5; cɨ.1; kop.8
12.76	corner	jau.5; ca:ŋ.2
12.77	cross	sa:ŋ.1
12.78	square	tam.5
12.81	round	kɨn.2 neŋ.2; kɨn.2 teŋ.2
12.82	circle	la.3 ti.3; cwi.4 la.3 ti.3
12.83	sphere, ball	pa:i.6 pja:i.1; so:t.7 pja:i.1
12.84	line	lu:m.1
12.85	hole	pi:n.1; he:n.2; pɨn.2
12.92	like, similar	bɨ:ŋ.5
12.93	change	kja:ŋ.1; bɨ:ŋ.5 kja:ŋ.1
13.0	zero, nothing	jɨ.5 kja:ŋ.1; jɨ.5 bɨ:ŋ.5 kja:ŋ.1
13.1	one	pa:i.6 kwa.2; bɨ:ŋ.5 kwa.2
13.2	two	pa:i.6 sɨ:i.4; bɨ:ŋ.5 sɨ:i.4
13.3	three	kjə.3; kjwai.1
13.4	four	toŋ.1
13.5	five	se.1
13.6	six	pak.7
13.7	seven	na:m.2
13.8	eight	hɨn.3; ma.3
13.9	nine	ta:k.8
13.10	ten	huk.8
13.101	eleven	la:u.4; bɨk.7; huŋ.1; ta:i.6
13.102	twelve	sai.5; niŋ.5; e.1; ńe.1
13.103	fifteen	zai.2
13.104	twenty	sa:ŋ.1
13.105	hundred	tin.3
13.106	thousand	kwa:ŋ.5
13.107	count	he:p.8
13.14	every, all	na.1
13.15	much, many	noŋ.2; kɨk.8
13.16	more	ba:ŋ.1
13.17	little (quantity), few	lak.8
13.18	enough	fe:u.6
13.181	some	piŋ.2
13.19	multitude, crowd	so.6
13.21	full	kau.2; kuŋ.3
13.22	empty	ŋau.1
13.23	part, piece	kak.7; ko:k.7
13.24	half	ca:m.1 ca.1
13.33	alone, only	si.5 fu:ŋ.1
13.34	first	du:n.1
13.35	last	kju:n.1
13.36	second	kji:u.2; kjau.6
13.37	pair	si:n.5; si:n.5 ti:u.2
13.38	two times	co:ŋ.6
13.42	third	ci:p.7 hau.3
13.44	three times	pi:n.5; ka:i.3 pi:n.5
14.11	time	liŋ.2; hu.2
14.12	age	de:u.1; it.7
14.13	new	so:ŋ.1; ńi.6
14.14	young	sa:m.1
14.15	old	si.5
14.16	early	ha.3; ŋu.4
14.17	late	zok.7; lok.8
14.18	now	cat.7
14.19	immediately	pe:t.7
14.21	swift, fast, quick	kjiu.3
14.22	slow	sip.8
14.23	hasten, hurry	sip.8 it.7
14.24	retard, delay	sip.7 ńi.6
14.25	begin, beginning	sip.8 ha.3; sip.8 ŋu.4
14.252	last, endure	ńi.6 sip.8
14.26	end (temporal)	pe:k.7
14.27	finish	ci:n.1
14.28	cease, stop	kje.5
14.29	ready	cu:n.2; so.3 mi.2
14.31	always	la:i.1
14.32	often	kan.4 la:i.1
14.33	sometimes	si:u.3
14.331	soon	kau.5
14.332	long-time (for a)	ma:ŋ.3
14.34	never	wun.2 kjoŋ.5
14.35	again	zim.1
14.41	day	im.5
14.42	night	pju.5; hoŋ.5
14.43	dawn	ha:ŋ.3
14.44	morning	to:n.6
14.45	noon, midday	ta:n.1; ta:n.1 to:k.8
14.451	afternoon	ti.6 it.7; ta:i.6 it.7
14.46	evening	tok.7 laŋ.1
14.47	today	ti.6 ńi.6; ta:i.6 ńi.6
14.48	tomorrow	su:ŋ.1; swa:ŋ.1; to:i.5; ku.6
14.481	day-after-tomorrow	so:ŋ.1 pu:i.5
14.49	yesterday	ti.6 sa:m.1; ta:i.6 sa:m.1
14.491	day-before-yesterday	sa:m.1 pu:i.5
14.51	hour	si.2 tai.6
14.53	clock, timepiece	pi.1 so.5
14.61	week	sim.1
14.62	Sunday	co.2; o:i.5
14.63	Monday	kau.5
14.64	Tuesday	kje.5; la:u.4
14.65	Wednesday	ha:u.1
14.66	Thursday	zo:m.6
14.67	Friday	ŋon.2; tok.7 laŋ.1
14.68	Saturday	si.2 ni.4; fan.1 ni.4
14.71	month	ma.3 sa:ŋ.4
14.73	year	ziu.2
14.74	winter	ja:ŋ.1
14.75	spring	mu:ŋ.2; kan.3 kjin.3
14.76	summer	ŋu.6
14.77	autumn	da.1; hai.1 kok.7
14.78	season	lap.8 tap.8; to.6 za:ŋ.6
15.21	smell (vb intrans)	so:t.7 zɨ:ŋ.1; so:t.7 pja:i.1
15.212	sniff	ku.4 pan.2
15.22	smell (vb trans)	tiŋ.2
15.25	fragrant, good smelling	da.1 di.1; da.1 du:m.5
15.26	stinking, bad smelling	cuŋ.3 tɨk.8
15.31	taste	ci:ŋ.2 si.2; ci:ŋ.2 lɨ:n.4
15.35	sweet	mi.2 si.2
15.36	salty	bau.3 na:n.2 le.6
15.37	bitter	coŋ.2 la:i.2 bau.3; toŋ.2 la:i.2 i.1
15.38	acid, sour	ju.4 ha:t.7; ca:i.4 ba:t.7
15.39	brackish	toŋ.2 ŋon.2
15.41	hear	toŋ.2 ham.6
15.42	listen	za:n.2 mok.8 lu.4; za:n.2 pa:i.6 zo:ŋ.6; za:n.2 za:i.2 zok.8
15.44	sound, noise	hat.7
15.45	loud	pa:n.1 hat.7
15.46	quiet, silence	pa:n.1 ŋon.2; pa:n.1 ŋon.2 o:i.5; pa:n.1 ŋon.2 kje.5
15.51	see	ham.6
15.52	look, look at	ŋon.2 ni.4
15.55	show	ŋon.2 kjo:k.8
15.56	shine	ŋon.2 zɨ.2
15.57	bright	ŋon.2 lɨ:n.2
15.61	color	ŋon.2 po:n.2
15.62	light (in color)	coŋ.1 tau.2
15.63	dark (in color)	coŋ.1
15.64	white	si.5 kji.6
15.65	black	ŋon.2 si.5 kji.6
15.66	red	si.5 kji.6 it.7
15.67	blue	si.5 kji.6 ńi.6
15.68	green	si.5 kji.6 sa:m.1
15.69	yellow	si.5 kji.6 si.5
15.71	touch	si.5 kji.6 ha.3
15.712	pinch	si.5 kji.6 lok.8
15.72	feel	dɨ:n.1
15.74	hard	pi.1; ni:n.2
15.75	soft	si.2 toŋ.1; cɨ.2 toŋ.1; ci:u.6 li:ŋ.2
15.76	rough	si.2 cun.1; cɨ.2 cun.1
15.77	smooth	si.2 ha.6; ci:u.6 cik.7
15.78	sharp	si.2 ciu.1; ci.2 ciu.1
15.79	blunt, dull	cɨ.2 ze:ŋ.4
15.81	heavy	cɨ.2 wun.1
15.82	light (in weight)	cɨ.2
15.83	wet, damp	fa:t.7 hau.1
15.84	dry	hau.1
15.85	hot	ńu.6
15.851	warm	pja:ŋ.1
15.86	cold	hi.5 hau.1
15.87	clean	ho:p.7 pa:k.7
15.88	dirty, soiled	cut.7
15.89	wrinkled	wa:n.1; ti:m.2
16.11	soul, spirit	daŋ.5
16.15	surprised, astonished	ham.2
16.18	good fortune, luck	la:n.4; som.3
16.19	misfortune, bad luck	bau.3 ho:p.7 pa:k.7
16.23	joyful, glad, happy	dai.3 ńi.1
16.25	laugh	tiŋ.5
16.251	smile	hɨ:ŋ.1; siŋ.1
16.26	play	siŋ.1 la:u.4
16.27	love	ciŋ.4
16.29	kiss	jo.3 zan.1
16.3	embrace	jo.3; nai.5; ne:u.6
16.31	pain	haŋ.3 jo.3; haŋ.3 nai.5
16.32	grief, sorrow, sadness	zo:ŋ.6; ci:u.5
16.33	anxiety, worry	zo:ŋ.6
16.34	regret, be sorry	sak.7
16.35	pity	o:i.5
16.37	cry, weep	kje.5
16.38	tear (noun)	ha:u.1
16.39	groan	nam.1
16.41	hate	hoŋ.2; diŋ.1
16.42	anger	kje:ŋ.5; kje:p.8
16.44	envy, jealousy	he:u.1; lok.8
16.45	shame (noun)	he:n.3
16.48	proud	puŋ.5
16.51	dare	nan.4; ńan.3; bit.7; di:u.3
16.52	brave	lum.6; zup.8
16.53	fear, fright	do:ŋ.3
16.54	danger	un.5
16.62	desire, want	un.5 nwe:m.5
16.622	choose	tu.1; ńa:p.7
16.63	hope	ɨ:n.3; lɨ:n.5
16.65	faithful	zai.6
16.66	true	ŋom.4
16.67	lie, tell lies	nak.7
16.68	deceit	bau.1
16.69	forgive	mai.5; tum.2; jun.6; nɨk.7
16.71	good	sa:u.3 ka:n.1; ze:ŋ.4
16.72	bad	ta:k.7 sa:u.3
16.73	right, correct	da:t.7
16.74	wrong	zau.3
16.76	fault	li:ŋ.2; kjot.7; se:u.5
16.77	mistake, error	u.5
16.78	blame	ńau.5
16.79	praise	wan.1
16.81	beautiful	san.1 ja.1
16.82	ugly	jun.6 kji.5 di.1
16.83	greedy	jun.6 kji.5 i.1 di.1; po:i.6 fi.2
16.84	clever	a:ŋ.5
17.11	mind	zi:u.1
17.13	think (= reflect)	zi:u.1 ńum.3
17.14	think (= be of the opinion)	la.6; ku.4 cam.2
17.15	believe	ŋa:i.5
17.16	understand	cup.7
17.17	know	to.6 ko:t.7
17.171	guess	kje:t.7
17.172	imitate	si:ŋ.1 sim.1
17.18	seem	ta:n.1 sim.1
17.19	idea, notion	kjo.6 ta:u.5; ju:n.5 ta:u.5
17.21	wise	ko.3 li:n.2
17.22	foolish, stupid	zam.4 ta.1
17.23	insane, crazy	kja:ŋ.2
17.24	learn	ham.2
17.242	study	da:t.7 hi.5
17.25	teach	ho.2 kɨ.6
17.26	pupil	cu:n.5 na.3
17.27	teacher	naŋ.1 ko:n.1
17.28	school	ka:m.3
17.31	remember	na.3 ha:ŋ.1; na.3 no:m.3
17.32	forget	joŋ.1
17.34	clear, plain	la:u.1
17.35	obscure	jim.3; jim.3 kai.1
17.36	secret	swe:n.3; kje:n.3
17.37	sure, certain	mu:ŋ.6
17.38	explain	cin.1
17.41	intention, purpose	ka:ŋ.3 wa.6 kja.3
17.42	cause	lo.4; jok.8
17.43	doubt	ńi:ŋ.6
17.44	suspect	di.1
17.441	betray	wa:i.6; zɨ:i.4
17.45	need, necessity	to:i.5
17.46	easy	lok.7; toŋ.1; ca.1
17.47	difficult	lok.7 la:k.7
17.48	try, attempt	lok.7
17.49	way, manner	kwa:i.5 cu:i.4
17.51	and	ta:i.2
17.52	because	kwa:i.1
17.53	if	zɨ:i.4 jo.3
17.54	or	tu.2; ta:n.1
17.55	yes, affirmative	coŋ.1 miŋ.2
17.56	no, negative	uk.7
17.61	how?	si:ŋ.3; num.3
17.62	how many?	la:i.6 nau.2; tiŋ.5
17.63	how much?	sin.5
17.64	what?	zo.4; toŋ.3
17.65	when?	zo.4; toŋ.3
17.66	where?	ca:i.1
17.67	which?	lɨ.1
17.68	who?	ji:ŋ.6 pan.2; lum.3 pan.2
17.69	why?	cwi.3 i.5; si:ŋ.3 fa:p.7
18.11	voice	kwa:i.1; coŋ.1 miŋ.2
18.12	sing	huk.7; pa:m.2; puŋ.1; lat.7
18.13	shout, cry out	ŋwa:ŋ.6
18.15	whisper	ha:k.8
18.16	mumble	ha:k.8
18.17	whistle	kja:u.5; kja:u.5 sɨ.1
18.18	shriek, screech	ha:k.8 se:ŋ.1; jo.6 san.5
18.19	howl	la:u.4 sai.1; la:u.3 sɨ.5
18.21	speak, talk	ha:k.8 ta:ŋ.2; jo.6 ja:u.4
18.211	stutter, stammer	kji.5
18.22	say	lum.2
18.221	tell story	ciŋ.1 cu.3
18.222	speech (make a)	na:n.2 toŋ.3
18.23	silent (be)	lak.8 le:m.6
18.24	language	kan.3 tiŋ.6; cin.1
18.26	word	kje.3
18.28	name	mu.2 ti.6
18.31	ask (question, inquire)	jwe:n.6 jin.5
18.32	answer	tɨ.2 i.1 cun.3
18.33	admit, confess	jak.7; jak.7 au.1
18.34	deny	wi.1; joŋ.2 hi.6
18.35	ask, request	na:n.2; no.3 na:n.2
18.36	promise	sɨ.5
18.37	refuse	te:m.1; ne:m.2; zɨ:ŋ.2
18.38	forbid	jin.1 wi.6; jin.5 wai.4
18.39	rebuke, scold	na:ŋ.6; jwi.6 ko.3
18.41	call (=summon)	ho.6 nau.2
18.42	call (=name)	tɨk.8; to:i.5
18.43	announce	i.1; hau.3; i.1 tɨk.8; hau.3 tɨk.8
18.44	threaten	ji:ŋ.6 zə.2 ji:ŋ.6; ha.6 zə.2 ji:ŋ.6
18.45	boast	kji.3 la:i.1; la:i.1 si:u.3
18.51	write	la:i.1 si:u.3
18.52	read	ka.6 ma.2
18.56	paper	si.2 zə.2; fan.1 zə.2
18.57	pen	kji.2 zə.2; co:ŋ.6 zə.2
18.61	book	dan.1 zə.2; dak.7 zə.2; pu.4 zə.2
18.67	poet	dak.7 zə.2; pu.4 zə.2
18.71	flute	wi.6 ka.6 ma.2; wi.6 ma.2
18.72	drum	ni.4
18.73	horn, trumpet	kji.2 ni.4
18.74	rattle	te.1
19.11	country	kji.2 te.1
19.12	one's native country	siŋ.1
19.15	city, town	ci:ŋ.5
19.16	village	ko.1
19.17	boundary	he:u.6; sɨ:n.3; he:m.5
19.21	people (populace)	ka:ŋ.3 swa:p.7
19.23	tribe, clan	ka:ŋ.3 də.1 ho.2; ka:ŋ.3 bɨt.7 bɨ.1
19.24	chief, chieftain	cwi.1 lɨk.8 sa:u.5; po.5 lɨk.8 sa:u.5
19.25	staff, walking stick	sɨ:n.3 si:ŋ.1 sa:ŋ.1
19.31	rule, govern	ka:ŋ.3
19.32	king, ruler	ka:ŋ.3 lɨ:n.5
19.33	queen	ka:ŋ.3; nau.2
19.36	noble, nobleman	ka:ŋ.3 ku.3
19.37	citizen, subject	cam.1
19.41	master	wa.1
19.42	slave	sɨ.1
19.43	servant	co.6; miŋ.2 co.6
19.44	freeman	ham.5
19.45	command, order	ha:n.1
19.46	obey	ńin.6
19.47	let, permit	ciŋ.3 kji:u.2
19.51	friend, companion	ha:n.1; ha:n.1 pa:k.7
19.52	enemy	fo:k.7
19.54	neighbor	he:u.6
19.55	stranger	he:u.6 ku.6
19.56	guest	man.3
19.57	host	ka:k.8 ta:i.2
19.58	help, aid	se.3
19.59	hinder, prevent	to:k.8
19.61	custom	ci.3
19.62	strife, quarrel	pit.8
19.63	conspiracy, plot	sɨ.1
19.65	meet	pu.4 ku.4 swi.1
19.72	prostitute	te:t.8
20.11	fight (vb)	kjoŋ.1
20.13	war, battle	hau.6
20.14	peace	siŋ.1 to.6 puŋ.5
20.15	army	ko.6 kja.5
20.17	soldier	cu.3 ko.6; ha:n.3 za:n.2
20.21	weapons, arms	siŋ.2; hɨ.1
20.22	club	ba:n.3
20.222	battle-ax	ka:i.4 se:n.4
20.23	sling	lɨk.8 min.2; la:u.4 pe:k.8 ziŋ.6
20.24	bow	coŋ.1
20.25	arrow	pu.4 tau.2
20.26	spear	tɨŋ.4
20.27	sword	tuŋ.3 ci.4; ko:n.3 li.3
20.28	gun, cannon	jwa:ŋ.2
20.31	armor (defensive)	ma:i.4 jwa:ŋ.2
20.33	helmet	kwai.4 cu.6; wun.2 pe:ŋ.2
20.34	shield	lɨk.8 min.2
20.35	fortress	cɨ.3 za:n.2
20.36	tower	ho:i.5 no.2
20.41	victory	no:i.5
20.42	defeat	pu.4 cɨ.6 ca:i.6
20.43	attack	miŋ.6 liŋ.6
20.44	defend	haŋ.3
20.45	retreat	paŋ.2 ju.4; toŋ.2 to:i.6
20.46	surrender	ti.6 jin.6
20.47	captive, prisoner	wun.2 he:n.2 za:n.2; wun.2 de:n.1 za:n.2
20.471	guard, sentinel	wun.2 se:ŋ.1; wun.2 na.3 mo.5
20.48	booty, spoils	he:k.7; pu.4 he:k.7
20.49	ambush	pu.4 cɨ.3
20.51	fisherman	pa:ŋ.1
20.52	fishhook	laŋ.2 la:n.2
20.53	fishing line	kwe:n.5
20.54	fishnet	ce:ŋ.1; to.6 ce:ŋ.1
20.55	fish trap	jim.1 mau.2
20.56	bait	zan.1 na.3; puŋ.5 zan.7
20.61	hunt	la:u.4 kɨ:i.5
20.62	shoot	to.6 ta.3; to.6 map.8; to.6 me:n.6; ce:ŋ.1; tau.4
20.63	miss (target)	tɨk.7 ci:ŋ.5; ce:n.4 can.5
20.64	trap (noun)	ho.2 pin.6
20.65	trap (vb)	joŋ.4
21.11	law	joŋ.1; piŋ.1
21.15	court	fai.4 kjaŋ.5
21.16	judge (vb)	hu.3 tɨk.7 ci:ŋ.5
21.17	judgment	dan.1 pat.8; kok.8 pat.8
21.18	judge (noun)	kuŋ.1
21.21	plaintiff	ci:n.5
21.22	defendant	kje:n.4
21.23	witness	cuŋ.5; pa:u.4
21.24	swear	kja:p.7 hu.2 da:ŋ.1
21.25	oath	so:ŋ.2kjau.3
21.31	accuse	taŋ.5 pa:i.2
21.32	condemn	siŋ.2 pa:u.3
21.33	convict (vb)	ta:p.7
21.34	acquit	hiŋ.2; san.4 li.4
21.35	guilty	swi.1; pa:i.6; tɨk.7 pa:i.6
21.36	innocent	koŋ.1
21.37	penalty, punishment	ze.1; siu.3
21.38	fine	to:i.5
21.39	prison, jail	tau.6 ja:ŋ.6
21.42	murder	kap.8 man.2; pu.4 kap.8 man.2
21.43	adultery	piŋ.1 siu.3 kje:ŋ.1
21.44	rape	toŋ.2 ji:ŋ.6 tɨk.7 hiŋ.2 dai.3
21.46	arson	pum.4
