entry_id	trans_english	Cayapa_Phonemic
10.14	wind, wrap	'pih-'te-nu; 'pin-'ge-nu
10.15	roll	'luʔ-'te-nu
10.16	drop (vb)	'pah-'te-nu
10.17	twist	'tu're-nu; tuu-nu
10.21	rise	'kuh-nu; 'kuh-'pa-nu
10.22	raise, lift	'yai-nu; 'ya'lʸi-nu; 'kuh-'te-nu
10.23	fall	'c̷u-'hi-nu; 'pah'tʸa-nu
10.24	drip	'pi-ku'lili 'paih-nu
10.25	throw	'tʸaʔ-'ke-nu
10.252	catch (ball)	('tʸaʔ-'ke-ɲu) 'ka-nu
10.26	shake	'hui-nu; 'hulʸu-'ke-nu
10.32	flow	
10.33	sink	'ču-'ka-nu; 'ču-ka-'kaa-nu
10.34	float	'un-nu; 'u-'na-(we)
10.35	swim	'pi-šuin-'ge-nu
10.351	dive	'mi'šuʔ 'mitʸa 'tʸaʔ-'pu-nu
10.352	splash	'bun'de-nu
10.36	sail (vb)	'i'šu'wa-či 'hu-'ya-ʔ 'ne-nu
10.37	fly (vb)	'heʔ-nu; 'he-'ke-nu
10.38	blow	'hui-nu; 'hui-'pu-nu
10.41	creep, crawl	'te'len-či 'hi-nu; 'te'len-či 'ne-nu
10.412	kneel	'tele-'di-nu
10.413	crouch	'de'di-nu; 'de'deʔ 'ču-nu
10.42	slide, slip	'ka'šaʔ-'tee-nu; 'huta'laʔ-'tee-nu
10.43	jump, leap	'yan-nu
10.431	kick	'nee'pa-či 'wii-nu
10.44	dance	['beelan]-'ge-nu
10.45	walk	'ne-nu
10.451	limp	['ku'haʔ] 'tee-nu; 'han'gaʔ 'tee-nu
10.46	run	'da'ran 'ne-nu
10.47	go	'hi-nu
10.471	go up	'lu-nu; 'la-nu
10.472	climb	'lu-nu; 'la-nu
10.473	go down	'paih-nu; 'pah'tʸa-nu
10.474	go out	'Φaa-nu; 'awin-'dala 'hi-nu
10.48	come	'ha-nu
10.481	come back	'ma-a-nu; 'ma-'ha-nu
10.49	go away, depart	'mi-i-nu ~ 'mi-'hi-nu
10.491	disappear	'pi-'ya-nu; 'man-bi-'ya-nu
10.51	flee	'ne-'pi-nu
10.52	follow	'suu-'ke-nu
10.53	pursue	'suu'keʔ 'hi-nu ~ 'sure-'ke-nu
10.55	reach, arrive	'miʔ-na 'hi-nu; 'luʔ-'hi-nu
10.56	approach	'ka'len 'hi-nu; 'ka'len 'ha-nu
10.57	enter	'wi-nu; 'wi-'hi-nu
10.61	carry (bear)	'taʔ-nu; 'ta-'ke-nu; 'pa-'naʔ 'taʔ-nu
10.612	carry-in-hand	('tʸaa'pa-či) 'ta-'keʔ-'hi-nu
10.613	carry-on-shoulder	'nan-; 'na-'naʔ-'hi-nu
10.614	carry-on-head	'miš-'bui-ša 'čuh'tiʔ 'hi-nu
10.615	carry-underarm	'šinba'la-či 'ta-'keʔ-'hi-nu
10.62	bring	'ta-a-nu; 'ta-'ha-nu
10.63	send	'ʔee-nu ~ 'e're-nu; ['mandan]-'ge-nu
10.64	lead (vb)	'mi'yaʔ-'hi-nu
10.65	drive	['deeču]-'ke-nu
10.66	ride	('ku'len-či) 'hi-nu
10.67	push, shove	'tʸu'lee-nu-; 'tʸui-'ee-nu
10.71	road	[('karu 'miɲu)]
10.72	path	'tuuča
10.74	bridge	'deh'tela
10.75	carriage, wagon, cart	'bui 'ta-'ne-nu 'kaa ['karu]
10.76	wheel	'pih-'puka
10.77	axle	'deh'pan-'e-ra 'čaali
10.78	yoke	
10.81	ship	(aa)['baaku]; ['wa'puu]
10.83	boat	['baaku]
10.831	canoe	'kule
10.832	outrigger	'nana 'miʔ-ta
10.84	raft	'nan 'wi-ya; 'pui wi-ya
10.85	oar	'yanpa
10.851	paddle (noun)	'yanpa
10.852	row (vb)	'yan-nu
10.86	rudder	'biš-'pu-nu ['taʔpa]
10.87	mast	'tʸutʸa
10.88	sail (noun)	['bela]
10.89	anchor	'u-'di-'miš'ti-mu ['heru] 'da-pe
10.91	harbor, port	['baaku] 'uʔ-'u-'din-ša
10.92	land (vb)	'paih-nu
11.11	have	'ta-nu; 'ta-'na-nu
11.12	own, possess	'ta-nu
11.13	take	'ka-nu; 'ta-'hi-nu
11.14	seize, grasp	'čun-'ge-nu; 'ka-nu
11.15	hold	'ta-'na-nu
11.16	get, obtain	'ka-nu
11.17	keep, retain	'ka-ʔ-'ta-'na-nu
11.18	thing	['kusas] 'ti-i-'ɲu-ba
11.21	give	'ku-nu
11.22	give back	'man-'gu-nu
11.24	preserve, look after	'laa-'ka-ʔ 'ta-'na-nu
11.25	save, rescue	['li'wee] 'ke-nu
11.27	destroy	['a'ka'wan]-'ge-nu
11.28	harm, injure, damage	'muš-'ke-nu
11.31	seek, look for	'miʔ-'ke-nu ~ 'mitʸa-'ke-nu
11.32	find	'ka-'ta-nu
11.33	lose	'pi-'re-nu; 'pi-'ya-nu
11.34	release, let go	'ne-'tʸai-'ke-nu
11.43	money	'luši
11.44	coin	'paki 'luši
11.51	rich	'ta-'ruku
11.52	poor	'ta-htu 'ruku; ['pure]
11.53	beggar	'luši 'paʔ-mu 'ruku
11.54	avaricious, stingy	'ʔes-mu
11.61	lend	['peestan]-'ge-nu
11.62	borrow	['peestan]-'ge-nu
11.63	owe	'nee-'na-nu
11.64	debt	'ne-lu
11.65	pay (vb)	['paan]-'ge-nu
11.66	account, reckoning	
11.69	tax, tribute	['dee'čuʔ] 'mitʸa 'luši
11.77	hire	['taa'waša] 'ke-'kaa-nu
11.78	wages	['ganan]-'ge-nu 'luši
11.79	earn	['ganan]-'ge-nu
11.81	buy	'a'tiʔ-'ka-nu
11.82	sell	'aiʔ-nu ~ 'a'ti-nu
11.83	trade, barter	'we'te-nu
11.84	merchant	'bui 'aiʔ-mu
11.85	market (place)	--
11.86	store, shop	['tenda]
11.87	price	['bale]
11.88	dear (costly, expensive)	['bale]
11.89	cheap	['me'nuh]-či
11.91	share (distribute)	'wee-nu ~ 'we'le-nu
11.92	weigh	'yan-'gaa-nu
12.1	after	'bene; 'ben-'dala
12.11	behind	'ben-'dala; 'be'ne-ša
12.2	beside	'ke'lu-nu
12.3	down, below	'tu-ša; 'pan-'bee-ša; 'pan'dan-ša
12.4	before	'kas-'pele
12.41	front	'a'huu-ša
12.5	inside, in	-nu; -bi; 'hu'ru-ša
12.6	outside	'a'win-'dala
12.7	under	'pan-'bee-ša; 'pan'dan-ša ~ 'pan'da-in-ša
12.8	up, above	'kaiʔ-ša; 'kaiʔ-'tala
12.11	place	'pela; ['paate]
12.12	put	'pu-nu
12.13	sit	'ču-nu; 'ču-'di-nu
12.14	lie down	'c̷u-nu
12.15	stand	'ui'di-nu
12.16	remain, stay	'šu'wa-nu
12.17	remains, left overs	'la-'ra-mu; 'Φin-'buču
12.21	collect, gather	'man-'ga-nu
12.212	pick up	'man-'deʔ-'ka-nu
12.213	pile up	'dih'kii-'c̷u-u-nu; 'waʔ-'kaa-nu
12.22	join, unite	'buu'te-nu; 'buu-'di-nu
12.23	separate	'wee-nu; 'we'le-nu; 'we-la
12.232	divide	
12.24	open	'huu-na; 'hadʸa
12.25	shut, close	'lʸu-ka; 'lʸuʔ-nu
12.26	cover	'du-'kaa-nu
12.27	hide, conceal	'pan-'c̷u-u-nu; 'dišu
12.31	high	'katʸu; 'aa-'katʸu
12.32	low	'tu-pe'le-le; 'aa-ka-'tʸu-htu
12.33	top	'han-'dala; 'huu-'kapa
12.34	bottom	'tan-ša; 'čun-'huru
12.35	end	'kapa; 'mihku
12.352	pointed	'mihku; 'tʸai-'ya-hu
12.353	edge	'kuyi
12.36	side	'kelu-
12.37	middle, center	'keh-'tala
12.41	right (side)	'u'ran-dʸa
12.42	left (side)	'hala; 'ha'la-tʸa; 'ha'la-ša
12.43	near (adv)	'kale
12.44	far (adv)	'baa-ša; 'bare
12.45	east	'pah-'la-in-ša
12.46	west	'pah-'win-'ša
12.47	north	['nur'te]-ša
12.48	south	['sur]-ša
12.53	grow	'a'wa-nu
12.54	measure	['mi'dida]; ['mi'dʸi-hu]
12.541	span, fathom	['mi'dida]
12.55	large, big	'ʔaa-; 'ʔaa-wa
12.56	small, little	'kaaʔ-a'tʸutʸu; 'aɲ̃uɲu
12.57	long	'bare; 'aa-'bare
12.58	tall	'aa-'ka-tʸu; 'aa-'bare
12.59	short	'da-pe; 'da-'pepe; 'muču
12.61	wide, broad	'bungu; 'aa-'bungu
12.62	narrow	'pin'giki; 'kaa-'bungu
12.63	thick (in dimension)	'bebe; 'aa-'bebe
12.65	thin (in dimension)	'pin'giki; 'luʔ'mimi
12.67	deep	ša
12.68	shallow	'eh-'kapa
12.71	flat	'ha'c̷uwa ~ 'ha'c̷ura
12.73	straight	['deeču]
12.74	crooked	'tu'tii'yata
12.75	hook	'beru
12.76	corner	'mutu; 'ču'kuš-'pele
12.77	cross	['kuusa]
12.78	square	'yalʸu'lʸu-hu
12.81	round	'daʔti'riri; 'daʔ-pu'ka-ka
12.82	circle	'daʔ'ti'riri; 'daʔ-'puka-'ka-a
12.83	sphere, ball	'daʔ-pu'ka-ka; 'sa-'puka
12.84	line	'šilʸi
12.85	hole	'huru; 'Φa'taape
12.92	like, similar	'ke-'ra-hu; 'hu-u-'ɲu-u
12.93	change	'we'te-nu; 'ma-we-'te-nu
13.0	zero, nothing	'ti-ba; 'hu-tʸu
13.1	one	main
13.2	two	'palʸu
13.3	three	'pema
13.4	four	'taa-'palʸu
13.5	five	'man-da
13.6	six	'mandiš-'malʸu; 'manš-'malʸu
13.7	seven	'mandiš-'palʸu
13.8	eight	'mandiš-'pema
13.9	nine	'mandiš-'taa-'palʸu
13.10	ten	'pai-tʸa
13.101	eleven	'pai-tʸa 'main
13.102	twelve	'pai-tʸa 'palʸu
13.103	fifteen	'pai-tʸa 'man-da
13.104	twenty	'man-'ča-ʔ-'lura
13.105	hundred	'man-'bac̷aʔ
13.106	thousand	[mii]
13.107	count	'miʔ-nu
13.14	every, all	'ku'muinči; 'milʸai
13.15	much, many	'pu'reʔ; 'pu'ra-hu; 'pu're-hu
13.16	more	'kayu
13.17	little (quantity), few	'hayu; 'mi'kaka
13.18	enough	'mika
13.181	some	'ti-i-'ɲu-ba; 'tʸe-e-ba; 'man-c̷a
13.19	multitude, crowd	'pu'reʔ 'ča'či-lʸa
13.21	full	'tʸuwa; 'yalʸu
13.22	empty	'pu-tʸu; 'turu
13.23	part, piece	'lepa; ['pe'dasu]
13.24	half	'keh-tala
13.33	alone, only	'maalʸi ~ 'maali
13.34	first	'ah'keʔ
13.35	last	
13.36	second	'pai ['bi'hee]-nu; 'pai ['bi'hee]-ša
13.37	pair	'palʸu
13.38	two times	'pai ['bi'hee]; 'pai a
13.42	third	'pen ['bi'hee]-(nu)
13.44	three times	'pen ['bi'hee]; 'pen a
14.11	time	['tinbu]
14.12	age	'ču-ɲu ['aɲu]
14.13	new	'kasa
14.14	young	'naku'lulu; 'na'kungu
14.15	old	'uinbu; 'ru'ku-nu
14.16	early	'aa-'ma-lu
14.17	late	'pu-i-ɲu
14.18	now	'ča-lʸa
14.19	immediately	hei; teʔ; 'heke
14.21	swift, fast, quick	'da'ran; 'di'heru; teʔ
14.22	slow	'ku'wain
14.23	hasten, hurry	teʔ 'ke-nu
14.24	retard, delay	'pi-'ya-nu; ['taada] 'i-nu
14.25	begin, beginning	'ah'keʔ; 'pee'pu-nu
14.252	last, endure	['duwan]-'ge-nu
14.26	end (temporal)	['a'ka'wadu]
14.27	finish	['a'ka'wan]-'ge-nu; 'deʔ-'i-nu
14.28	cease, stop	'kah-'kaa-nu; 'ui-'di-nu
14.29	ready	'ki-nu-n-'hu-tʸu
14.31	always	'naa ['uwa]-'nu-ba
14.32	often	den
14.33	sometimes	'man-['din'bu]-pu
14.331	soon	'wa-htu
14.332	long-time (for a)	'yuh ['taada]-'i-nu
14.34	never	'naaʔ-[u'wa]-'nu-ba ~ 'naaʔ-[u'ra]-'nu-ba
14.35	again	'ma'nen; 'me'nen; 'me'len
14.41	day	'ma-lu
14.42	night	'ke-pe
14.43	dawn	'ča-nu; 'diš-'ke-pe-'ne-ne
14.44	morning	'ke-pe-'ne-ne
14.45	noon, midday	'pahta 'ka-tʸu ['u'ra]-nu
14.451	afternoon	'ke-pe-'nu-ša
14.46	evening	'uma 'ke-pe-'nu-'tala
14.47	today	'uma
14.48	tomorrow	'ʔayu
14.481	day-after-tomorrow	'ma-'ʔayu
14.49	yesterday	'kiši
14.491	day-before-yesterday	'man-'giši
14.51	hour	['hura] ~ ['uwa]
14.53	clock, timepiece	['re'lu]
14.61	week	['se'mana]
14.62	Sunday	['dumin-gu]-ma
14.63	Monday	['lu'nes]-ma
14.64	Tuesday	['maa'tes]-ma
14.65	Wednesday	['meeku'les]-ma
14.66	Thursday	['Φees]-ma
14.67	Friday	['bii'nes]-ma
14.68	Saturday	['saa'du]-ma
14.71	month	'čuʔ-'ča-ya
14.73	year	['aɲu]
14.74	winter	'šu ['tinbu]
14.75	spring	--
14.76	summer	'pi 'haš ['tinbu]; ['beenu]
14.77	autumn	--
14.78	season	['tinbu]
15.21	smell (vb intrans)	-dʸu
15.212	sniff	'iš-'kee-nu
15.22	smell (vb trans)	'iš-'ka-nu
15.25	fragrant, good smelling	'aindʸu; 'pin-dʸu; 'pin'gaa'teya
15.26	stinking, bad smelling	'pudʸu; 'peʔ-dʸu
15.31	taste	'Φi-ʔ-'kee-nu
15.35	sweet	'pin'gala; 'pin'c̷uru
15.36	salty	'tʸaipi
15.37	bitter	sa
15.38	acid, sour	'ši-wi
15.39	brackish	'tʸaipi
15.41	hear	'mee-nu
15.42	listen	'mee-'na-nu; 'mee-'di-nu
15.44	sound, noise	'Φidʸa ('mee-nu)
15.45	loud	'Φidʸa 'ke-nu
15.46	quiet, silence	'dih'c̷ale
15.51	see	'kee-nu; 'kee-'ke-nu
15.52	look, look at	'keʔ-'ee-nu
15.55	show	'kee-'waa-nu
15.56	shine	'lʸuʔ-nu; 'piʔ-'ke-nu; 'dan-'ge-nu
15.57	bright	'piʔ-'huru; 'dan-'huru
15.61	color	['ku'lur]
15.62	light (in color)	'Φiba
15.63	dark (in color)	'ɲingah'tʸutʸu; 'yapi'huru
15.64	white	'Φi'ba-ba
15.65	black	'pa'ba-ba
15.66	red	'lʸu'ba-ba; 'unga'lala
15.67	blue	'luška'tata; 'lu'šiši
15.68	green	'luška'tata
15.69	yellow	'lahki'lʸilʸi
15.71	touch	'ta-ʔ-'ka-nu
15.712	pinch	'beh-'ka-nu; 'teʔ-'pu-nu
15.72	feel	'ten-nu
15.74	hard	'pulu; 'den-gih-tʸu-hu
15.75	soft	'naku'lulu; 'pu'lu-htu
15.76	rough	'bus'naʔ'c̷ulu; 'bui'-'hele
15.77	smooth	
15.78	sharp	'tʸai-'ke-nu; 'tʸa-ya; da-
15.79	blunt, dull	'da-htu
15.81	heavy	'adʸu
15.82	light (in weight)	'a'dʸu-htu; 'heyah'kiki
15.83	wet, damp	'ah-ta; 'ah-'ke-nu; 'ah-'ta-nu
15.84	dry	'ehke; 'eh'ke-nu
15.85	hot	lu
15.851	warm	'lu-ča'pii; 'hayu lu
15.86	cold	'ʔiša
15.87	clean	'na'ra-hu; ['ku'činu] 'hu-tʸu
15.88	dirty, soiled	tu 'ma'yii; 'a'tata-; ['ku'či]-nu
15.89	wrinkled	'ši'tʸu-i-'ka-ya
16.11	soul, spirit	['aama]; 'uh-mu
16.15	surprised, astonished	'wa'pa-na; 'wa'pan-nu
16.18	good fortune, luck	'ya'wi
16.19	misfortune, bad luck	'ya'wi-htu
16.23	joyful, glad, happy	'sun-'den-nu; 'an'buʔ-'ten-nu
16.25	laugh	'uu-'ka-nu
16.251	smile	'uu-'ka-nu
16.26	play	'ai-'ke-nu
16.27	love	'es-'ten-nu; 'es-'tʸa-nu
16.29	kiss	'mučan-'ge-nu; 'es-'ti-nu
16.3	embrace	'aman-'ge-nu
16.31	pain	'ki-ya
16.32	grief, sorrow, sadness	'lʸaki
16.33	anxiety, worry	tʸa-; ['pensan]-'den-nu
16.34	regret, be sorry	'lʸakin'ba-nu
16.35	pity	'ten-bi-'pu-nu
16.37	cry, weep	'waa-nu ~ 'wa're-nu
16.38	tear (noun)	'ka-pi
16.39	groan	'en'di-nu
16.41	hate	'a'haa-'ten-nu; 'a'haa-'tʸa-nu
16.42	anger	'a'ha-ra
16.44	envy, jealousy	'kiš'tʸa-nu
16.45	shame (noun)	'yuh-mu
16.48	proud	'dah-ka; 'dah-'tʸa-nu
16.51	dare	
16.52	brave	'he'la-htu
16.53	fear, fright	'hee-; 'hee-'ten-nu
16.54	danger	'uu 'hee-'tʸa-'nu-u
16.62	desire, want	muh-
16.622	choose	'teʔ-nu; 'teʔ-'ka-nu
16.63	hope	'waš-'na-nu; 'ah-'čun-'dʸa-nu
16.65	faithful	'u'raʔ 'hu-mu
16.66	true	'u'ra-hu
16.67	lie, tell lies	'anbu-'ti-nu
16.68	deceit	'anbu-'tiʔ ['keran]-'ge-'kaa-nu
16.69	forgive	['peedun]-'ge-nu
16.71	good	'ʔura ~ 'uwa
16.72	bad	['Φaasu]
16.73	right, correct	'ʔura ~ 'uwa; 'šili
16.74	wrong	'u'ra-htu; 'u'raʔ 'hu-tʸu
16.76	fault	'uhča; '[kʷipa]; ['Φaata]
16.77	mistake, error	'tuh'le-nu
16.78	blame	'laa-'pu-nu; ['kʷipa]-'pu-nu
16.79	praise	'uu-sun-'di-nu
16.81	beautiful	'na'ra-hu; 'uu-'ke-ra
16.82	ugly	'uu-ke-'ra-htu; 'ata'ta-
16.83	greedy	'es-mu
16.84	clever	'dah-ka; ['bibu]
17.11	mind	'tenda; 'miš-pe
17.13	think (= reflect)	['pensan]-'ge-nu
17.14	think (= be of the opinion)	'ten-nu; 'tʸa-nu; ['pensan]-'ge-nu
17.15	believe	['keran]-'ge-nu ~ ['keen]-'ge-nu
17.16	understand	['a'seetan]-'ge-nu
17.17	know	'kee-mi-'ha-nu; 'mi-'ha-nu; 'mi-nu
17.171	guess	'tan-di-'yan-'gi-nu
17.172	imitate	'hun-'c̷an-ge 'ke-nu
17.18	seem	'ke-ra
17.19	idea, notion	['pensa]
17.21	wise	mi-; 'dah-ka
17.22	foolish, stupid	'ten-'ga-tʸu; ['tundu]
17.23	insane, crazy	'yuhka
17.24	learn	'mi-'ha-nu; 'kee-mi-'ha-nu
17.242	study	'kiika 'mi-'ha-nu; 'kee-mi-'ha-nu
17.25	teach	'mi-ha-'kaa-nu
17.26	pupil	'kiika 'wi-mu
17.27	teacher	['maš'turu]
17.28	school	['es'kʷela]
17.31	remember	'man-den-'ga-nu
17.32	forget	'paš-nu; 'man-'baš-nu
17.34	clear, plain	'keen-'ga-ya
17.35	obscure	'keen-ga-'ya-htu
17.36	secret	'maali 'mi-nu
17.37	sure, certain	'u'wa-in
17.38	explain	'mi-ha-'kaa-nu
17.41	intention, purpose	'c̷an-ge-'nu-c̷u
17.42	cause	'mitʸa; -kaa
17.43	doubt	
17.44	suspect	'c̷an-'dʸa-nu ~ 'c̷an-'den-nu
17.441	betray	
17.45	need, necessity	['menes'ten]-'den-nu
17.46	easy	'uu-'ke-nu(u); ['taa'hu]-htu
17.47	difficult	'lʸiʔpu; ['taahu]
17.48	try, attempt	'ke-ʔ-'kee-nu
17.49	way, manner	'c̷an-gen-'c̷u-mi
17.51	and	-ba ~ -ban ~ bain
17.52	because	'mitʸa
17.53	if	-'šu 'hun-'c̷a-ya
17.54	or	naa
17.55	yes, affirmative	'hee(n)
17.56	no, negative	-tʸu; -htu; -ʔ
17.61	how?	'neh-'t-aa; 'na-ih-tu; 'naaʔ-'ih-tu
17.62	how many?	'na-n; 'naa-'mee
17.63	how much?	'naa-n-či
17.64	what?	'ti-n; tʸee; 'tih-'tu-n
17.65	when?	'naa-ma
17.66	where?	'nu'ka-a; 'nunba
17.67	which?	'naa-hu
17.68	who?	'mu-n; 'muh-'tu-n
17.69	why?	'naa-ɲu; 'na-i-ɲu; 'ne-n-ɲu
18.11	voice	['pa'laa]
18.12	sing	'beesan-'ge-nu; 'beesa
18.13	shout, cry out	'uiʔ-nu
18.15	whisper	dus 'pa-nu
18.16	mumble	
18.17	whistle	'wi-'ke-nu; 'šušu-'ke-nu
18.18	shriek, screech	'wa-'ti-nu
18.19	howl	'uiʔ-nu
18.21	speak, talk	'pa-nu
18.211	stutter, stammer	'muʔ'muʔ-'pa-nu
18.22	say	'ti-nu; 'c̷an-'di-nu
18.221	tell story	['kʷinda]-'ke-nu
18.222	speech (make a)	['kʷinda]-'ke-nu
18.23	silent (be)	'dih'c̷aa-hu; 'dus ('hu- ~ 'pu- ~ ču-)
18.24	language	['pa'laa]; ['pa'laa]-či
18.26	word	['pa'laa]
18.28	name	'mu-mu
18.31	ask (question, inquire)	'pa-keʔ-'mee-nu ~ 'pa-'keʔ-me're-nu
18.32	answer	'pa-'ka-nu
18.33	admit, confess	'wa-in-nu; 'u'wa-in 'c̷aa-we 'ti-nu
18.34	deny	c̷a 'hu-tʸu 'ti-nu
18.35	ask, request	'paʔ-nu
18.36	promise	'c̷an-di-'pa-nu
18.37	refuse	
18.38	forbid	'ke-'kaan-'hu-tʸu
18.39	rebuke, scold	'ne-'pa-nu
18.41	call (=summon)	'mi-'ka-nu
18.42	call (=name)	'mu-mu 'pu-nu ~ 'mun-'bu-nu
18.43	announce	'haa-'ti-nu; 'wa-in-nu
18.44	threaten	'hee-'kaa-'pu-nu
18.45	boast	'dah-'pa-nu
18.51	write	'pii-'ke-nu; 'pi-lʸa
18.52	read	['len]-nu ~ ['len]-'ge-nu
18.56	paper	'kiika
18.57	pen	['lapi]-'seru
18.61	book	'kiika; ['li'buru]
18.67	poet	
18.71	flute	'puh'kuna
18.72	drum	'ku'nunu; ['bunbu]
18.73	horn, trumpet	'tʸuhtʸu
18.74	rattle	'čiki-'čiki
19.11	country	tu
19.12	one's native country	'na-ka-'ya-nu tu
19.15	city, town	['pe'bulu]
19.16	village	['pe'bulu]
19.17	boundary	'kapa
19.21	people (populace)	'ča'či-lʸa
19.23	tribe, clan	'bulu 'čači
19.24	chief, chieftain	'uɲi
19.25	staff, walking stick	'c̷uta; 'tʸutʸan-'čaali
19.31	rule, govern	['mandan]-'ge-nu; ['uuden]-'ge-nu
19.32	king, ruler	--
19.33	queen	--
19.36	noble, nobleman	
19.37	citizen, subject	'čači
19.41	master	ne ['taa'waša] 'ke-'kaa-mu
19.42	slave	ne ['taa'waša] 'ke-ʔ 'ku-mu
19.43	servant	'miyan 'čači; ['taa'waša] 'ke-mu
19.44	freeman	
19.45	command, order	['uuden]-'ge-nu; ['mandan]-'ge-nu
19.46	obey	'meen-'ge-nu
19.47	let, permit	-'kare ~ -'kaa
19.51	friend, companion	'kuma'nii; ['a'migu]
19.52	enemy	['kun'dara ~ 'kun'daa]
19.54	neighbor	'ka'len 'ču-mu
19.55	stranger	'ke-'ra-htu 'čači
19.56	guest	'ču-'weʔ-'na-mu
19.57	host	'ya ['du'weɲu]
19.58	help, aid	['a'yudan]-'ge-nu
19.59	hinder, prevent	'ke-'kaan-'hu-tʸu
19.61	custom	'c̷a-'mi-'ha-nu
19.62	strife, quarrel	'win-'ba-nu; ['pe'letu]
19.63	conspiracy, plot	'Φi'ruʔ 'ke-nu 'tʸa-nu
19.65	meet	'ka-'ta-nu
19.72	prostitute	'naʔ-'ba-a-sa 'c̷a-i-mu 'šinbu
20.11	fight (vb)	'win-'ge-nu
20.13	war, battle	
20.14	peace	'u'raʔ 'hu-
20.15	army	['suuta'du]-la
20.17	soldier	['suu'tadu]
20.21	weapons, arms	['heru 'kusas]
20.22	club	
20.222	battle-ax	'wiin-'ge-nu ['hača]
20.23	sling	'waan-'čuwa
20.24	bow	'waan-'čuwa
20.25	arrow	'muute; 'kaa 'c̷uta
20.26	spear	'c̷uta; ['lansa]
20.27	sword	'wiin-'ge-nu ['mašte]
20.28	gun, cannon	'i'lʸapan
20.31	armor (defensive)	['heru] 'hali
20.33	helmet	['heru 'sun'beru]
20.34	shield	['heru 'taʔpa]
20.35	fortress	
20.36	tower	'tʸutʸa; 'aa-'ka-tʸu ya
20.41	victory	'pui-nu
20.42	defeat	['bensa] 'i-nu
20.43	attack	'keʔ'a-nu
20.44	defend	['bale]'la-nu; ['bale] 'i-nu
20.45	retreat	'been'gaʔ 'mitʸa 'maa-nu
20.46	surrender	'ka-ku-'ti-nu
20.47	captive, prisoner	['pe'resu] 'ka-'ya-mu
20.471	guard, sentinel	['waadas]
20.48	booty, spoils	
20.49	ambush	'ka-ta-'ku-'tʸa-nu
20.51	fisherman	'ain-'ge-mu
20.52	fishhook	'beru; 'wen'gula
20.53	fishing line	'wen'guu 'čuwa
20.54	fishnet	['a'taaya]; 'waaku; 'šiya
20.55	fish trap	['ka'tanga]; 'pungu
20.56	bait	'panda
20.61	hunt	'heen-'dala 'hi-nu
20.62	shoot	'tʸaʔ-'ke-nu
20.63	miss (target)	'pui'te-nu 'tukiš-'ke-nu
20.64	trap (noun)	'ila
20.65	trap (vb)	'ila-'kaa-nu; 'ka-nu
21.11	law	[lei]
21.15	court	'ka'witu 'ke-'nu-nu
21.16	judge (vb)	'ka'witu 'ke-nu
21.17	judgment	'ka'witu 'ke-nu ['paate]
21.18	judge (noun)	'ka'witu 'ke-mu
21.21	plaintiff	['kʷipa] 'pu-mu
21.22	defendant	['kʷipa] 'wi-mu
21.23	witness	['tes'teku]; 'kee-'na-mu
21.24	swear	'u'wa-in 'c̷aa-we tiʔ 'pa-nu
21.25	oath	'u'wa-in 'c̷aa-we tiʔ 'pa-ɲu ['pa'laa]
21.31	accuse	['kʷipa] 'pu-nu
21.32	condemn	['kʷipa] puʔ ['paan]-'ge-'kaa-nu
21.33	convict (vb)	['kʷipa] 'ta-we 'ti-nu
21.34	acquit	['kʷipa] 'ta-htu 'ti-nu
21.35	guilty	['kʷipa] 'ta-
21.36	innocent	['kʷi'pa]-htu
21.37	penalty, punishment	'aste-'ke-nu
21.38	fine	['muuta]
21.39	prison, jail	['peesu ~ 'pe'resu]
21.42	murder	'ča'či-i-'tala 'tuʔ-nu
21.43	adultery	'wee 'ma-'c̷a-i-nu
21.44	rape	'tʸui-'ta-'diʔ 'Φi'ruʔ 'ke-nu
21.46	arson	'huʔ'keʔ ['kʷipa] 'wi-nu
21.47	perjury	'u'wa-in 'c̷an-'di-nu 'ti-tu-'ren 'anbu-'ti-nu
21.51	steal	'taan-'ge-nu
21.52	thief	'taa-nu
22.11	religion	['keran]-'ge-nu ['paate]
22.12	God	['dʸus]; [dʸus]-'apa
22.13	temple, church	['e'leša]
22.14	altar	['aata]
22.15	sacrifice, offering	'tu'te-ʔ 'kun-'c̷u-mi ['ani'maa]
22.16	worship	'tee-'di-nu ~ 'tele-'di-nu
22.17	pray	['dʸus]-ba ['kʷinda]-'ke-nu
22.18	priest	['pa'tere ~ 'pa'tee ~ 'pa'tee] 'ruku
22.19	holy, sacred	['dʸus]-či-n 'huu; ['dʸus]-či 'tene
22.22	preach	['dʸus]-'aʔ ['pa'laa] 'mi-ha-'kaa-nu
22.23	bless	'uu-'sun-'dʸaʔ 'pa-nu
22.24	curse	'Φi'ruʔ 'pa-nu
22.26	fast (vb)	['a'yunan]-'ge-nu
22.31	heaven	['selu]
22.32	hell	'ɲin-'baa-ša
22.35	demon (evil spirit)	'buʔ-'ču-lʸa; 'pi-'ču-lʸa; 'kume
22.37	idol	'či 'muute
22.42	magic, witchcraft, sorcery	'min-'ča ['kusas]
22.43	sorcerer, witch	'mi-'ruku; 'mi-šinbu
22.44	fairy, elf	'be'rehu; ['dʷende]
22.45	ghost, phantom	'uh-mu
22.47	omen, portent	'c̷a 'i-nu 'hu-we 'tiʔ 'wan-dʸ-a
