entry_id	trans_english	Thai_Dialect_Korat_Phonemic
9.5	nail	kiŋ.4 mai.4
9.56	glue	ka:n.4
9.6	smith, blacksmith	pɨ:ak.3 mai.4
9.61	forge	ja:ŋ.1
9.62	anvil	ton.4 pa:m.1
9.63	cast (metals)	ma.4 pha:u.4
9.64	gold	som.3; ma.4 na:u.2
9.65	silver	ma.4 muaŋ.4
9.66	copper, bronze	ton.4 kuai.4
9.67	iron	kuai.4
9.68	lead (noun)	ton.4 sai.2
9.69	tin, tinplate	ton.4 ma.4 kha:m.1
9.71	potter	la.4 kɔ:.1
9.72	mold (clay etc)	fa.5 laŋ.4
9.73	clay	ŋiu.4
9.74	glass	man.2
9.75	weave, plait	man.2 kɛ:u.1; man.2 the:t.4
9.76	basket	phɨ:ak.3
9.77	mat	man.2 sam.1 pa.5 laŋ.1
9.771	rug	buap.3; fak.4; fɛ:ŋ.2
9.78	netbag	fak.4 thɔ:ŋ.2; tɛ:ŋ.1; na:m.4 tau.4
9.79	fan (noun)	wa:i.1
9.791	fan (vb)	nɔ:.3 mai.4
9.81	carve	kɔ:.1 pai.3
9.82	sculptor	ʔɔ;i.4
9.83	statue	pa:.1 pau.4
9.84	chisel	tam.1 jɛ:.2
9.88	paint (noun)	het.5
9.89	paint (vb)	tham.2
10.11	move	tham.2 ŋa:n.2
10.12	turn over	kho:ŋ.4
10.13	turn around	phap.4
10.14	wind, wrap	phu:k.3
10.15	roll	kɛ.5
10.16	drop (vb)	so:.4
10.17	twist	chɨ:ak.4; da:i.3
10.21	rise	ŋɨ:an.4
10.22	raise, lift	ti:.1
10.23	fall	tɔi.3
10.24	drip	tat.5; sɔ:i.2
10.25	throw	tat.5
10.252	catch (ball)	pha:.3
10.26	shake	thɛ:ŋ.2; cɔ.5
10.32	flow	mi:t.4
10.33	sink	ta.5 kai.1
10.34	float	khuan.1
10.35	swim	khuan.1
10.351	dive	tɛ:k.3; hak.5
10.352	splash	hak.5
10.36	sail (vb)	pha:.3; jɛ:k.4
10.37	fly (vb)	chi:k.3
10.38	blow	lɔ:k.4 naŋ.1
10.41	creep, crawl	nuat.4; khat.5; thu:.1
10.412	kneel	chet.4
10.413	crouch	khɨŋ.1; jɨt.4
10.42	slide, slip	dɨŋ.1; la:k.4
10.43	jump, leap	cok.5
10.431	kick	phɛ:.3
10.44	dance	hɔ:i.3
10.45	walk	kot.5
10.451	limp	bit.5; bi:p.3; khan.4
10.46	run	lin.2
10.47	go	la:ŋ.4
10.471	go up	pat.5
10.472	climb	mai.4 pat.5
10.473	go down	khɨ:aŋ.4 mɨ:.2
10.474	go out	cha:ŋ.4 mai.4
10.48	come	jok.4
10.481	come back	cɔ.5; thɛ:ŋ.2
10.49	go away, depart	khuan.4
10.491	disappear	lɨai.4
10.51	flee	khɔ:n.4
10.52	follow	ta.5 pu:.1
10.53	pursue	ka:u.1
10.55	reach, arrive	cha:ŋ.4 ti:.1 lek.5
10.56	approach	ti:.1 lek.5
10.57	enter	thaŋ.4
10.61	carry (bear)	lɔ:.3; phim.2
10.612	carry-in-hand	thɔ:ŋ.2; kham.2
10.613	carry-on-shoulder	ŋɣn.2
10.614	carry-on-head	thɔ:ŋ.2 lɨ:aŋ.1; thɔ:ŋ.2 dɛ:ŋ.1
10.615	carry-underarm	lek.5
10.62	bring	ta.5 ku:a.3
10.63	send	di:.1 buk.5
10.64	lead (vb)	khɨ:aŋ.4 din.1 phau.1
10.65	drive	bɛ:p.3
10.66	ride	din.1 niau.1
10.67	push, shove	ka.5 cok.5
10.71	road	thak.5; thɔ:.2
10.72	path	ta.5 ka:.4; ka.5 ca:t.3; ka.5 buŋ.1
10.74	bridge	ka.5 doŋ.4
10.75	carriage, wagon, cart	sɨ:a.3
10.76	wheel	phom.2
10.77	axle	thuŋ.1
10.78	yoke	phat.4
10.81	ship	phat.4
10.83	boat	sa.5 lak.5
10.831	canoe	lu:p.4 lɔ:.3; lu:p.4 pan.4
10.832	outrigger	siu.3; sa.5 lak.5
10.84	raft	si:.1
10.85	oar	wa:t.4 lu:p.4; tha:.2 si:.1
10.851	paddle (noun)	khɨ:an.4 wai.1
10.852	row (vb)	khwam.4
10.86	rudder	mun.1
10.87	mast	muan.4; hɔ:.3; mun.1
10.88	sail (noun)	muan.4
10.89	anchor	tok.5
10.91	harbor, port	ti:p.3; bit.5
10.92	land (vb)	khum.3
11.11	have	jok.4
11.12	own, possess	tok.5
11.13	take	jot.5
11.14	seize, grasp	khuaŋ.4
11.15	hold	jo:n.2; wi:aŋ.3
11.16	get, obtain	chap.2
11.17	keep, retain	jo:k.4
11.18	thing	lai.1
11.21	give	com.1
11.22	give back	na:m.4 thuam.4
11.24	preserve, look after	lɔ:i.2
11.25	save, rescue	wa:i.4 na:m.4
11.27	destroy	mut.4 na:m.4
11.28	harm, injure, damage	ka.5 den.1
11.31	seek, look for	pha:i.2 lɨ:a.2
11.32	find	bin.1
11.33	lose	pau.3
11.34	release, let go	kha:n.2
11.43	money	khuk.4 khau.3
11.44	coin	mɔ:p.3
11.51	rich	lɨ:n.4
11.52	poor	ka.5 do:t.3
11.53	beggar	te.5
11.54	avaricious, stingy	lam.2 woŋ.2
11.61	lend	dɣ:n.1
11.62	borrow	kha.5 jo:k.4 kha.5 je:k.4
11.63	owe	wiŋ.4
11.64	debt	pai.1
11.65	pay (vb)	khum.3
11.66	account, reckoning	khum.3
11.69	tax, tribute	loŋ.2
11.77	hire	ʔɔ:k.3 pai.1
11.78	wages	ji:ap.3
11.79	earn	ma:.2
11.81	buy	kap.5 ma:.2; kap.5
11.82	sell	ʔɔ:k.3 pai.1
11.83	trade, barter	ha:i.1
11.84	merchant	ni:.1
11.85	market (place)	ta:m.1
11.86	store, shop	wiŋ.4 ta:m.1
11.87	price	ma:.2 thɨŋ.1
11.88	dear (costly, expensive)	kɨ:ap.3 thɨŋ.1
11.89	cheap	khau.3
11.91	share (distribute)	bɛ:k.3
11.92	weigh	thɨ:.1
12.1	after	bɛ:k.3; ha:m.1
12.11	behind	thɣ:n.2
12.2	beside	ni:p.3
12.3	down, below	bɛ:k.3
12.4	before	ha:p.3; ha:m.1
12.41	front	thɨ:.1 ma:.2
12.5	inside, in	soŋ.3
12.6	outside	nam.2
12.7	under	khap.5
12.8	up, above	khap.5
12.11	place	phak.5
12.12	put	tha.5 non.1
12.13	sit	tha:ŋ.2 dɣ:n.1
12.14	lie down	ta.5 pha:n.2
12.15	stand	ki:an.1
12.16	remain, stay	lɔ:.4
12.17	remains, left overs	phau.2
12.21	collect, gather	ʔɛ:k.3
12.212	pick up	lɨ:a.2
12.213	pile up	lɨ:a.2
12.22	join, unite	lɨ:a.2
12.23	separate	thun.4
12.232	divide	phɛ:.2
12.24	open	pha:i.2
12.25	shut, close	mai.4 pha:i.2
12.26	cover	pha:i.2
12.27	hide, conceal	ha:ŋ.1 sɨ:a.1
12.31	high	ka.5 do:ŋ.1
12.32	low	bai.1 rɨ:a.2
12.33	top	sa.5 mɔ:.1 rɨ:a.2
12.34	bottom	tha:.4 rɨ:a.2
12.35	end	khɨn.3 faŋ.3
12.352	pointed	mi:.2
12.353	edge	khɔ:ŋ.1 ku:.1
12.36	side	ʔau.1
12.37	middle, center	kam.1
12.41	right (side)	hiu.3
12.42	left (side)	ʔom.1
12.43	near (adv)	dai.4
12.44	far (adv)	siŋ.3 khɔ:ŋ.1
12.45	east	hai.3
12.46	west	khɨ:n.2
12.47	north	du:.1 lɛ:.2; lak.4 sa:.1
12.48	south	chuai.4 lɨ:a.2
12.53	grow	tham.2 la:i.2
12.54	measure	tham.2 hai.3 sia.1 ha:i.1; tham.2 hai.3 ba:t.3 cep.5
12.541	span, fathom	khon.4 ha:.1
12.55	large, big	pa.5
12.56	small, little	ha:i.1
12.57	long	pɔi.3
12.58	tall	ŋɣn.2
12.59	short	ŋɣn.2
12.61	wide, broad	ruai.2
12.62	narrow	con.1
12.63	thick (in dimension)	khɔ:.1 tha:n.2
12.65	thin (in dimension)	khi:.3 ta.5 ni:.3
12.67	deep	hai.3 jɨ:m.1
12.68	shallow	jɨ:m.1; jɨ:m.1
12.71	flat	pen.1 ni:.3
12.73	straight	ni:.3
12.74	crooked	ca:i.3
12.75	hook	ban.1 chi:.2
12.76	corner	pa:.2 si:.1
12.77	cross	ca:ŋ.4
12.78	square	kha:.4 ca:ŋ.4
12.81	round	dai.4
12.82	circle	sɨ:.4
12.83	sphere, ball	kha:i.1
12.84	line	pli:an.3 kan.1
12.85	hole	phɔ:.4 kha:.4
12.92	like, similar	ta.5 la:t.3
12.93	change	la:n.4 kha:.4
13.0	zero, nothing	ra:.2 kha:.2
13.1	one	phɛ:ŋ.2
13.2	two	thu:k.3
13.3	three	cɛ:k.3
13.4	four	chaŋ.4
13.5	five	thi:.2 laŋ.1
13.6	six	kha:ŋ.3 laŋ.1
13.7	seven	kha:ŋ.3 kha:ŋ.3
13.8	eight	kha:ŋ.3 tam.3
13.9	nine	kɔ:n.3
13.10	ten	tha:ŋ.2 na:.3
13.101	eleven	kha:ŋ.3 nai.2
13.102	twelve	kha:ŋ.3 nɔ:k.4
13.103	fifteen	kha:ŋ.3 tam.3
13.104	twenty	bon.1
13.105	hundred	sa.5 tha:n.1 thi:.4
13.106	thousand	wa:ŋ.2
13.107	count	naŋ.4
13.14	every, all	nɔ:n.2
13.15	much, many	jɨ:n.1
13.16	more	ju:.3
13.17	little (quantity), few	khɔ:i.2
13.18	enough	khɔ:ŋ.1 lɨ:a.1
13.181	some	kep.5
13.19	multitude, crowd	kep.5
13.21	full	sum.1
13.22	empty	tɔ:.3
13.23	part, piece	jɛ:k.4
13.24	half	bɛ:ŋ.3
13.33	alone, only	pɣ:t.3
13.34	first	pɣ:t.3 ta:.1
13.35	last	pit.5
13.36	second	lap.5 ta:.1
13.37	pair	pok.5
13.38	two times	suk.4
13.42	third	su:ŋ.1
13.44	three times	tam.3
14.11	time	su:ŋ.1 sut.5
14.12	age	tam.3
14.13	new	cop.2
14.14	young	lɛ:m.1
14.15	old	khɔ:p.3
14.16	early	khɔ:p.3
14.17	late	ka:ŋ.1
14.18	now	la.4 wa:ŋ.3
14.19	immediately	khwa:.1
14.21	swift, fast, quick	sa:i.4
14.22	slow	kai.4; kai.1
14.23	hasten, hurry	ta.5 wan.2 ʔɔ:k.2
14.24	retard, delay	ta.5 wan.2 tok.5
14.25	begin, beginning	pa.5 ti:n.1
14.252	last, endure	hua.1 nɔ:n.2
14.26	end (temporal)	jai.3
14.27	finish	ha:ŋ.3
14.28	cease, stop	jai.3
14.29	ready	lek.4
14.31	always	ja:u.2
14.32	often	su:ŋ.1
14.33	sometimes	tam.3
14.331	soon	khwa:ŋ.4
14.332	long-time (for a)	khɛ:p.4
14.34	never	na:.1
14.35	again	nua.2
14.41	day	ba:ŋ.1
14.42	night	lɨk.4
14.43	dawn	tɨ:n.4
14.44	morning	sa.5 mɣ:.1
14.45	noon, midday	toŋ.1
14.451	afternoon	khot.4
14.46	evening	ta.5 khɔ:.1
14.47	today	mum.2
14.48	tomorrow	ka:.1 ka.5 ba:t.3
14.481	day-after-tomorrow	si:.3 li:am.3
14.49	yesterday	kom.1
14.491	day-before-yesterday	woŋ.2 kom.1
14.51	hour	lu:k.4 bɔ:n.1
14.53	clock, timepiece	sen.3
14.61	week	pho:ŋ.2
14.62	Sunday	khɨ:.2 kan.1
14.63	Monday	pli:an.3
14.64	Tuesday	pa:u.3
14.65	Wednesday	nɨŋ.3
14.66	Thursday	sɔ:ŋ.1
14.67	Friday	sa:m.1
14.68	Saturday	si:.3
14.71	month	ha:.4 (ha:.3)
14.73	year	hok.2
14.74	winter	cet.5
14.75	spring	pɛ:t.3
14.76	summer	ka:u.4
14.77	autumn	sip.5
14.78	season	sip.5 ʔet.5
15.21	smell (vb intrans)	sip.5 sɔ:ŋ.1
15.212	sniff	sip.5 ha:.4 (sip.5 ha:.3)
15.22	smell (vb trans)	ji:.4 sip.5
15.25	fragrant, good smelling	lɔ:i.4
15.26	stinking, bad smelling	phan.2
15.31	taste	nap.4
15.35	sweet	thaŋ.4 mot.5
15.36	salty	ma:k.4
15.37	bitter	ma:k.4 kwa:.3
15.38	acid, sour	nit.4 diau.1
15.39	brackish	phɔ:.2
15.41	hear	bɣ:ŋ.4
15.42	listen	mu:.3
15.44	sound, noise	tem.1
15.45	loud	ʔim.3
15.46	quiet, silence	wa:ŋ.4
15.51	see	ʔan.1
15.52	look, look at	khɨŋ.4
15.55	show	diau.1
15.56	shine	kɔ:n.3
15.57	bright	lo:.3
15.61	color	thi:.4 sɔ:ŋ.1
15.62	light (in color)	khu:.4
15.63	dark (in color)	sɔ:ŋ.1 thi:.2
15.64	white	thi:.4 sa:m.1
15.65	black	sa:m.1 thi:.2
15.66	red	we:.2 la:.2
15.67	blue	ʔa:.1 ju.4
15.68	green	mai.3
15.69	yellow	kau.3
15.71	touch	thau.3
15.712	pinch	ŋɔ:k.3
15.72	feel	cha:u.4
15.74	hard	sa:i.1
15.75	soft	tɔ:n.1 ni:.4
15.76	rough	diau.1 ni:.4
15.77	smooth	reu.2
15.78	sharp	cha:.4
15.79	blunt, dull	duan.3
15.81	heavy	sa:i.1
15.82	light (in weight)	thi:.2 lɛ:k.3
15.83	wet, damp	ʔot.5 thon.2
15.84	dry	cop.5
15.85	hot	set.5
15.851	warm	jut.5
15.86	cold	phlɔ:m.4
15.87	clean	sa.5 mɣ:.1
15.88	dirty, soiled	bɔi.3
15.89	wrinkled	ba:ŋ.1 thi:.2
16.11	soul, spirit	cak.5 khlu:.4
16.15	surprised, astonished	na:n.2
16.18	good fortune, luck	mai.4 khɣ:i.2
16.19	misfortune, bad luck	cak.5 thi:.2
16.23	joyful, glad, happy	ka:ŋ.1 wan.2
16.25	laugh	ka:ŋ.1 khɨ:n.2
16.251	smile	tɔ:n.1 cha:u.4
16.26	play	tɔ:n.1 cha:u.4
16.27	love	tɔ:n.1 ka:ŋ.1 wan.2
16.29	kiss	tɔ:n.1 ka:ŋ.1 wan.2; tɔ:n.1 ka:ŋ.1 wan.2
16.3	embrace	tɔ:n.1 kham.4
16.31	pain	wan.2 ni:.4
16.32	grief, sorrow, sadness	phuŋ.4 ni:.4
16.33	anxiety, worry	ma.4 lɨ:n.2 ni:.4
16.34	regret, be sorry	mɨ:a.4 wa:n.2 ni:.4
16.35	pity	mɨ:a.4 wa:n.2 sɨ:n.2
16.37	cry, weep	chua.4 mo:ŋ.2
16.38	tear (noun)	na:.2 li.4 ka:.1
16.39	groan	ʔa:.1 thit.4
16.41	hate	wan.2 ʔa:.1 thit.4
16.42	anger	wan.2 can.1
16.44	envy, jealousy	wan.2 ʔaŋ.1 kha:n.2
16.45	shame (noun)	wan.2 phut.4
16.48	proud	wan.2 pha.4 lɨ.4 hat.5
16.51	dare	wan.2 suk.5
16.52	brave	wan.2 sau.1
16.53	fear, fright	dɨ:an.1
16.54	danger	pi:.1
16.62	desire, want	ja:m.2 na:u.1
16.622	choose	ja:m.2 rɔ:n.4
16.63	hope	ja:m.2 lɛ:ŋ.4
16.65	faithful	ja:m.2 fon.1
16.66	true	ja:m.2
16.67	lie, tell lies	klin.3
16.68	deceit	dom.1
16.69	forgive	dom.1
16.71	good	klin.3 hɔ:m.1
16.72	bad	klin.3 men.1
16.73	right, correct	rot.4 cha:t.4
16.74	wrong	cɨ:t.3
16.76	fault	wa:n.1
16.77	mistake, error	khem.2
16.78	blame	khom.1
16.79	praise	pliau.4
16.81	beautiful	klɔ:i.3
16.82	ugly	dai.4 jin.2
16.83	greedy	faŋ.2
16.84	clever	si:aŋ.1
17.11	mind	si:aŋ.1 daŋ.1
17.13	think (= reflect)	ŋi:ap.4
17.14	think (= be of the opinion)	hen.1
17.15	believe	mɔ:ŋ.2
17.16	understand	sa.5 dɛ:ŋ.1
17.17	know	sɔ:ŋ.3
17.171	guess	cɛ:ŋ.4
17.172	imitate	si:.1
17.18	seem	si:.1 ca:ŋ.1
17.19	idea, notion	si:.1 kɛ:.3
17.21	wise	si:.1 kha:u.1
17.22	foolish, stupid	si:.1 dam.1
17.23	insane, crazy	si:.1 dɛ:ŋ.1
17.24	learn	si:.1 na:m.4 ŋɣn.2; si:.2 fa:.2
17.242	study	si:.1 khiau.1
17.25	teach	si:.1 lɨ:aŋ.1
17.26	pupil	tɔ.5
17.27	teacher	ni:p.3; bi:p.3; jik.5
17.28	school	ru:.4 sɨk.5
17.31	remember	khɛ:ŋ.1
17.32	forget	le:n.2
17.34	clear, plain	ʔɔ:n.3
17.35	obscure	ta.5 luk.5
17.36	secret	sa.5 mɣ:.1
17.37	sure, certain	khom.2
17.38	explain	khi:.3 thɣ:.4
17.41	intention, purpose	nak.5
17.42	cause	bau.1
17.43	doubt	pi:ak.3
17.44	suspect	hɛ:ŋ.3; hɛ:ŋ.3
17.441	betray	ta:k.3
17.45	need, necessity	rɔ:n.4
17.46	easy	ʔun.3
17.47	difficult	na:u.1; sa.5 ʔa:t.3
17.48	try, attempt	pɨ:an.4
17.49	way, manner	jap.4
17.51	and	win.2 ja:n.2
17.52	because	tok.5 cai.1; ŋɨt.4
17.53	if	duaŋ.1 di:.1
17.54	or	khɔ.4 la:i.4
17.55	yes, affirmative	di:.1 cai.1
17.56	no, negative	hua.1 lɔ.4
17.61	how?	jim.4
17.62	how many?	len.4
17.63	how much?	rak.4
17.64	what?	cu:p.3
17.65	when?	kɔ:t.3
17.66	where?	cep.5
17.67	which?	si:a.1 cai.1
17.68	who?	nak.5 cai.1
17.69	why?	si:a.1 cai.1
18.11	voice	soŋ.1 sa:n.1
18.12	sing	rɔ:ŋ.4 hai.3
18.13	shout, cry out	na:m.4 ta:.1
18.15	whisper	cep.5 puat.3
18.16	mumble	kli:at.3
18.17	whistle	khi:at.3
18.18	shriek, screech	hu:aŋ.1
18.19	howl	ʔa:i.1
18.21	speak, talk	di:.1 cai.1
18.211	stutter, stammer	ka:.4
18.22	say	ʔa:i.1
18.221	tell story	mai.4 klua.1
18.222	speech (make a)	klua.1
18.23	silent (be)	klua.1
18.24	language	ja:k.3 dai.4
18.26	word	lɨ:ak.4
18.28	name	waŋ.1
18.31	ask (question, inquire)	troŋ.1 pai.1 troŋ.1 ma:.2
18.32	answer	ciŋ.1
18.33	admit, confess	khi:.3 pot.2
18.34	deny	khi:.3 pot.2
18.35	ask, request	jok.4 tho:t.4
18.36	promise	di:.1
18.37	refuse	le:u.2
18.38	forbid	thu:k.3
18.39	rebuke, scold	phit.5
18.41	call (=summon)	sa.5 phlau.4
18.42	call (=name)	si:a.1
18.43	announce	tam.1 ni.5
18.44	threaten	jok.4 jɔ:ŋ.4
18.45	boast	suai.1
18.51	write	na:.4 kli:at.3
18.52	read	ta.5 ka.5
18.56	paper	cha.5 la:t.3
18.57	pen	cai.1
18.61	book	khit.4
18.67	poet	khit.4
18.71	flute	chɨ:a.4
18.72	drum	khau.3 cai.1
18.73	horn, trumpet	ru:.4 cak.5
18.74	rattle	dau.1
19.11	country	li:an.4 bɛ:p.3
19.12	one's native country	khɨ:.2 kan.1
19.15	city, town	khit.4
19.16	village	cha.5 la:t.3
19.17	boundary	ŋo:.4
19.21	people (populace)	ba:.4
19.23	tribe, clan	ri:an.2
19.24	chief, chieftain	ri:an.2
19.25	staff, walking stick	sɔ:n.1
19.31	rule, govern	nak.4 li:an.2
19.32	king, ruler	khlu:.2
19.33	queen	lo:ŋ.2 ri:an.2
19.36	noble, nobleman	cam.1
19.37	citizen, subject	lɨ:m.2
19.41	master	chat.4 ce:n.1
19.42	slave	ca.5 hen.1 mai.4 hen.1
19.43	servant	khwa:m.2 lap.4
19.44	freeman	man.4 cai.1
19.45	command, order	bɔ:k.3
19.46	obey	taŋ.4 cai.1
19.47	let, permit	sa:.1 he:t.3
19.51	friend, companion	laŋ.2 le:.2
19.52	enemy	soŋ.1 sai.1
19.54	neighbor	hak.5 laŋ.1
19.55	stranger	ja:k.3 dai.4
19.56	guest	ŋa:i.4
19.57	host	ja:k.4; mi:.2 pan.1 ha:.1
19.58	help, aid	pha.4 ja:.2 ja:m.2
19.59	hinder, prevent	tha:.4 tha:ŋ.2
19.61	custom	lɛ.4
19.62	strife, quarrel	phɔ.4
19.63	conspiracy, plot	tha:.4 (tha:.3)
19.65	meet	lɨ:.1
19.72	prostitute	chai.4
20.11	fight (vb)	mai.4
20.13	war, battle	ja:ŋ.3 ŋai.1
20.14	peace	thau.4 rai.2
20.15	army	thau.4 rai.2
20.17	soldier	ʔa.5 lai.1
20.21	weapons, arms	mɨ:a.4 lai.2
20.22	club	ka.5 nai.1
20.222	battle-ax	ʔan.1 nai.1
20.23	sling	khai.2
20.24	bow	tham.2 mai.2
20.25	arrow	ʔan.1 ni:.4
20.26	spear	ka.5 ni:.4
20.27	sword	ka.5 nan.4
20.28	gun, cannon	ka.5 nan.4
20.31	armor (defensive)	si:aŋ.1
20.33	helmet	rɔ:ŋ.4 phle:ŋ.2
20.34	shield	phle:ŋ.2
20.35	fortress	ta.5 ko:n.1
20.36	tower	ka.5 sip.4
20.41	victory	bon.3
20.42	defeat	phiu.1 pa:k.3
20.43	attack	ta.5 ko:n.1
20.44	defend	ŋɔ:n.1
20.45	retreat	phu:t.4
20.46	surrender	phu:t.4 ʔaŋ.4
20.47	captive, prisoner	phu:t.4
20.471	guard, sentinel	lau.4 hai.3 faŋ.2
20.48	booty, spoils	lau.4
20.49	ambush	ŋi:ap.4
20.51	fisherman	pha:.2 sa:.1
20.52	fishhook	kham.2
20.53	fishing line	chɨ:.4
20.54	fishnet	tha:m.1
20.55	fish trap	tɔ:p.3
20.56	bait	jɔ:m.2 rap.4
20.61	hunt	mai.4 ʔau.1
20.62	shoot	khɔ:.1 rɔŋ.4
20.63	miss (target)	san.1 ja:.2
20.64	trap (noun)	mai.4 ʔau.1
20.65	trap (vb)	ja:.3
21.11	law	ti.5
21.15	court	ri:ak.4
21.16	judge (vb)	ri:ak.4
21.17	judgment	pa.5 ka:t.3
21.18	judge (noun)	khu:.3
21.21	plaintiff	khi:.3 ʔuat.3
21.22	defendant	khi:an.1
21.23	witness	ʔa:n.3
21.24	swear	ka.5 da:t.3
21.25	oath	pa:k.3 ka:.1
21.31	accuse	naŋ.1 sɨ:.1
21.32	condemn	ka.5 wi:.2
21.33	convict (vb)	klui.3
21.34	acquit	kɔ:ŋ.1
21.35	guilty	trɛ:.1
21.36	innocent	rua.2
21.37	penalty, punishment	pa.5 the:t.4
21.38	fine	ba:n.4 dɣ:m.1
21.39	prison, jail	mɨ:aŋ.2
21.42	murder	mu:.3 ba:n.4
21.43	adultery	cha:i.2 dɛ:n.1
21.44	rape	khon.2 thai.1
21.46	arson	nɛ:u.2
21.47	perjury	hua.1 na:.3
21.51	steal	mai.4 cak.5 ka.5 thau.4
21.52	thief	du:.1 lɛ:.2
22.11	religion	ca:u.4
22.12	God	ca:u.4
22.13	temple, church	khon.2 jai.3
22.14	altar	khon.2
22.15	sacrifice, offering	ca:u.3 na:i.2
22.16	worship	tha:t.4
22.17	pray	khon.2 chai.4
22.18	priest	ca:u.4 na:i.2
22.19	holy, sacred	kham.2 saŋ.3
22.22	preach	chɨ:a.4
22.23	bless	ʔa.5 nu.4 ja:t.4
22.24	curse	mu:.3
22.26	fast (vb)	khu:.4 ʔa.5 li.5
22.31	heaven	phɨ:an.4 ba:n.4
22.32	hell	khon.2 ta:ŋ.3 na:.3
22.35	demon (evil spirit)	khɛ:k.3
22.37	idol	ca:u.4 pha:p.4
22.42	magic, witchcraft, sorcery	chuai.4
22.43	sorcerer, witch	pɔŋ.4 kan.1
22.44	fairy, elf	pa.5 phe:.2 ni:.2
22.45	ghost, phantom	thi:aŋ.1 kan.1
22.47	omen, portent	wa:ŋ.2 ma:k.3
	pa.5
	ka.5 li:.3
	tɔ:.3 su:.3
	soŋ.1 khra:m.2
	jut.5
	kɔ:ŋ.1 thap.4
	tha.4 ha:n.1
	ʔa:.1 wut.4
	ta.5 bɔ:ŋ.1
	khuan.1
	ja:ŋ.2 ka.5 sun.1
	lu:k.4 dɔ:k.3
	tha.4 nu:.2
	hɔ:k.3
	da:p.3
	pɨ:n.1; pɨ:n.1 jai.3
	kɔ.5
	muak.3 lek.5
	lo:.4
	pa.5 tu:.1
	hɔ:.1 khɔ:i.2
	cha.4 na.4
	cha.4 na.4
	co:m.1 ti:.1
	pɔŋ.4 kan.1
	thɔ:i.1
	jɔ:m.2
	khon.2 khuk.4
	ja:m.2
	khɔ:ŋ.1 kha.5 mo:i.2
	dak.5
	cha:u.2 pa.5 moŋ.2
	khɛ:n.1 bet.5
	khɔ:.1 bet.5
	sa:i.1 bet.5
	hɛ:.1
	sai.2
	jɨ:a.3
	ha:.1
	phra:n.2
	jiŋ.2
	leŋ.2
	jiŋ.2 mai.4 thu:k.4
	kap.5 dak.5
	pai.1 lɔ:.4
	kot.5 ma:i.1
	sa:n.1
	tat.5 sin.1
	tat.5 sin.1
	sa:n.1
	co:t.3
	cam.1 lɣ:i.2
	pha.4 ja:n.2
	sa:.1 ba:n.1
	sa:.1 ba:n.1
	sai.3 ra:i.4
	da:.3
	tat.5 sin.1
	tat.5 sin.1
	ru:.4 tua.1
	mai.4 ru:.4 lɨ:aŋ.4
	loŋ.2 tho:t.4
	plap.5
	khuk.4
	kha:.3
	chu:.4
	khom.3 khɨ:n.1
	cut.5
	khi:.3 pot.5
	kha.5 mo:i.2
	co:n.1
	kha.5 mo:i.2
	sa:t.3 sa.5 na:.1
	phra.4 cau.4
	bo:t.3; wat.4
	to.5 bu:.1 cha:.2
	khlɨ:aŋ.4 sen.4
	bu:.1 cha:.2
	suat.3 mon.2
	phla.4
	khlaŋ.1
	the:t.4
	hai.3 pɔ:n.2
	chɛ:ŋ.4
	ʔot.5
	sa.5 wan.1
	na.4 lok.4
	phi:.1
	lu:p.4 pan.4
	kha:.5 tha:.1
	mɔ:.1 phi:.1
	the:.2 wa.4 da:.1
	phi:.1
	la:ŋ.2
