entry_id	trans_english	Romani_Phonemic
11.91	share (distribute)	[hulav-]
11.92	weigh	[kinterisar]
12.1	after	pala
12.11	behind	pala
12.2	beside	paša
12.3	down, below	tele
12.4	before	angla
12.41	front	angla ~ angle; mayanglal
12.5	inside, in	ande
12.6	outside	avri
12.7	under	tela
12.8	up, above	opre
12.11	place	tʰan
12.12	put	tʰo-
12.13	sit	beš-
12.14	lie down	pašliuv-
12.15	stand	beš-; tʰer-
12.16	remain, stay	ašʸ-
12.17	remains, left overs	ašʸilimos
12.21	collect, gather	kʸid- ~ c̷id-
12.212	pick up	kʸid- ~ c̷id-
12.213	pile up	kʸid-
12.22	join, unite	asba-
12.23	separate	[hulav-]
12.232	divide	[hulav-]
12.24	open	pitr-; pʰutr
12.25	shut, close	pʰand-
12.26	cover	vušar-
12.27	hide, conceal	garav-
12.31	high	vučo
12.32	low	c̷ino ~ c̷igno
12.33	top	gor
12.34	bottom	[fundo]
12.35	end	gor
12.352	pointed	[skuc̷ome]
12.353	edge	[dunga]; gor; [podži]
12.36	side	rig
12.37	middle, center	maškar
12.41	right (side)	čačo
12.42	left (side)	[stingo]
12.43	near (adv)	paše
12.44	far (adv)	dur
12.45	east	kʰameske; iklimaski rig; kʰamesko iklipe
12.46	west	divesesko; kʰamesko pʰagipe; kʰamesko pašlʸipe; kʰameske pašlʸimaski rig
12.47	north	čači rig
12.48	south	rig tele
12.53	grow	bariuv-
12.54	measure	[mesurisar-]
12.541	span, fathom	empan; o buxlipe; šov punʀe
12.55	large, big	baro
12.56	small, little	c̷ino ~ c̷igno
12.57	long	[lungo]
12.58	tall	vučo
12.59	short	[skurto]
12.61	wide, broad	buhlo
12.62	narrow	tang
12.63	thick (in dimension)	tʰulo
12.65	thin (in dimension)	kislo; sano
12.67	deep	[adinko]
12.68	shallow	c̷iknoʀo; nai dur tele
12.71	flat	[vorta]
12.73	straight	[vorta]
12.74	crooked	bango
12.75	hook	[kirligo]
12.76	corner	[kolc̷o]
12.77	cross	trušul
12.78	square	štare gorenc̷a
12.81	round	[oblo]
12.82	circle	[kolo]
12.83	sphere, ball	[menc̷ia]
12.84	line	[linia]
12.85	hole	[groapa]
12.92	like, similar	sar
12.93	change	paʀuv-
13.0	zero, nothing	kʰanči; [ništa]
13.1	one	ekʰ ~ yekʰ
13.2	two	dui
13.3	three	trin
13.4	four	štar
13.5	five	panž ~ pandž
13.6	six	šov
13.7	seven	[efta]
13.8	eight	[oxto]
13.9	nine	[inia]
13.10	ten	deš
13.101	eleven	deš-u-yekʰ
13.102	twelve	deš-u-dui
13.103	fifteen	deš-u-panž
13.104	twenty	biš
13.105	hundred	šel
13.106	thousand	[mia]; gʸin ~ dʸin
13.107	count	dʸin ~ gʸin
13.14	every, all	sa; savoʀo; savoʀe
13.15	much, many	but
13.16	more	[mai]
13.17	little (quantity), few	[c̷ira]
13.18	enough	[dosta]
13.181	some	[vuni]; kak; [c̷ira]; [voare]
13.19	multitude, crowd	[narodo]
13.21	full	pʰerdo
13.22	empty	nango
13.23	part, piece	[partia]
13.24	half	dopaš ~ paš
13.33	alone, only	korkoʀo; [feri]; [numa]
13.34	first	yekʰto; avgo
13.35	last	palatuno; palal
13.36	second	duito
13.37	pair	žʸuto
13.38	two times	duvar
13.42	third	trito; yekʰ partia anda trin
13.44	three times	trivar
14.11	time	[vremea]; [c̷iros]
14.12	age	pʰurimos ~ pʰuripe; pʰerdebrešengo
14.13	new	nevo
14.14	young	terno
14.15	old	purano; pʰuro
14.16	early	anda i riat; tehiario
14.17	late	[pozno]
14.18	now	akana
14.19	immediately	akanaš
14.21	swift, fast, quick	[fugo]; sigo
14.22	slow	loko
14.23	hasten, hurry	[sidzar-]
14.24	retard, delay	ker- te ažiuker-
14.25	begin, beginning	[kezdisar-]
14.252	last, endure	anker-
14.26	end (temporal)	gor
14.27	finish	[fersosav-]
14.28	cease, stop	ašʸ-
14.29	ready	[gata]
14.31	always	sa
14.32	often	[sagda]
14.33	sometimes	[voare-] kana; butivar; [vunivar]
14.331	soon	akanaš
14.332	long-time (for a)	but vriamia
14.34	never	[šoha]
14.35	again	pale
14.41	day	dies
14.42	night	riat
14.43	dawn	[zori]
14.44	morning	[dimniac̷a]
14.45	noon, midday	[miažic̷o]; [mizmeri]
14.451	afternoon	pala o [mizmeri]
14.46	evening	riat; blevel
14.47	today	avdies
14.48	tomorrow	[tehara]; [tʰaisa]
14.481	day-after-tomorrow	o kaver [teara]
14.49	yesterday	aratʸi
14.491	day-before-yesterday	kol diesendar
14.51	hour	[časo]
14.53	clock, timepiece	[časo]
14.61	week	[kurko]
14.62	Sunday	[kurko]
14.63	Monday	[luya]
14.64	Tuesday	[marc̷i]
14.65	Wednesday	[tetradži]
14.66	Thursday	[pevc̷i]; [zoya]
14.67	Friday	[paraštuyi]
14.68	Saturday	[savato]
14.71	month	šon
14.73	year	berš
14.74	winter	yivend
14.75	spring	[primovara]
14.76	summer	milai; lilai
14.77	autumn	[toamna]
14.78	season	[vriamec̷]
15.21	smell (vb intrans)	kʰand-
15.212	sniff	šung-
15.22	smell (vb trans)	šung-
15.25	fragrant, good smelling	kʰand-
15.26	stinking, bad smelling	kʰand-
15.31	taste	[zumav-pe]
15.35	sweet	guglo
15.36	salty	londo
15.37	bitter	[kerko]
15.38	acid, sour	šutlo
15.39	brackish	kerno pai; kerko pai; nai guglo; pai nai guglo
15.41	hear	ašun-
15.42	listen	ašun-
15.44	sound, noise	bašimos
15.45	loud	vučo; zuralo
15.46	quiet, silence	[domolimos]
15.51	see	dikʰ-
15.52	look, look at	dikʰ-
15.55	show	sikav; dišav-
15.56	shine	[skeperisar-]
15.57	bright	vužo
15.61	color	[farba]
15.62	light (in color)	[yasno]
15.63	dark (in color)	kalo-; melaxno; kaličoso; pʰandado
15.64	white	parno
15.65	black	kalo
15.66	red	lolo
15.67	blue	[vuneto]
15.68	green	[zeleno]
15.69	yellow	[galbeno]
15.71	touch	azb-
15.712	pinch	kid-
15.72	feel	azb-
15.74	hard	zuralo
15.75	soft	[kovlo]
15.76	rough	[aspro]
15.77	smooth	[kovlo]
15.78	sharp	[skuc̷ome]
15.79	blunt, dull	[bivoiako]
15.81	heavy	pʰaro
15.82	light (in weight)	vušoʀo
15.83	wet, damp	kingo
15.84	dry	šuko
15.85	hot	tato
15.851	warm	tato
15.86	cold	šudro; šilalo
15.87	clean	šužo
15.88	dirty, soiled	melalo
15.89	wrinkled	[burc̷ume]
16.11	soul, spirit	[aburo]; [duxo]
16.15	surprised, astonished	mirisavav; [čudisailo]
16.18	good fortune, luck	bax(t)
16.19	misfortune, bad luck	bax(t)
16.23	joyful, glad, happy	[baxtalo]; [vʸaselo]; lošano
16.25	laugh	asa-
16.251	smile	asa-
16.26	play	kʰel-
16.27	love	kam-
16.29	kiss	čumid-
16.3	embrace	de- [angali]
16.31	pain	dukʰ
16.32	grief, sorrow, sadness	[nekazo]; [žalia]
16.33	anxiety, worry	[nekazo]
16.34	regret, be sorry	[žavo si ma] ~ [žalʸa si ma]
16.35	pity	[mila]
16.37	cry, weep	rov-
16.38	tear (noun)	asvin
16.39	groan	[huhuisar-]
16.41	hate	[vuric̷imos]
16.42	anger	xoli(n)
16.44	envy, jealousy	[xoli]
16.45	shame (noun)	lažʸav
16.48	proud	barikano
16.51	dare	trum-
16.52	brave	[pratniko]
16.53	fear, fright	daraimos
16.54	danger	[stražnimos]
16.62	desire, want	kam-
16.622	choose	[alosar-]
16.63	hope	[nedʸazdʸa]
16.65	faithful	čačo
16.66	true	čačo
16.67	lie, tell lies	xoxav-
16.68	deceit	xoxavimos; [xitrenia]
16.69	forgive	[yertisar-]
16.71	good	lašʸo
16.72	bad	nasul
16.73	right, correct	čačo
16.74	wrong	bango
16.76	fault	bezex
16.77	mistake, error	bangipe
16.78	blame	motʰav
16.79	praise	[luvudimos]; ašarimos
16.81	beautiful	šukar
16.82	ugly	žungalo
16.83	greedy	[lipsime]
16.84	clever	godiaver
17.11	mind	godi
17.13	think (= reflect)	[gindisar-]
17.14	think (= be of the opinion)	[gindisar-]; [mislisar-]
17.15	believe	patia-
17.16	understand	hatiar-
17.17	know	žʸan-
17.171	guess	[gic̷isar-]
17.172	imitate	ker- pala
17.18	seem	fal man
17.19	idea, notion	[gindo]
17.21	wise	godiaver; hatiarno
17.22	foolish, stupid	dilo
17.23	insane, crazy	dilo
17.24	learn	sitiuv-
17.242	study	sitiuv-
17.25	teach	sitiar-
17.26	pupil	sikado ~ sikadi
17.27	teacher	[skolari]
17.28	school	[skoala]
17.31	remember	de-pe godi
17.32	forget	bistr-
17.34	clear, plain	vužo
17.35	obscure	tuniariko
17.36	secret	[sekreto]
17.37	sure, certain	--
17.38	explain	sitiar; [tolmač-]
17.41	intention, purpose	gindo
17.42	cause	ker-
17.43	doubt	bipačape
17.44	suspect	[benuisar-]
17.441	betray	pʰukav-
17.45	need, necessity	[trobul]
17.46	easy	[vušoʀo]
17.47	difficult	pʰaro
17.48	try, attempt	zumav-
17.49	way, manner	[modo]
17.51	and	tʰai ~ hai
17.52	because	[finke]; ke
17.53	if	te
17.54	or	vai
17.55	yes, affirmative	ei
17.56	no, negative	na
17.61	how?	sar
17.62	how many?	kazom
17.63	how much?	kabor
17.64	what?	so
17.65	when?	kana
17.66	where?	kai
17.67	which?	savo
17.68	who?	kon
17.69	why?	soste; sostar
18.11	voice	[glaso]
18.12	sing	gʸilaba-
18.13	shout, cry out	akʰar-; de-mui
18.15	whisper	[pupuisar-]; [sipisar]
18.16	mumble	[giniy-]
18.17	whistle	de- šol
18.18	shriek, screech	[rignisar-]; [c̷ipisar]
18.19	howl	[huhuisar]; [c̷ipisar]; [rignisa]
18.21	speak, talk	de-[duma]
18.211	stutter, stammer	[linbuc̷isar-]
18.22	say	pʰen-
18.221	tell story	mo-tʰo-
18.222	speech (make a)	ker- [svato]
18.23	silent (be)	ašʸ-; [domolisar-]
18.24	language	šʸib
18.26	word	[duma]; lav
18.28	name	anav
18.31	ask (question, inquire)	puš-
18.32	answer	de- anglal
18.33	admit, confess	[spovedisar-]
18.34	deny	
18.35	ask, request	puš-; mang-; [rugisar-]
18.36	promise	de- lav
18.37	refuse	de-pe palpale; či kam-
18.38	forbid	[oprisar-]
18.39	rebuke, scold	akuš; buzukurisarav; xa
18.41	call (=summon)	akʰar-; c̷ip-
18.42	call (=name)	tʰo- anav; [bušuv-]
18.43	announce	pʰen-
18.44	threaten	prasa-
18.45	boast	[luvudisar-]
18.51	write	[hramosar-]
18.52	read	gin-
18.56	paper	[hirtia]
18.57	pen	por
18.61	book	[bufari]
18.67	poet	--
18.71	flute	[tutureaza]
18.72	drum	[duba]
18.73	horn, trumpet	šing
18.74	rattle	[c̷initoarka]
19.11	country	pʰuv; tʰem
19.12	one's native country	--
19.15	city, town	[foro]
19.16	village	gav
19.17	boundary	[granic̷a]
19.21	people (populace)	[narodo]
19.23	tribe, clan	[vic̷a]
19.24	chief, chieftain	[birovo]
19.25	staff, walking stick	rovli
19.31	rule, govern	[amperic̷ar-]
19.32	king, ruler	[amperic̷o]; tʰagar
19.33	queen	[amperac̷iasa]
19.36	noble, nobleman	[boyari]
19.37	citizen, subject	--
19.41	master	rai
19.42	slave	robo
19.43	servant	sluga
19.44	freeman	--
19.45	command, order	porunčisar-
19.46	obey	kand-
19.47	let, permit	mek-
19.51	friend, companion	[vortako]
19.52	enemy	[dušmano]
19.54	neighbor	[komšiya]; pašutno
19.55	stranger	[mireano]
19.56	guest	[gosto]
19.57	host	[gostari]
19.58	help, aid	[ažutisar-]
19.59	hinder, prevent	ašʸav-; [oprisar-]
19.61	custom	[modo]
19.62	strife, quarrel	čingar
19.63	conspiracy, plot	[buntuimos]
19.65	meet	maladiuv-
19.72	prostitute	[lubni]
20.11	fight (vb)	mar-
20.13	war, battle	marimos
20.14	peace	[patča]
20.15	army	[polko]
20.17	soldier	[ketana]
20.21	weapons, arms	--
20.22	club	[c̷omaga]
20.222	battle-ax	tover
20.23	sling	[guma]
20.24	bow	[sulic̷a]; [herko]
20.25	arrow	[sulic̷a]; [flec̷ka]
20.26	spear	[sabia]
20.27	sword	[sabia]
20.28	gun, cannon	[puška]; [tuno]
20.31	armor (defensive)	zor; arakʰipe
20.33	helmet	[kaško]; stadi sastruni
20.34	shield	[fedevo]
20.35	fortress	[turo]
20.36	tower	[maidano]; [turno]
20.41	victory	[nerimos]
20.42	defeat	peravel
20.43	attack	vazde-pe pe
20.44	defend	arakʰ-; [ferisar-]
20.45	retreat	durio-
20.46	surrender	de-pe ka
20.47	captive, prisoner	[robo]; [karavula]
20.471	guard, sentinel	arakʰavno
20.48	booty, spoils	arakʰimos; arakʰ
20.49	ambush	--
20.51	fisherman	mašʸari
20.52	fishhook	[vundžic̷a]
20.53	fishing line	--
20.54	fishnet	[mriaza]
20.55	fish trap	--
20.56	bait	[feli]; mom
20.61	hunt	trad-; rod-
20.62	shoot	de-[puška]
20.63	miss (target)	c̷id-
20.64	trap (noun)	[kleta]
20.65	trap (vb)	astar-
21.11	law	[kris]
21.15	court	[kris]
21.16	judge (vb)	de-[kris]
21.17	judgment	[kris]
21.18	judge (noun)	krisino
21.21	plaintiff	piritori
21.22	defendant	došano
21.23	witness	[marturo]; [svidetelo]
21.24	swear	de-solax
21.25	oath	solax
21.31	accuse	[pirisar]
21.32	condemn	de-[strafo-]
21.33	convict (vb)	de-[strafo]
21.34	acquit	ker- anda
21.35	guilty	došalo
21.36	innocent	bidošalo
21.37	penalty, punishment	[strafo]
21.38	fine	[gloaba]
21.39	prison, jail	[temnic̷a]
21.42	murder	mudarimos
21.43	adultery	[kurvec̷ia]
21.44	rape	ker- nasul -ke
21.46	arson	pʰabaripe ~ pʰabarimos
21.47	perjury	xoxamni solax
21.51	steal	c̷or-
21.52	thief	c̷or
22.11	religion	devlikanipe
22.12	God	Devel ~ Del
22.13	temple, church	kʰangeri
22.14	altar	[altari]
22.15	sacrifice, offering	šʸinave-pe
22.16	worship	mang- o Del
22.17	pray	[rudin] ~ [rudžisar-]
22.18	priest	rašai
22.19	holy, sacred	[svinto]; devlesko
22.22	preach	pʰen-
22.23	bless	[svinc̷isar]; [alduisarav]
22.24	curse	arman
22.26	fast (vb)	[postisar-]
22.31	heaven	čeri
22.32	hell	[pokolo]
22.35	demon (evil spirit)	beng
22.37	idol	[patreto]
22.42	magic, witchcraft, sorcery	[farmeko]
22.43	sorcerer, witch	[čoxano]; [čoxayi]
22.44	fairy, elf	[zinevari]
22.45	ghost, phantom	mulo
22.47	omen, portent	drabarimos
