entry_id	trans_english	Sui_Phonemic
9.68	lead (noun)	he.4 mu.2 śin.4
9.69	tin, tinplate	hum.5; khəm.5
9.71	potter	po.3 li.4
9.72	mold (clay etc)	lja.1
9.73	clay	tjau.5
9.74	glass	ʔdoŋ.3
9.75	weave, plait	tjem.4
9.76	basket	sa:u.1 ćiu.3
9.77	mat	sjen.5
9.771	rug	fen.5
9.78	netbag	qok.7
9.79	fan (noun)	śiu.5
9.791	fan (vb)	hat.7; ndak.7
9.81	carve	ho.4 ndak.7
9.82	sculptor	cun.3; ŋhai.1
9.83	statue	phja.3; lin.3
9.84	chisel	ta:u.5 lən.2; fan.6 lən.2
9.88	paint (noun)	tuk.7
9.89	paint (vb)	ćon.6
10.11	move	tok.7; lut.7
10.12	turn over	pan.5; ʔbjət.7; ćau.1 ćeu.3
10.13	turn around	ʔuk.7
10.14	wind, wrap	tjem.1; jaŋ.4
10.15	roll	tok.7
10.16	drop (vb)	ljət.7
10.17	twist	peŋ.5
10.21	rise	wut.8
10.22	raise, lift	koi.2; hap.7
10.23	fall	nhai.1
10.24	drip	lui.5
10.25	throw	ʔɣam.1
10.252	catch (ball)	sa.5 nam.3 ma:u.4
10.26	shake	ʔmoŋ.1; thu.1
10.32	flow	lui.2 nam.3
10.33	sink	nhjap.7
10.34	float	sjan.5 nam.3; ʔjau.5 nam.3
10.35	swim	win.3
10.351	dive	hup.8; ʔo.5
10.352	splash	lwan.2; la.5; ha:t.8
10.36	sail (vb)	ćok.8
10.37	fly (vb)	pok.8; soŋ.1
10.38	blow	pat.8
10.41	creep, crawl	tiu.2; kwa.2
10.412	kneel	ta:p.8; that.7
10.413	crouch	tiu.2 wom.6 wom.6
10.42	slide, slip	sa:m.3
10.43	jump, leap	kwa.2
10.431	kick	pja:u.5
10.44	dance	pa:i.1
10.45	walk	ho.4 sa.5 pa:i.1
10.451	limp	ho.4 sa.4 ha:t.8
10.46	run	ho.4 lui.5 pa:i.1
10.47	go	pa:i.1 ʔnuk.7
10.471	go up	tan.4
10.472	climb	taŋ.1; ma.1
10.473	go down	fan.6 taŋ.1; fan lən.2
10.474	go out	man.6; laŋ.1 pa:i.1
10.48	come	phja:m.1
10.481	come back	nda:n.5
10.49	go away, depart	ʔnjam.5
10.491	disappear	tat.8; cek.8
10.51	flee	thau.5
10.52	follow	mba.3
10.53	pursue	taŋ.1 ra:u.3
10.55	reach, arrive	tai.2
10.56	approach	tjoŋ.6
10.57	enter	ʔun.1
10.61	carry (bear)	seŋ.5
10.612	carry-in-hand	qap.7
10.613	carry-on-shoulder	ʔam.5
10.614	carry-on-head	ta:p.7
10.615	carry-underarm	kam.3 tai.2
10.62	bring	ći.1
10.63	send	tai.2 khun.1
10.64	lead (vb)	ća.1 sɨ.6
10.65	drive	ci.6
10.66	ride	koŋ.3
10.67	push, shove	khun.1
10.71	road	khun.1 ti.3
10.72	path	lo.4; ćiu.2
10.74	bridge	chə.3
10.75	carriage, wagon, cart	quk.8 luk.8 chə.3
10.76	wheel	ʔjit.7
10.77	axle	lwa.1 la:u.4
10.78	yoke	lwa.1 ti.3
10.81	ship	pa:i.2
10.83	boat	pa:i.2 fan.1
10.831	canoe	mai.4 qo.1 lwa.1
10.832	outrigger	qo.1 lwa.1
10.84	raft	ʔnaŋ.1
10.85	oar	juŋ.6 ʔnaŋ.1; ca:n.1
10.851	paddle (noun)	ʔa:u.1
10.852	row (vb)	koi.2; hap.7
10.86	rudder	ʔńam.1
10.87	mast	ʔŋam.1
10.88	sail (noun)	ʔdai.3
10.89	anchor	ɣau.5; toŋ.1 se.1
10.91	harbor, port	ha:i.1
10.92	land (vb)	thi.5; fa:n.4
11.11	have	ca:n.1 ku.1; su.3
11.12	own, possess	ciu.5
11.13	take	he.5 pha.5
11.14	seize, grasp	he.4 pha.5; sən.6 ha:i.5; sja:ŋ.3
11.15	hold	tha:u.3; la.6
11.16	get, obtain	tha:u.3 thau.5
11.17	keep, retain	tha.1
11.18	thing	hoŋ.5 pa:i.1
11.21	give	śen.2
11.22	give back	fu.5
11.24	preserve, look after	ho.3
11.25	save, rescue	ka.4 sa.5
11.27	destroy	loŋ.2 ti.3; khau.4; ɣat.7
11.28	harm, injure, damage	ʔja:m.1 ha:i.1
11.31	seek, look for	ʔja:m.1; ʔja:m.1 taŋ.1 joŋ.6
11.32	find	ʔam.5; sjeu.3
11.33	lose	kha:ŋ.1
11.34	release, let go	ha:i.1
11.43	money	cja:ŋ.1; son.5 cja:ŋ.1
11.44	coin	sjoi.5
11.51	rich	tha:u.3
11.52	poor	śen.2 qoŋ.1
11.53	beggar	ndjai.3
11.54	avaricious, stingy	pe.1
11.61	lend	pe.1 ndjai.3; mau.1 ji.1
11.62	borrow	ʔai.3 he.4 fa:n.5
11.63	owe	qe.4
11.64	debt	sa:ŋ.3 tjan.1
11.65	pay (vb)	ma.6 śen.2; ra.5 śen.2
11.66	account, reckoning	mbiŋ.1
11.69	tax, tribute	cjen.6
11.77	hire	ndaŋ.5
11.78	wages	hoŋ.6
11.79	earn	ʔwa:ŋ.5 lən.2; lən.2
11.81	buy	ʔwa:ŋ.5 ća:i.5; ća:i.5
11.82	sell	ʔwa:ŋ.5 te.3; te.3
11.83	trade, barter	kon.5
11.84	merchant	ʔwa:ŋ.5 ʔna.3; ʔna.3
11.85	market (place)	ʔwa:ŋ.5 ra:u.3; ra:u.3
11.86	store, shop	ʔwa:ŋ.5 ʔnuk.7; ʔnuk.7
11.87	price	ʔwa:ŋ.5 te.3; te.3
11.88	dear (costly, expensive)	ʔwa:ŋ.5 ʔu.1; ʔu.1
11.89	cheap	hən.2
11.91	share (distribute)	man.6
11.92	weigh	hui.6; fui.6
12.1	after	nun.2; ʔniŋ.3
12.11	behind	ʔjon.1
12.2	beside	ńa:u.6
12.3	down, below	ka.3
12.4	before	ʔdja.1
12.41	front	ɣup.7
12.5	inside, in	cəp.7
12.6	outside	thom.3; tap.8
12.7	under	tu.3 ha:p.7
12.8	up, above	tu.3 pan.1
12.11	place	pan.1
12.12	put	ŋai.1
12.13	sit	mbja:ŋ.3 nda.1
12.14	lie down	ŋap.8
12.15	stand	hup.7
12.16	remain, stay	qum.5
12.17	remains, left overs	piu.3
12.21	collect, gather	wa:ŋ.1
12.212	pick up	ndam.5
12.213	pile up	qum.4
12.22	join, unite	te.3
12.23	separate	jut.7 ton.4
12.232	divide	śa.1
12.24	open	tjem.6
12.25	shut, close	ʔwa:ŋ.5
12.26	cover	tum.3 ta.5
12.27	hide, conceal	ta.5
12.31	high	ʔwa:ŋ.5 fa.1
12.32	low	ʔwa:ŋ.5 si.4
12.33	top	phjai.5; ʔdi.1
12.34	bottom	ʔwa:ŋ.1 nda.1 wan.1 ʔuk.7; tuŋ.3
12.35	end	ʔwa:ŋ.5 nda.1 wan.1 tok.7; si.3
12.352	pointed	pak.7; pe.2
12.353	edge	na:n.4
12.36	side	tom.5; hum.3
12.37	middle, center	tu.3 ta:k.8; nhi.3
12.41	right (side)	sa:p.7
12.42	left (side)	la:u.4
12.43	near (adv)	ti.3
12.44	far (adv)	ʔɣa:i.3; tjaŋ.1
12.45	east	wa:ŋ.1
12.46	west	ndin.3
12.47	north	fa:ŋ.3
12.48	south	ʔnjap.7
12.53	grow	ʔna.1
12.54	measure	ńoŋ.2
12.541	span, fathom	ʔba:ŋ.1
12.55	large, big	ʔjam.1
12.56	small, little	ʔdjai.5
12.57	long	pjeŋ.2
12.58	tall	śaŋ.2
12.59	short	ćau.1
12.61	wide, broad	qhau.1
12.62	narrow	pa:u.1
12.63	thick (in dimension)	liu.5
12.65	thin (in dimension)	ljom.3; fa:ŋ.1
12.67	deep	qom.6 lom.6
12.68	shallow	lam.1
12.71	flat	ćhiu.4
12.73	straight	śen.1 thja:u.4
12.74	crooked	khoŋ.3; qa:m.1
12.75	hook	cup.7; taŋ.6
12.76	corner	pjen.5
12.77	cross	lin.4; me.2
12.78	square	to.2; ʔjət.7; ti.3
12.81	round	ɣa.2; ńi.6
12.82	circle	ha:m.1
12.83	sphere, ball	śi.5
12.84	line	ŋo.4
12.85	hole	ljok.8
12.92	like, similar	śat.7
12.93	change	pa:t.7
13.0	zero, nothing	ću.3
13.1	one	sup.8
13.2	two	sup.8 ʔjət.7
13.3	three	sup.8 ńi.6
13.4	four	sup.8 ŋo.4
13.5	five	ńi.6 sup.8
13.6	six	pek.7
13.7	seven	śen.1
13.8	eight	jai.5
13.9	nine	liu.4
13.10	ten	kuŋ.2; to.1
13.101	eleven	fai.3; to.1 fai.3
13.102	twelve	sjeu.3
13.103	fifteen	tum.4
13.104	twenty	ti.3 mbja:ŋ.5
13.105	hundred	tau.2 zən.1
13.106	thousand	tik.7; pən.4
13.107	count	tjaŋ.5
13.14	every, all	hoŋ.1; ɣo.2
13.15	much, many	mbja:ŋ.5
13.16	more	pa:n.5; ćot.8
13.17	little (quantity), few	la:u.3
13.18	enough	tik.7 ʔjət.7; ti.6 ʔjət.7
13.181	some	ton.4 lən.2; haŋ.2 lən.2
13.19	multitude, crowd	tik.7 ńi.6; ti.6 ńi.6
13.21	full	cau.6
13.22	empty	ɣa.2 pai.1; ćot.8
13.23	part, piece	tik.7 ha:m.1; ti.6 ha:m.1
13.24	half	ha:m.1 pai.1
13.33	alone, only	si.2 ta:i.2
13.34	first	mbe.1
13.35	last	mhai.5
13.36	second	ruŋ.5
13.37	pair	qa:u.5
13.38	two times	la:u.4; qa:u.5
13.42	third	pa:k.8
13.44	three times	ham.1; qo.3
14.11	time	fe.1
14.12	age	na:i.6; si.2 na:i.6
14.13	new	ta:m.1 si.2; ma.6 sa:ŋ.1
14.14	young	hoi.5
14.15	old	fa:n.1
14.16	early	san.4 sut.7
14.17	late	ʔda:n.5
14.18	now	laŋ.4; ca:u.4; sau.3 ca.5
14.19	immediately	ha:p.7
14.21	swift, fast, quick	ləŋ.4; lət.7
14.22	slow	he.4 śin.1
14.23	hasten, hurry	taŋ.4; ʔni.3
14.24	retard, delay	tum.3
14.25	begin, beginning	cuŋ.6; ʔnam.3
14.252	last, endure	cap.8 si.2; ʔnam.3
14.26	end (temporal)	me.2 tjaŋ.1
14.27	finish	tjaŋ.1 njaŋ.1
14.28	cease, stop	pen.3 mi.4
14.29	ready	ʔai.5
14.31	always	ʔbən.1 wan.1
14.32	often	sa:n.2; ʔńam.5
14.33	sometimes	khi.3 ʔda:ŋ.1
14.331	soon	śit.7 ham.1
14.332	long-time (for a)	ta.5 wan.1
14.34	never	te.3 ʔau.4 wan.1; hai.3 ʔńam.5
14.35	again	ʔńam.5
14.41	day	wan.1 na:i.6
14.42	night	wan.1 ʔmu.3
14.43	dawn	wan.1 na.3
14.44	morning	wan.1 ʔńu.1
14.45	noon, midday	wan.1 kon.5
14.451	afternoon	cuŋ.3 thau.4
14.46	evening	tam.2 qa:ŋ.1; cuŋ.3
14.47	today	sin.3 ćhi.3
14.48	tomorrow	wan.1 sin.3 ćhi.3
14.481	day-after-tomorrow	ʔjət.7 sin.3 ćhi.3
14.49	yesterday	ńi.6 sin.2 ćhi.3
14.491	day-before-yesterday	ha:n.1 sin.4 ćhi.3
14.51	hour	śi.5 sin.4 ćhi.3
14.53	clock, timepiece	ŋo.4 sin.4 ćhi.3
14.61	week	ljok.8 sin.4 ćhi.3
14.62	Sunday	njen.2
14.63	Monday	mbe.1
14.64	Tuesday	njen.2 nho.1
14.65	Wednesday	njen.2 sən.1
14.66	Thursday	njen.2 sən.1
14.67	Friday	njen.2 nho.1
14.68	Saturday	njen.2 liŋ.3
14.71	month	njen.2 fən.1
14.73	year	ći.1; ći.1 cje.2
14.74	winter	ńhu.1
14.75	spring	ŋhu.1
14.76	summer	ʔda:u.3 pa:k.7
14.77	autumn	jik.7
14.78	season	ljan.6
15.21	smell (vb intrans)	ʔnaŋ.5; mat.8
15.212	sniff	qam.1; ho.3
15.22	smell (vb trans)	hum.3
15.25	fragrant, good smelling	ŋai.5
15.26	stinking, bad smelling	ŋan.4; ʔdi.3
15.31	taste	ʔnjan.5; lo.5
15.35	sweet	lo.5 la:u.4
15.36	salty	ʔdet.7 set.7
15.37	bitter	ndo.3
15.38	acid, sour	qau.5
15.39	brackish	ca:u.1 ʔda:ŋ.1
15.41	hear	qa:ŋ.1 kwaŋ.2; qa:ŋ.1 loŋ.5
15.42	listen	sak.7
15.44	sound, noise	jik.7
15.45	loud	ʔjam.1
15.46	quiet, silence	pa:k.8
15.51	see	ʔnam.1
15.52	look, look at	ha:n.3
15.55	show	śu.1
15.56	shine	śu.1
15.57	bright	mha:n.3
15.61	color	tam.3
15.62	light (in color)	ńap.8; pən.3
15.63	dark (in color)	fja:m.5; lwa:t.8; ʔduk.7
15.64	white	ʔda.3
15.65	black	ʔma.3
15.66	red	tju.5 tja:t.7
15.67	blue	ńha:k.7 ńin.1; ŋa:i.6
15.68	green	ʔdjan.1 ʔdjoi.3; ka:n.5 kai.1
15.69	yellow	tau.6 nau.6
15.71	touch	təm.1
15.712	pinch	zan.1
15.72	feel	za.3
15.74	hard	ʔɣak.7; ʔam.3
15.75	soft	sui.5; liŋ.3
15.76	rough	sa.5
15.77	smooth	ndu.3; sut.7
15.78	sharp	ʔdu.3
15.79	blunt, dull	ʔńit.7; nho.1; ŋa:m.5
15.81	heavy	ɣa:ŋ.5
15.82	light (in weight)	pjek.7; mhak.7; ʔda:ŋ.3
15.83	wet, damp	tjut.8
15.84	dry	kwan.1; cin.3 sən.
15.85	hot	ha:n.6; ŋhai.5 ʔńo.1
15.851	warm	win.1 ćhi.1 ʔda:i.1
15.86	cold	ma:t.7
15.87	clean	maŋ.4
15.88	dirty, soiled	ku.1
15.89	wrinkled	ka:n.1 ku.1 ʔbja:i.3
16.11	soul, spirit	śa:n.3; peu.6; fja:n.3
16.15	surprised, astonished	mjət.7; mbjun.1
16.18	good fortune, luck	put.8
16.19	misfortune, bad luck	khop.7
16.23	joyful, glad, happy	ćit.7
16.25	laugh	pha.5 loŋ.2
16.251	smile	san.4; ʔbja.5 loŋ.2
16.26	play	phja.3 loŋ.2
16.27	love	ʔɣa.5 ha.2
16.29	kiss	ʔŋe.3; ʔńe.3
16.3	embrace	nam.3 nda.1
16.31	pain	wa:n.1
16.32	grief, sorrow, sadness	ńu.2; pən.4
16.33	anxiety, worry	ndin.3 loŋ.2; ńu.2; he.4 pən.4
16.34	regret, be sorry	me.2 tja:ŋ.3
16.35	pity	ʔui.1
16.37	cry, weep	ljat.7
16.38	tear (noun)	su.4
16.39	groan	pha.5 ʔui.1
16.41	hate	śuŋ.3; juŋ.6 ka:n.6
16.42	anger	ho.1; tok.7 kwan.1
16.44	envy, jealousy	wai.4 śen.6
16.45	shame (noun)	ma:ŋ.6; ʔńi.6; ńon.6
16.48	proud	la:i.6
16.51	dare	ma:ŋ.6
16.52	brave	loŋ.2 śaŋ.2
16.53	fear, fright	śu.5
16.54	danger	fan.2 po.5
16.62	desire, want	po.5
16.622	choose	ʔda:i.1
16.63	hope	ńau.5; pha.5
16.65	faithful	ndum.2
16.66	true	cho.1
16.67	lie, tell lies	ko.1 cho.1
16.68	deceit	cho.1 wu.1
16.69	forgive	ʔwen.5
16.71	good	pau.3
16.72	bad	kiŋ.3; qhan.5
16.73	right, correct	ńau.5
16.74	wrong	qha.1 mau.2
16.76	fault	ɣa:i.5; ʔdjup.7; kiŋ.3
16.77	mistake, error	nhi.3; fa.3
16.78	blame	fa.3
16.79	praise	sin.1
16.81	beautiful	śau.3
16.82	ugly	śau.3
16.83	greedy	ʔan.3; ton.5; cha:i.3
16.84	clever	fa:ŋ.6 ca:u.1
17.11	mind	śən.1 mbja:ŋ.5; fu.5
17.13	think (= reflect)	cu.6 ji.1
17.14	think (= be of the opinion)	śa:i.1; ɣa:i.6
17.15	believe	ʔwa.3 waŋ.1; śaŋ.3
17.16	understand	ŋa:n.5
17.17	know	ća:u.5; śo.2
17.171	guess	śo.2 si.2
17.172	imitate	to.5; to.5 le.1
17.18	seem	la:k.8 śo.2 sən.3; śo.2 sən.3
17.19	idea, notion	ʔai.3 la:u.6 sɨ.3; la:u.6 sɨ.3
17.21	wise	śo.2 śa:u.1
17.22	foolish, stupid	ći.5
17.23	insane, crazy	la:m.2
17.24	learn	ɣa:ŋ.5 ɣau.1
17.242	study	ʔńa:m.1 śau.3
17.25	teach	ɣəm.5; mi.2 mi.2
17.26	pupil	heu.5; tin.1
17.27	teacher	śop.8
17.28	school	mu.2 ti.2
17.31	remember	ho.1; fa:i.4 ńi.4
17.32	forget	ho.1
17.34	clear, plain	ćhem.5
17.35	obscure	fui.1; phje.2 tho.2
17.36	secret	ʔńa:m.1; śen.6; na:n.1; na:n.2; ho.3; na:n.1
17.37	sure, certain	si.5
17.38	explain	pa:n.1 fa.2
17.41	intention, purpose	ʔnjam.5; kap.7
17.42	cause	wi.6; ka:i.6
17.43	doubt	la:ŋ.1; ca.2 la:ŋ.1
17.44	suspect	ɣo.3; me.2 lo.2
17.441	betray	toi.5
17.45	need, necessity	me.2; me.2 si.3
17.46	easy	he.4 nhu.1
17.47	difficult	ći.3 kuŋ.2
17.48	try, attempt	ći.3 kuŋ.2
17.49	way, manner	ma:ŋ.2; ni.4 ma:ŋ.2
17.51	and	ndjoŋ.3 nhu.1; ndjoŋ.3 nau.2
17.52	because	ʔai.3 nhu.1; to.2 nhu.1; lam.1 nhu.1
17.53	if	ʔai.2 nhu.1; ʔai.2 nau.2
17.54	or	ʔnja:i.5 ni.4 ma:ŋ.2
17.55	yes, affirmative	na:i.6
17.56	no, negative	ndjoŋ.3 na:i.6; cum.2 na:i.6
17.61	how?	ca.5
17.62	how many?	ndjoŋ.3; cum.2 ca.5
17.63	how much?	lo.5
17.64	what?	fuŋ.5; sja:ŋ.5
17.65	when?	śip.8; ko.3
17.66	where?	ju.5; śin.3; ŋa:u.6
17.67	which?	tu.3 śim.5
17.68	who?	khiu.1
17.69	why?	śin.3
18.11	voice	ća:ŋ.3; tu.3 fan.2
18.12	sing	lot.8 ma.2
18.13	shout, cry out	fan.2
18.15	whisper	ća:ŋ.2 pai.6 fa:m.2
18.16	mumble	ća:ŋ.2 fan.2
18.17	whistle	me.2 tu.3 fan.2
18.18	shriek, screech	lam.1 fan.2
18.19	howl	le.1
18.21	speak, talk	ʔda:n.1
18.211	stutter, stammer	sa:i.3
18.22	say	liŋ.4
18.221	tell story	chən.4 zən.1
18.222	speech (make a)	me.2 chən.4 zən.1
18.23	silent (be)	śəŋ.3; khui.5
18.24	language	ʔńi.1
18.26	word	me.2 ʔa:u.1
18.28	name	ćin.2 cɨ.6
18.31	ask (question, inquire)	toi.5; phau.4
18.32	answer	ʔik.7
18.33	admit, confess	ju.5
18.34	deny	sjen.3 pu.1
18.35	ask, request	ja.2; sa:p.8 fu.3
18.36	promise	wa.5
18.37	refuse	qa.1
18.38	forbid	cɨ.3; cɨ.6
18.39	rebuke, scold	pjət.7
18.41	call (=summon)	le.1
18.42	call (=name)	sɨ.3
18.43	announce	pu.5 siu.1
18.44	threaten	tam.2; ńa:n.1; ljuŋ.3
18.45	boast	ha:u.1
18.51	write	kwə.2 ća.3
18.52	read	cu.4 kwe.2; hən.2 qa:u.5
18.56	paper	siŋ.2; qa:i.1
18.57	pen	ʔba:n.3
18.61	book	ka:i.1 ra:n.4
18.67	poet	zən.1 min.4
18.71	flute	śok.7
18.72	drum	ʔai.3 qam.4
18.73	horn, trumpet	tjun.4
18.74	rattle	qha:m.3
19.11	country	kwe.2 wa:ŋ.2; ʔai.3 wa:ŋ.2
19.12	one's native country	ni.4 wa:ŋ.2
19.15	city, town	zən.1 pa:k.7 siŋ.5
19.16	village	zən.1 sau.3; ʔai.3 sau.3
19.17	boundary	min.2 lin.1
19.21	people (populace)	cən.3 sau.6
19.23	tribe, clan	ʔńi.6
19.24	chief, chieftain	ću.5
19.25	staff, walking stick	zən.1 ti.2 zən.4
19.31	rule, govern	ɣa:n.2 ta:i.5; ɣa:n.2 koŋ.2
19.32	king, ruler	ʔai.3 mi.4 ɣu.3 ʔme.1
19.33	queen	hek.7
19.36	noble, nobleman	zən.1 sau.3; ʔai.3 sau.3
19.37	citizen, subject	pa:ŋ.3
19.41	master	haŋ.3
19.42	slave	kwen.5
19.43	servant	tu.3 ran.3; tu.3 cən.3
19.44	freeman	jin.3 mau.4
19.45	command, order	tu.3 ndo.3
19.46	obey	ni.4 ći.1 ńui.6
19.47	let, permit	tu.3 qui.5; tu.3 ʔnon.5
19.51	friend, companion	ca:n.1 cən.3
19.52	enemy	ho.4 pjeŋ.2
19.54	neighbor	ćun.3 tui.1
19.55	stranger	piŋ.1
19.56	guest	wu.6 ćhi.1
19.57	host	tiu.2 mai.4
19.58	help, aid	nha.3
19.59	hinder, prevent	nha.3 fa:i.5
19.61	custom	śam.3; qham.3
19.62	strife, quarrel	qa:n.6 śaŋ.1
19.63	conspiracy, plot	mit.8 sik.7
19.65	meet	cuŋ.5; pha:u.1
19.72	prostitute	khui.3 ća.2
20.11	fight (vb)	ńon.4 kaŋ.3 ma:u.1
20.13	war, battle	tha.2
20.14	peace	ceŋ.4; sən.1 li.1; jin.2
20.15	army	ho.1 sui.1
20.17	soldier	ta.3 ceŋ.1
20.21	weapons, arms	fa:ŋ.4 su.3
20.22	club	nut.7 ɣa:t.8
20.222	battle-ax	thau.4 śa:ŋ.4
20.23	sling	ʔai.3 ho.4 mom.6
20.24	bow	ho.4 mom.6
20.25	arrow	ma.2 śit.7
20.26	spear	ćiu.3
20.27	sword	ho.4 na:n.4
20.28	gun, cannon	ʔai.3 ho.4 pja.4; ʔai.3 na.4 pja.4
20.31	armor (defensive)	peŋ.4
20.33	helmet	niu.4 ʔda:i.1
20.34	shield	cəm.2
20.35	fortress	ho.4 cəm.2
20.36	tower	fa.2 li.2
20.41	victory	fa.2 wjen.1
20.42	defeat	ton.5
20.43	attack	sim.3 ton.5
20.44	defend	zən.1 cən.1
20.45	retreat	ŋa:u.6 ʔbən.1
20.46	surrender	qo.5 ca:ŋ.5; tu.3 qo.5
20.47	captive, prisoner	ton.5 cui.1
20.471	guard, sentinel	ʔnaŋ.1 cui.1
20.48	booty, spoils	me.2 cui.1
20.49	ambush	chu.6 fa.2
20.51	fisherman	fa.2 śen.2
20.52	fishhook	ɣa:n.2 la:u.2; la:u.2
20.53	fishing line	mau.4 ha:i.5
20.54	fishnet	ćha:ŋ.4 ća:n.3
20.55	fish trap	ho.4 wi.1
20.56	bait	cən.1 po.5
20.61	hunt	ljak.7
20.62	shoot	chjaŋ.6 će.2
20.63	miss (target)	ʔai.3 ljak.7
20.64	trap (noun)	cuŋ.3 ća:u.1
20.65	trap (vb)	sa:ŋ.1 ti.1
21.11	law	śi.3 tən.3
21.15	court	ʔmui.1
21.16	judge (vb)	cje.1 ʔwa.5
21.17	judgment	cam.1; ni.4
21.18	judge (noun)	ʔai.3 piu.1; ʔai.3 he.4 ća:i.3
21.21	plaintiff	qen.1; sjen.1
21.22	defendant	cam.1; ni.4 kwa:i.5
21.23	witness	śoŋ.1
21.24	swear
21.25	oath
21.31	accuse
21.32	condemn
21.33	convict (vb)
21.34	acquit
21.35	guilty
21.36	innocent
21.37	penalty, punishment
21.38	fine
21.39	prison, jail
21.42	murder
21.43	adultery
21.44	rape
21.46	arson
21.47	perjury
21.51	steal
21.52	thief
22.11	religion
22.12	God
22.13	temple, church
22.14	altar
22.15	sacrifice, offering
22.16	worship
22.17	pray
22.18	priest
22.19	holy, sacred
22.22	preach
22.23	bless
22.24	curse
22.26	fast (vb)
22.31	heaven
22.32	hell
22.35	demon (evil spirit)
22.37	idol
22.42	magic, witchcraft, sorcery
22.43	sorcerer, witch
22.44	fairy, elf
22.45	ghost, phantom
22.47	omen, portent
