entry_id	trans_english	Toba_Phonemic
11.22	give back	y-iʔigelaʁ-at
11.24	preserve, look after	i-den
11.25	save, rescue	i-kaʔal-aʁat-eek
11.27	destroy	i-la-ʁač-igi
11.28	harm, injure, damage	n-ʔa-ʁat; n-ʔa-ʁan; i-dan
11.31	seek, look for	i-lo-ta-ike; n-mit-aike
11.32	find	y-anat-a
11.33	lose	ya-ḳat-tak
11.34	release, let go	i-so-wek; y-ačaʁan-eek
11.43	money	al-om
11.44	coin	laikawa
11.51	rich	salʸ-aʁan-ek
11.52	poor	čoʁod-aik; čoʁod-aḳ
11.53	beggar	šila-ʁan-aʁaik
11.54	avaricious, stingy	d-ašimata
11.61	lend	i-ʔaal-aʁan-aʁan
11.62	borrow	da-ʔaal-aʁan; n-ʔawat
11.63	owe	d-awigaḳ-taʁan
11.64	debt	l-awigaʁa-šite
11.65	pay (vb)	i-šiiten
11.66	account, reckoning	--
11.69	tax, tribute	--
11.77	hire	i-ʔonat-aʁan-aʁan
11.78	wages	n-šiwe; n-šiiten-aḳte
11.79	earn	n-awek
11.81	buy	n-men
11.82	sell	i-men
11.83	trade, barter	n-men-get
11.84	merchant	n-men-aʁaik
11.85	market (place)	men-ḳaʔ
11.86	store, shop	men-aʁan-aʁaki
11.87	price	l-ašiwe
11.88	dear (costly, expensive)	ḳayoḳt-ew-ʔa
11.89	cheap	sa ḳaya-w-ʔa
11.91	share (distribute)	y-an-eek; y-an-oigi
11.92	weigh	n-alo-ḳten
12.1	after	ḳome
12.11	behind	woke
12.2	beside	we-ta-ʔaget; we-ta-ʔasop
12.3	down, below	we-ta-ɲ-a
12.4	before	d-ata-ya-ʔage
12.41	front	
12.5	inside, in	we-ta-igi; paʔa-igi
12.6	outside	paʔa-wek
12.7	under	we-to-ʔot
12.8	up, above	we-ta-šigem; paʔa-šigem
12.11	place	l-maʔ
12.12	put	y-an
12.13	sit	n-soʔoo-ɲi
12.14	lie down	n-naa-ɲi
12.15	stand	n-ačah-ɲi
12.16	remain, stay	we-ta-iǰi; we-ta-iʔ ʔena
12.17	remains, left overs	lʸ-iʔiyoʁ-ot
12.21	collect, gather	n-ato; l-apon; l-ayon; l-ama-čit
12.212	pick up	n-ači-šigem; y-aa-šigem
12.213	pile up	l-ayoo-šigem; l-apoo-šigem
12.22	join, unite	y-awaʁa-yaʁan-aʔt
12.23	separate	i-yot-aʁat-eek
12.232	divide	i-kolaʁ-ač-igi
12.24	open	y-awač-igi
12.25	shut, close	y-apo-gi; y-amaʁ-aʔt
12.26	cover	y-apo-lek; y-awege-lek
12.27	hide, conceal	y-oʁoh-ɲi
12.31	high	ḳoyoḳot-čigem-ek
12.32	low	ḳoyoḳč-igiɲ-a
12.33	top	l-milo
12.34	bottom	n-ateʔ
12.35	end	l-og-aʔt
12.352	pointed	šit-te-get
12.353	edge	l-oi-ge
12.36	side	l-ayi
12.37	middle, center	l-ai-ɲi
12.41	right (side)	al-oik
12.42	left (side)	n-ʔemaḳ
12.43	near (adv)	sa ḳaya-pke
12.44	far (adv)	ḳayoḳt-a
12.45	east	ʔi; n-aʔaʔḳ
12.46	west	awit; lʔaɲaʁa
12.47	north	dapigem; šiʔu
12.48	south	tag-iɲi; lʔaɲaʁa
12.53	grow	n-kik; n-kigi-šigem
12.54	measure	n-alo-ḳon
12.541	span, fathom	n-alo-ta-lek; i-wid-a-lek
12.55	large, big	ʔamaḳtaḳ
12.56	small, little	kočoʔ-oɲik; l-[i]ale-k
12.57	long	alok; ḳalot-ege
12.58	tall	lok-aik; keden-aik
12.59	short	saḳ alok; [pičis]-olek
12.61	wide, broad	ḳaloč-igiɲi; l-ka-giɲi
12.62	narrow	sa l-ka-ʔage
12.63	thick (in dimension)	
12.65	thin (in dimension)	sa l-ka-ʔage
12.67	deep	ḳaya-n-gi; atap
12.68	shallow	sa ḳaya-n-gi; saḳ atap
12.71	flat	
12.73	straight	i-lo-t-eek
12.74	crooked	namaḳ-aik
12.75	hook	n-kede
12.76	corner	l-alʸimaḳ-wo
12.77	cross	--
12.78	square	--
12.81	round	kolʸii-či-gi
12.82	circle	konɲ-igi
12.83	sphere, ball	n-[peloota]
12.84	line	l-ʔan-aʁan-aʁat
12.85	hole	l-awak
12.92	like, similar	ʔ-en-ʔam
12.93	change	n-kig-aʁat; n-ḳočin-aʁat
13.0	zero, nothing	ḳaika; ḳaka
13.1	one	[ʔoon]-olek; [ʔoon]-ole
13.2	two	[doos]-olḳ-a; [doos]-ole
13.3	three	[trees]-olḳ-a; [trees]-ole
13.4	four	[kowaatro]
13.5	five	[šiinko]
13.6	six	[sais]
13.7	seven	[šieete]
13.8	eight	[ʔoočo]
13.9	nine	[noweewe]
13.10	ten	[ǰies]
13.101	eleven	[ʔoonse]
13.102	twelve	[doose]
13.103	fifteen	[kiinse]
13.104	twenty	[vainte]
13.105	hundred	[šien]
13.106	thousand	[mil]
13.107	count	n-alo-ḳten
13.14	every, all	ʔenawak
13.15	much, many	ḳalot-a
13.16	more	l-ya; l-ayi
13.17	little (quantity), few	saḳ ʔamaḳta-či; sa l-ama-iʔ
13.18	enough	n-alo-ta-ɲi; sa ḳowe
13.181	some	sa l-ama-iʔ
13.19	multitude, crowd	ḳalot-a; l-apa
13.21	full	n-laḳ-či-gi
13.22	empty	kiʔit-čigi
13.23	part, piece	l-ayi
13.24	half	l-ai-ɲi
13.33	alone, only	n-do-t-eek
13.34	first	wa-ʔaw-či-giɲi
13.35	last	paʔa-t-eek
13.36	second	n-kaʔat-aʁan-aʁaik
13.37	pair	n-alo-ʁowa; l-ata-ʁawa
13.38	two times	[dos] da...
13.42	third	
13.44	three times	[tres] da...
14.11	time	--
14.12	age	wiʔi
14.13	new	dala-ʁaik
14.14	young	saʁanaʁa yi
14.15	old	yi
14.16	early	nteʔ-eta
14.17	late	awit
14.18	now	nagi
14.19	immediately	nakta; sa l-kopa-ʔa
14.21	swift, fast, quick	ʔeleged-aik; čaʁa-lek
14.22	slow	šiš-aʁaik; lau-aik
14.23	hasten, hurry	i-yala-pigiʔ; sa i-law-a-ʔage
14.24	retard, delay	d-ašiši
14.25	begin, beginning	n-a-šigem; k-ot da...
14.252	last, endure	nači ʔ-ee-ta-iʔ
14.26	end (temporal)	l-og-aʔt; l-alo-ḳoʔ
14.27	finish	i-mat; i-wid-aʁat-eek
14.28	cease, stop	y-aʁaa-ɲi; i-nan-get; w-iʔii-get
14.29	ready	l-wot-ta
14.31	always	nači ʔ-ee-ta-iʔ
14.32	often	kenaʁa; ḳalot-a da...
14.33	sometimes	woʔo da...
14.331	soon	saḳayaloḳ; sa n-min-aʁaik
14.332	long-time (for a)	saḳayaloḳ-ta; yaloḳ-ta
14.34	never	ḳaika da...; sa y-awan-a da...
14.35	again	ḳaltaḳ
14.41	day	n-aʔaʔḳ
14.42	night	pe
14.43	dawn	ǰiʔoʁo-ɲi
14.44	morning	nteʔ-eta
14.45	noon, midday	n-aʔaʔḳ l-ai-ɲi
14.451	afternoon	awit
14.46	evening	awit-ata
14.47	today	na n-aʔaʔḳ
14.48	tomorrow	ḳo-ǰiʔoʁo-ɲi
14.481	day-after-tomorrow	ḳo-ǰiʔoʁo-ɲi l-ya
14.49	yesterday	šik-ait
14.491	day-before-yesterday	šik-ait l-ya
14.51	hour	[ʔoora]
14.53	clock, timepiece	--
14.61	week	[semaana]
14.62	Sunday	[domiingo]
14.63	Monday	[loones]
14.64	Tuesday	[maartes]
14.65	Wednesday	[mieerkoles]
14.66	Thursday	[fweewes ~ koweewes]
14.67	Friday	[wieernes]
14.68	Saturday	[saabado]
14.71	month	kaʔago-ʁoik
14.73	year	wiʔi
14.74	winter	n-ʔom-aʁa ~ l-atom-aʁa
14.75	spring	n-awo-ʁo
14.76	summer	wiʔi
14.77	autumn	kotap
14.78	season	--
15.21	smell (vb intrans)	de-ta-ʁan
15.212	sniff	de-ta-ʁan
15.22	smell (vb trans)	i-ta
15.25	fragrant, good smelling	ama na l-aita
15.26	stinking, bad smelling	ḳawem na l-aita
15.31	taste	y-iʔigen da l-ama-ik
15.35	sweet	ama
15.36	salty	ɲ-iʔiwa
15.37	bitter	čim
15.38	acid, sour	ɲ-iʔiwa
15.39	brackish	
15.41	hear	wa-ʔaḳa
15.42	listen	n-ʔaʁa-yaʁan
15.44	sound, noise	l-lam-aʁa; l-ayak; l-lʸimi-aʁa
15.45	loud	yaki-aʁaik; lʸimi-aʁaik
15.46	quiet, silence	n-aǰat-či-giɲi; lʸa-ɲi
15.51	see	n-awaa-či-giɲi; de-mehn-aʁan
15.52	look, look at	i-lo-ta-ʔa; i-meten
15.55	show	y-ačaʁan
15.56	shine	ʔet-ta-igi
15.57	bright	ḳašilg-aʁad-aik
15.61	color	l-ʔok-iaʁak
15.62	light (in color)	y-apagaḳ-a-lek
15.63	dark (in color)	nawed-a-lek
15.64	white	y-apagaḳ; l-apagaʁ-aik
15.65	black	n-aweʔ; l-aid-aʁaik
15.66	red	tok; tog-aʁad-aik
15.67	blue	i-malaḳ; malaʁ-ad-aik
15.68	green	d-adala
15.69	yellow	yo-ḳowi
15.71	touch	i-pot; y-ašil-lek
15.712	pinch	i-sapla
15.72	feel	anoma; i-tee-teg-a
15.74	hard	da-ʔai-lek; ḳadamt-a
15.75	soft	i-sot; dam-či-gi
15.76	rough	kesaḳ
15.77	smooth	salʸi-ta
15.78	sharp	yi-ta; lʸaʔ
15.79	blunt, dull	saḳ yi
15.81	heavy	de-salʸi; sa paʔat-ta
15.82	light (in weight)	sa salʸi; n-sat-ta; w-ayo-ʁoo-tak
15.83	wet, damp	y-akit; d-apapi
15.84	dry	d-aḳaḳa; ʔim
15.85	hot	d-apaḳa; n-apaʁa-ya-ɲi
15.851	warm	d-apaḳ-ta-iʔ
15.86	cold	atom
15.87	clean	kiʔit; yo-ḳowi-ta
15.88	dirty, soiled	n-šipaʁan
15.89	wrinkled	i-wigaʁ-aʔt
16.11	soul, spirit	l-kiʔi
16.15	surprised, astonished	i-ʔelaḳ-pigiʔ
16.18	good fortune, luck	--
16.19	misfortune, bad luck	--
16.23	joyful, glad, happy	n-ton; ma-či-giɲi
16.25	laugh	l-aši; d-ayalgiyi
16.251	smile	ḳopit-ta-iʔ
16.26	play	da-ʔaši; d-ayaki; n-kišiši
16.27	love	l-soʁoǰ-ik; y-awot-ek
16.29	kiss	n-apigoḳ
16.3	embrace	n-soʁo-wo; n-ḳapal-eʔ
16.31	pain	i-wet; d-ayalʸi; n-kiʔik
16.32	grief, sorrow, sadness	d-akiko; saḳ ama-pigiʔ
16.33	anxiety, worry	d-ačitata; l-ačitata-ik
16.34	regret, be sorry	n-towen; n-togot-tak
16.35	pity	i-čoʁoden
16.37	cry, weep	n-oyin
16.38	tear (noun)	l-ačiʔ
16.39	groan	de-soḳo
16.41	hate	n-kiya
16.42	anger	de-no; d-alemata
16.44	envy, jealousy	i-paʔagen
16.45	shame (noun)	l-koʁ-o; l-ʔaloʁ-o
16.48	proud	ɲ-iʔoʁonn-aʁaik; n-ʔamḳahn-aʁaik
16.51	dare	sa y-aden-a-lek
16.52	brave	ḳadamči-gi la-wel
16.53	fear, fright	l-kolan-aʁa; ɲ-iʔi
16.54	danger	l-č-ik
16.62	desire, want	i-ǰaḳ; y-awot-aike; n-šit-aike
16.622	choose	l-kaʔa
16.63	hope	n-akit-a-ʔa; n-akit-aʁak
16.65	faithful	i-pak-či-gi da l-ʔaḳt-ak
16.66	true	ʔee-sa
16.67	lie, tell lies	n-ašipeg-aʁan
16.68	deceit	l-atenat-aʁan-aʁak
16.69	forgive	i-čoʁoden
16.71	good	no-ʔon
16.72	bad	ḳawem; sa y-ayamaʁa-ɲi
16.73	right, correct	yataḳ-ta; y-ayamaḳ-či-giɲi
16.74	wrong	sa yataḳ
16.76	fault	l-asow-aʁašit
16.77	mistake, error	i-lamaḳ-wek; sa n-aten-get
16.78	blame	n-maʁ-a
16.79	praise	lʸ-iʔoʁonn-ataʁan-aʁak
16.81	beautiful	ʔon-aʁaik
16.82	ugly	legem-aʁaik; l-ʔa-ʁaik
16.83	greedy	ḳowk-aik
16.84	clever	sa n-ḳalaat
17.11	mind	l-wennat-aʁa
17.13	think (= reflect)	do-wennat-aʁan
17.14	think (= be of the opinion)	i-pet-a-ʔa
17.15	believe	i-ʔamaḳten
17.16	understand	n-lo-gi
17.17	know	y-ayaten
17.171	guess	i-pet-a-ʔa
17.172	imitate	i-ʔenaʁat
17.18	seem	ʔikeʔ
17.19	idea, notion	l-wennat-aʁa
17.21	wise	yahn-aʁan-aʁaik
17.22	foolish, stupid	sa n-ayamaʁ-at-apek
17.23	insane, crazy	alaʁ-aik; woʔo da al-oik
17.24	learn	n-apaʁagen
17.242	study	n-apaʁagen
17.25	teach	y-apaʁagen
17.26	pupil	l-apaʁagen-atak
17.27	teacher	n-apaʁagen-ataʁan-aḳ
17.28	school	n-apaʁagen-aʁaki
17.31	remember	n-town-ek; t-a-gi la-wel
17.32	forget	i-kow-a-ʔai; sa n-town-ek
17.34	clear, plain	wo-so-te-ge; ǰiʔoḳ-te-ge
17.35	obscure	sa ǰiʔoḳ
17.36	secret	saḳ č-a-ʔa
17.37	sure, certain	ʔee-sa
17.38	explain	i-ʔaʁat-ta
17.41	intention, purpose	l-wennat-aʁa; ʔ-ee-tapeg-ek
17.42	cause	i-ʔot-ek; n-aḳʔen
17.43	doubt	yo-ḳolget
17.44	suspect	i-pet-a-ʔa
17.441	betray	n-men
17.45	need, necessity	i-wen
17.46	easy	l-wot-te-lek
17.47	difficult	alaḳ
17.48	try, attempt	n-pogoʁowen
17.49	way, manner	n-ʔonat-agek
17.51	and	ḳataḳ
17.52	because	čaʔaǰi
17.53	if	da
17.54	or	ḳalḳ-oʔ; woʔo-taḳ
17.55	yes, affirmative	ahaʔ
17.56	no, negative	ʔaʔi; sa; saḳ
17.61	how?	'ʔ-ee-t-ek
17.62	how many?	l-ka-ta
17.63	how much?	l-šik-te-w-ʔa
17.64	what?	'negeʔt
17.65	when?	lagi
17.66	where?	'w-a-ʔage
17.67	which?	'negeʔt
17.68	who?	'negeʔt
17.69	why?	'taʔainek
18.11	voice	la-wilʸ-aʁak
18.12	sing	i-ʔon
18.13	shout, cry out	i-ʔalaḳ
18.15	whisper	
18.16	mumble	
18.17	whistle	ǰ-iʔoʁon
18.18	shriek, screech	d-akiki
18.19	howl	d-alako
18.21	speak, talk	da-ʔaḳt-aʁan
18.211	stutter, stammer	n-ʔap-r-apeg-ek na l-ʔaḳt-aḳa
18.22	say	i-ʔaʁat
18.221	tell story	
18.222	speech (make a)	da-ʔaḳt-aʁan
18.23	silent (be)	y-iʔimaḳ-ta
18.24	language	na-wa l-ʔaḳt-aḳa
18.26	word	l-ʔaḳt-ak
18.28	name	l-ʔenaʁat
18.31	ask (question, inquire)	i-nat
18.32	answer	y-asat
18.33	admit, confess	n-so-laʔt
18.34	deny	n-ḳolget-eʔ
18.35	ask, request	y-ašila
18.36	promise	y-ačaʁan-apek
18.37	refuse	de-keǰoḳ-tak
18.38	forbid	sa y-ašin
18.39	rebuke, scold	n-laʁa
18.41	call (=summon)	i-yaʁan-a
18.42	call (=name)	i-lon
18.43	announce	i-ʔaʁat-eek; t-ala-ʁan
18.44	threaten	y-adee-ta-lek
18.45	boast	n-apag-aḳčin
18.51	write	y-iǰ-iɲi; d-ed-aʁan
18.52	read	i-taʁa-yaʁan
18.56	paper	[papel]
18.57	pen	l-ed-aʁan-aʁat
18.61	book	l-ed-e
18.67	poet	--
18.71	flute	l-ašiid-e
18.72	drum	l-ḳataki; l-waʁan-a
18.73	horn, trumpet	l-ašiid-e
18.74	rattle	l-tegete
19.11	country	l-maʔ; n-ʔalwa
19.12	one's native country	l-aɲo-ḳoʔ
19.15	city, town	[siudad]
19.16	village	[pewlo]
19.17	boundary	l-og-aʔt; l-oi-ge
19.21	people (populace)	šiy-aʁawa-pi; šig-aʁawa-pi
19.23	tribe, clan	la-woʔ
19.24	chief, chieftain	l-ata-ʁalaʔ; l-aši
19.25	staff, walking stick	l-ašil-te
19.31	rule, govern	d-amaʁa-soʁon-apek
19.32	king, ruler	l-taʔa
19.33	queen	l-ateʔe
19.36	noble, nobleman	--
19.37	citizen, subject	
19.41	master	n-ʔakoʔ
19.42	slave	l-lat-ak
19.43	servant	l-amaʁa-šik
19.44	freeman	sa n-lat-ak
19.45	command, order	y-amaḳ; n-amaḳ
19.46	obey	y-alaḳ
19.47	let, permit	y-ašin
19.51	friend, companion	l-asagiǰ-aʁawa; n-naig-aʁawa
19.52	enemy	n-paʔagen-aʁawa
19.54	neighbor	la-wod-ewa
19.55	stranger	ɲi čigaḳ-a-wek
19.56	guest	n-amaʁa-soʁoik
19.57	host	n-amaʁa-soʁolaʔ
19.58	help, aid	i-tawa-n
19.59	hinder, prevent	naʁat-eget
19.61	custom	n-ʔonat-aʁak
19.62	strife, quarrel	n-kota-ʁak
19.63	conspiracy, plot	--
19.65	meet	n-aten-get
19.72	prostitute	kišiget-aʁai
20.11	fight (vb)	n-waʁan-eʔ
20.13	war, battle	laat-aḳ
20.14	peace	l-lag-aʁaǰik
20.15	army	n-alʸi-ppi
20.17	soldier	n-ale; wat-aʁan-aḳ l-ʔek
20.21	weapons, arms	l-ʔogoʁon-aʁat-pi
20.22	club	n-pon
20.222	battle-ax	--
20.23	sling	l-čikn-aʁan-aʁat; l-pokn-aʁan-aʁat
20.24	bow	l-čikn-ek
20.25	arrow	l-wik; n-čipaḳ; l-čikn-a
20.26	spear	l-atakiaʁai
20.27	sword	n-paǰin; l-ailon-ek
20.28	gun, cannon	l-ʔogoʁon-aḳte
20.31	armor (defensive)	l-paḳt-aʁan-aʁat-pi
20.33	helmet	n-adoʔo
20.34	shield	l-paḳt-aʁan-aḳte
20.35	fortress	lʸ-iʔigen-aʁaki
20.36	tower	l-awe
20.41	victory	l-aweg-aʁan-aʁak
20.42	defeat	l-oʁon-aʁan-aʁak; n-oʁon-agek
20.43	attack	i-to
20.44	defend	n-paʁat-ta-lek; i-weh-lek
20.45	retreat	ʔ-et; ḳoši
20.46	surrender	n-aɲan
20.47	captive, prisoner	l-oʁon-ek
20.471	guard, sentinel	wat-aʁan-aḳ
20.48	booty, spoils	l-wot-aʁan-aʁat
20.49	ambush	n-awaa-tak
20.51	fisherman	y-iʔako-ʁoik
20.52	fishhook	l-ḳoin-a
20.53	fishing line	ɲ-iʔaʁan-aʁat
20.54	fishnet	l-aleg-ek; l-asag-oʁon-aʁat
20.55	fish trap	n-ašigilʸaʁai
20.56	bait	n-anoʁo
20.61	hunt	ne-ʔepe; do-mači
20.62	shoot	y-ayin
20.63	miss (target)	y-apot
20.64	trap (noun)	l-ḳoin-a
20.65	trap (vb)	n-ḳowin
21.11	law	l-amaʁa-soʁon-aʁak
21.15	court	--
21.16	judge (vb)	--
21.17	judgment	--
21.18	judge (noun)	--
21.21	plaintiff	--
21.22	defendant	--
21.23	witness	--
21.24	swear	--
21.25	oath	--
21.31	accuse	n-maʁa
21.32	condemn	--
21.33	convict (vb)	--
21.34	acquit	--
21.35	guilty	w-asoi-lek
21.36	innocent	ḳaika ka l-asow-aʁašit
21.37	penalty, punishment	n-waʁan-agek
21.38	fine	--
21.39	prison, jail	l-koɲit-aʁan-aʁaki
21.42	murder	l-alaat-aʁan-aʁak; n-alaat-agek
21.43	adultery	--
21.44	rape	l-kat-aʁan-aʁak; n-kat-agek
21.46	arson	--
21.47	perjury	--
21.51	steal	de-kači
21.52	thief	kač-aʁaik
22.11	religion	l-ʔamḳahn-ataʁan-aʁak
22.12	God	ɲi ḳad-ʔot; [dios ~ ǰos]
22.13	temple, church	l-ʔon-aʁan-aʁaki
22.14	altar	l-kaʔat-oʁon-aʁalate
22.15	sacrifice, offering	--
22.16	worship	do-ʔon-aʁan
22.17	pray	n-atamen
22.18	priest	--
22.19	holy, sacred	--
22.22	preach	da-ʔaḳt-aʁan
22.23	bless	i-čoʁoden
22.24	curse	i-lad-apig-iɲi
22.26	fast (vb)	n-ḳowa-ḳčih-laʔt
22.31	heaven	pigem
22.32	hell	--
22.35	demon (evil spirit)	l-ʔek legem-aʁaik
22.37	idol	--
22.42	magic, witchcraft, sorcery	l-akon-aʁan-aʁak; l-ʔen-aʁan-aʁak
22.43	sorcerer, witch	kon-aʁan-aʁaik
22.44	fairy, elf	--
22.45	ghost, phantom	n-kiʔi
22.47	omen, portent	l-do
