entry_id	trans_english	Albanian,_Tosk_Phonemic
10.832	outrigger	
10.84	raft	trap; argš; pa'rom
10.85	oar	lʸu'gatə; r̃em; pala'mar
10.851	paddle (noun)	lʸo'patə
10.852	row (vb)	vo'zit
10.86	rudder	ti'mon
10.87	mast	šu'lʸic̷ə; di'rek; alʸ'burə
10.88	sail (noun)	velʸ; pəlʸ'hurə
10.89	anchor	spi'ranc̷ə; 'kanǰə
10.91	harbor, port	lʸi'man; port; 'skelʸə
10.92	land (vb)	zbar'kon
11.11	have	ka
11.12	own, possess	zota'ron
11.13	take	mer̃; zə
11.14	seize, grasp	kap; r̃ok; pər'fšin
11.15	hold	mban
11.16	get, obtain	mer̃; fi'ton
11.17	keep, retain	mban; 'ruan
11.18	thing	gʸə; send; 'punə
11.21	give	yep
11.22	give back	kθen
11.24	preserve, look after	'ruan
11.25	save, rescue	špə'ton
11.27	destroy	priš
11.28	harm, injure, damage	dəm'ton; vret
11.31	seek, look for	kər'kon
11.32	find	gʸen
11.33	lose	humb
11.34	release, let go	lʸə'šon
11.43	money	pa'ra
11.44	coin	mo'neðə
11.51	rich	i be'gatšəm; i 'pasur; ze'ngʸin
11.52	poor	fuka'ra
11.53	beggar	'lʸüpəs
11.54	avaricious, stingy	ko'pr̃ac̷; sa'raf; c̷in'gun
11.61	lend	yep 'hua; yep borǰ; 'huan
11.62	borrow	mer̃ 'hua; hua'zon
11.63	owe	detü'rohet
11.64	debt	borǰ; detü'rim
11.65	pay (vb)	pa'guan
11.66	account, reckoning	loga'ri
11.69	tax, tribute	ta'gər; ha'rač
11.77	hire	pay'ton; anga'žon
11.78	wages	'pagə
11.79	earn	fi'ton; zə; kʸit
11.81	buy	blʸen
11.82	sell	šet
11.83	trade, barter	kə'mben; treg'ton; treg
11.84	merchant	treg'tar
11.85	market (place)	treg; pa'zar
11.86	store, shop	dü'kʸan
11.87	price	čmim; 'pyac̷ə
11.88	dear (costly, expensive)	i štreɲtə
11.89	cheap	i 'lʸirə; badiha'va
11.91	share (distribute)	ndan; pyesə'ton
11.92	weigh	pe'šon
12.1	after	pas; mbas
12.11	behind	'prapa; pas
12.2	beside	'pranə; bri; 'anəs
12.3	down, below	'poštə; pər'poš
12.4	before	'para
12.41	front	pər'para
12.5	inside, in	'brenda
12.6	outside	'yaštə
12.7	under	pər'poš; nən
12.8	up, above	mbi; pər'mbi; 'sipər; lʸart
12.11	place	vend
12.12	put	və; ven'dos
12.13	sit	'ulʸet
12.14	lie down	'štrohet
12.15	stand	kʸən'dron; 'ngrihet
12.16	remain, stay	r̃i; mbet
12.17	remains, left overs	'fundra; 'mbetəz
12.21	collect, gather	mblʸeð
12.212	pick up	kʸəm'ton
12.213	pile up	
12.22	join, unite	baš'kon
12.23	separate	ndan; ve'čon
12.232	divide	pyesə'ton
12.24	open	hap
12.25	shut, close	mbül
12.26	cover	mbu'lʸon
12.27	hide, conceal	fšeh
12.31	high	'lʸartə
12.32	low	i 'ulʸət
12.33	top	kulʸm; 'mayə
12.34	bottom	fund; štrat; 'bazə
12.35	end	fund; mba'rim; 'sosə
12.352	pointed	i θe'pisur; i 'θepət
12.353	edge	ku'fi; 'buzə; skay; 'anə
12.36	side	'anə
12.37	middle, center	mes; kər'θizə; 'kʸendər
12.41	right (side)	'ana e 'dreytə
12.42	left (side)	'ana e 'maytə
12.43	near (adv)	'afər
12.44	far (adv)	lʸarg
12.45	east	'lʸindye
12.46	west	perən'di
12.47	north	ve'ri
12.48	south	yug
12.53	grow	'r̃itet
12.54	measure	mat
12.541	span, fathom	paš
12.55	large, big	i mað
12.56	small, little	i 'vogəlʸ
12.57	long	i 'gʸatə
12.58	tall	i 'gʸatə
12.59	short	i 'škurtər
12.61	wide, broad	i 'gʸerə
12.62	narrow	i 'nguštə
12.63	thick (in dimension)	i 'trašə
12.65	thin (in dimension)	i 'θatə; i 'holə
12.67	deep	i 'θelə
12.68	shallow	i 'c̷ekət
12.71	flat	i 'šeštə; i 'r̃afšət; i 'štruar
12.73	straight	i 'dreytə
12.74	crooked	i 'štrembər
12.75	hook	'kanǰə; grep
12.76	corner	c̷ep; 'kʸoše
12.77	cross	krükʸ
12.78	square	ka'tror
12.81	round	r̃otu'lak; r̃umbu'lak; i 'r̃otultə
12.82	circle	r̃eθ; kʸark
12.83	sphere, ball	'r̃uzul; 'sferə
12.84	line	'viyə; 'vizə; 'lʸiɲə
12.85	hole	'vrimə; 'gropə; 'birəz
12.92	like, similar	i 'ngʸašəm
12.93	change	ndə'r̃on
13.0	zero, nothing	'zero; as'gʸə
13.1	one	ɲə
13.2	two	dü
13.3	three	tri; tre
13.4	four	'katər
13.5	five	'pesə
13.6	six	'gʸaštə
13.7	seven	'štatə
13.8	eight	'tetə
13.9	nine	'nəntə; 'nandə
13.10	ten	ðyetə; 'ðetə
13.101	eleven	ɲəmbə'ðyetə
13.102	twelve	dümbə 'ðyetə
13.103	fifteen	pesmbə 'ðyetə
13.104	twenty	ɲə'zet
13.105	hundred	ɲə kʸind
13.106	thousand	'miyə
13.107	count	numə'ron
13.14	every, all	čdo
13.15	much, many	'šumə
13.16	more	mə
13.17	little (quantity), few	pak
13.18	enough	myaft
13.181	some	c̷a; di'sa
13.19	multitude, crowd	šu'mic̷ə
13.21	full	'plʸotə
13.22	empty	boš
13.23	part, piece	'pyesə
13.24	half	'gʸüsmə
13.33	alone, only	i 'vetəm; 'vetəm
13.34	first	i 'parə
13.35	last	i 'fundit
13.36	second	i 'dütə
13.37	pair	čift; 'parə; 'düše
13.38	two times	dü 'herə
13.42	third	i 'tretə
13.44	three times	tri 'herə
14.11	time	'kohə
14.12	age	'mošə
14.13	new	i ri
14.14	young	i ri
14.15	old	i močəm; i laštə; plʸak
14.16	early	'herət
14.17	late	'vonə
14.18	now	ta'ni; taš'ti
14.19	immediately	
14.21	swift, fast, quick	i 'špeytə
14.22	slow	nga'dalʸə
14.23	hasten, hurry	nd͜zi'ton; vra'pon; špey'ton
14.24	retard, delay	vo'non
14.25	begin, beginning	fi'lon
14.252	last, endure	du'ron
14.26	end (temporal)	fund
14.27	finish	mba'rim; 'sosə
14.28	cease, stop	ndalʸ; rešt; pu'šon
14.29	ready	'gati
14.31	always	gʸiθ'ɲə; pər'herə; kur'do
14.32	often	špeš
14.33	sometimes	ndoɲə'herə
14.331	soon	špeyt
14.332	long-time (for a)	'gʸatə
14.34	never	'kur̃ə
14.35	again	pərsə'ri; 'eðe ɲə 'herə; en'de
14.41	day	'ditə
14.42	night	'natə
14.43	dawn	a'gim
14.44	morning	mən'gʸes
14.45	noon, midday	mes'ditə
14.451	afternoon	pas'dreke; pas'dite
14.46	evening	'mbrəmye
14.47	today	sot
14.48	tomorrow	'nesər
14.481	day-after-tomorrow	pas'nesər
14.49	yesterday	dye
14.491	day-before-yesterday	par'dye
14.51	hour	'orə
14.53	clock, timepiece	'orə
14.61	week	'yavə
14.62	Sunday	e 'dielʸ
14.63	Monday	e 'hənə
14.64	Tuesday	e 'martə
14.65	Wednesday	e mər'kurə
14.66	Thursday	e eɲte
14.67	Friday	e 'premte
14.68	Saturday	e 'štunə
14.71	month	'muay
14.73	year	vit
14.74	winter	'dimər
14.75	spring	pran'verə
14.76	summer	'verə
14.77	autumn	'vyeštə
14.78	season	'štinə
15.21	smell (vb intrans)	kundər'mon
15.212	sniff	nu'hat
15.22	smell (vb trans)	nu'hat
15.25	fragrant, good smelling	i 'merəm; müšk
15.26	stinking, bad smelling	i že'žitur
15.31	taste	
15.35	sweet	i 'əmbəlʸ
15.36	salty	i 'kripur; i ɲelmə
15.37	bitter	i 'hiður
15.38	acid, sour	i θar'tor
15.39	brackish	
15.41	hear	də'gʸon; 'ndien
15.42	listen	veš'ton; də'gʸon
15.44	sound, noise	'tingul
15.45	loud	zə'mað; i 'lartə
15.46	quiet, silence	kʸetə'si; 'heštye
15.51	see	šeh; ši'kon
15.52	look, look at	vəš'tron; šeh; ši'kon
15.55	show	tre'gon; dəf'ten; kalə'zon
15.56	shine	ndrin; laps; feks; škəl'kʸen
15.57	bright	i škəl'kʸüšəm; i škəl'kʸyer
15.61	color	'ngʸürə; 'boyə
15.62	light (in color)	i 'hapət
15.63	dark (in color)	i 'er̃ət
15.64	white	i 'barðə
15.65	black	i zi; 'ster̃ə
15.66	red	i kukʸ
15.67	blue	i 'kalʸtər; i 'bruztə
15.68	green	i 'gʸelʸbər; i 'blertə
15.69	yellow	
15.71	touch	prek
15.712	pinch	nduk
15.72	feel	'ndien
15.74	hard	štəng; i 'gurtə
15.75	soft	i 'butə
15.76	rough	
15.77	smooth	
15.78	sharp	i 'mprehtə; 'prerəs
15.79	blunt, dull	
15.81	heavy	i 'rəndə
15.82	light (in weight)	i 'lʸehtə
15.83	wet, damp	i 'lʸagət; i 'ɲomə; i 'amət
15.84	dry	i 'θatə
15.85	hot	i 'nd͜zehtə
15.851	warm	i 'vakət; i 'ngrohtə
15.86	cold	i 'ftohtə
15.87	clean	i 'pastər
15.88	dirty, soiled	i 'ndürə; i fə'likʸət
15.89	wrinkled	i r̃uður
16.11	soul, spirit	'frümə
16.15	surprised, astonished	i ču'ditur; i ha'bitur; i befə'suar
16.18	good fortune, luck	zar; fat; kəs'met
16.19	misfortune, bad luck	prapə'si; 'gulmə
16.23	joyful, glad, happy	gaz'mor; i gə'zuešəm
16.25	laugh	kʸeš
16.251	smile	'kʸešet
16.26	play	'lʸuan; lʸo'dron
16.27	love	dašu'ron
16.29	kiss	puθ
16.3	embrace	kʸa'fos
16.31	pain	'ðembye
16.32	grief, sorrow, sadness	gulʸč
16.33	anxiety, worry	ankθ
16.34	regret, be sorry	pen'dohet
16.35	pity	mə'širə; ðembšu'ri; gʸü'nah
16.37	cry, weep	kʸan
16.38	tear (noun)	lʸot
16.39	groan	rən'kon; gʸə'mon
16.41	hate	u'r̃en
16.42	anger	i'nat; zemə'ratə
16.44	envy, jealousy	'smirə; 'resə; na'kar; ma'raz
16.45	shame (noun)	turp; ko'ri
16.48	proud	kre'nar
16.51	dare	gu'd͜zon; kutu'ris
16.52	brave	trim
16.53	fear, fright	'frikə; tmer̃; 'tutə
16.54	danger	r̃e'zik
16.62	desire, want	dəši'ron
16.622	choose	zgʸeð
16.63	hope	'špresə
16.65	faithful	bes'nik
16.66	true	vər'tet
16.67	lie, tell lies	gə'ɲen; špif; sendər'gʸon
16.68	deceit	dre'ði; maš'trim
16.69	forgive	falʸ
16.71	good	i 'mirə
16.72	bad	i kekʸ; i lʸig
16.73	right, correct	dreyt
16.74	wrong	ters; kekʸ
16.76	fault	fay
16.77	mistake, error	ga'bim; lʸay'θim
16.78	blame	fay
16.79	praise	lʸav'di; lʸəv'datə
16.81	beautiful	i 'bukur
16.82	ugly	i šəm'tuar
16.83	greedy	lʸema'rak; 'fütəs; 'grükəs
16.84	clever	i 'škaθət; i 'zgʸuar
17.11	mind	'mendye
17.13	think (= reflect)	men'dohet
17.14	think (= be of the opinion)	men'don; pan'deh
17.15	believe	be'son
17.16	understand	kup'ton
17.17	know	di
17.171	guess	ha mend
17.172	imitate	či'non; škər'bon
17.18	seem	'duket
17.19	idea, notion	šlim; i'de
17.21	wise	i 'menčur
17.22	foolish, stupid	kokə'θatə; mendye'lʸehtə
17.23	insane, crazy	i 'čmendur; buda'la
17.24	learn	mə'son; nd͜zə; ar'sehet
17.242	study	studi'on
17.25	teach	mə'son
17.26	pupil	'nd͜zənəs; ško'lar
17.27	teacher	mə'sues; ðas'kalʸ
17.28	school	'školə
17.31	remember	kuy'tohet; mban mend
17.32	forget	ha'r̃on
17.34	clear, plain	i 'kʸartə; i 'θyeštə
17.35	obscure	i 'er̃ət; i turbult
17.36	secret	fšehtə'si; se'kret
17.37	sure, certain	i si'gurt
17.38	explain	špye'gon; štye'lon
17.41	intention, purpose	kʸə'lim; sü'nim
17.42	cause	škak'ton; bən
17.43	doubt	dy'šim; šilʸ
17.44	suspect	dü'šon; pan'deh
17.441	betray	trað'ton
17.45	need, necessity	ne'voyə
17.46	easy	i lʸehtə; ko'lay
17.47	difficult	zor; vəš'tirə
17.48	try, attempt	pro'von; ten'ton
17.49	way, manner	mənürə
17.51	and	e; ðe' eðe
17.52	because	sepse
17.53	if	po; nə
17.54	or	o; ose; a
17.55	yes, affirmative	po
17.56	no, negative	yo
17.61	how?	si
17.62	how many?	sa
17.63	how much?	sa
17.64	what?	'čfarə; č’
17.65	when?	kur
17.66	where?	ku
17.67	which?	'c̷ilʸi
17.68	who?	kuš; 'c̷ilʸi
17.69	why?	pse
18.11	voice	zə
18.12	sing	kən'don
18.13	shout, cry out	bər'tet; gər'θet; kəlʸ'θet; kliθ
18.15	whisper	čuču'rit; škil; piš'lon; pəšpə'rit
18.16	mumble	blamu'rit
18.17	whistle	fiškə'len; vəršə'len
18.18	shriek, screech	pis'kat; škʸi'ret; gər'θet
18.19	howl	ulʸə'rin
18.21	speak, talk	flʸet; fya'lʸos
18.211	stutter, stammer	bəl'bet
18.22	say	θot; flʸet
18.221	tell story	r̃ə'fen; tre'gon
18.222	speech (make a)	ligʸə'ron
18.23	silent (be)	hešt; šun
18.24	language	'gʸuhə
18.26	word	'fyalʸə
18.28	name	'emər
18.31	ask (question, inquire)	'püet
18.32	answer	pər'gʸigʸet; gʸegʸ
18.33	admit, confess	fayə'sohet; pra'non
18.34	deny	mo'hon
18.35	ask, request	kər'kon
18.36	promise	prem'ton
18.37	refuse	kundər'šton; mo'hon
18.38	forbid	nda'lʸon
18.39	rebuke, scold	kʸor'ton
18.41	call (=summon)	θə'r̃et
18.42	call (=name)	kʸuhet; kʸuan
18.43	announce	ɲof'ton
18.44	threaten	ka'nos; gər'mohet; kərc̷ə'non
18.45	boast	'mbur̃et; kre'nohet; kapar'diset
18.51	write	'škruan
18.52	read	lʸe'd͜zon; kən'don
18.56	paper	'lʸetər
18.57	pen	'penə; stilʸo'graf
18.61	book	'lʸibər
18.67	poet	po'et; vyeršə'tar
18.71	flute	'fyel; 'flʸauto
18.72	drum	tam'bur; 'lʸodər; da'ule
18.73	horn, trumpet	bo'ri; trum'betə; 'korno
18.74	rattle	'r̃ake
19.11	country	vend
19.12	one's native country	at'ðe
19.15	city, town	kʸü'tet
19.16	village	fšat; ka'tund
19.17	boundary	ku'fi
19.21	people (populace)	'popul; ɲerə'zi
19.23	tribe, clan	fis
19.24	chief, chieftain	'krüe; šef; bayrak'tar
19.25	staff, walking stick	'štagə; ma'stap; ba'stun; škop
19.31	rule, govern	kʸeve'ris
19.32	king, ruler	mbret
19.33	queen	mbretə'rešə
19.36	noble, nobleman	fis'nik; bu'yar
19.37	citizen, subject	'štetas; nən'štetas
19.41	master	zot
19.42	slave	sklav; rob
19.43	servant	šərbə'tor
19.44	freeman	
19.45	command, order	urðə'ron
19.46	obey	'bindet; gʸegʸ
19.47	let, permit	lʸe'yon
19.51	friend, companion	mik; šok
19.52	enemy	ar'mik; an'mik
19.54	neighbor	fkʸi
19.55	stranger	'huayi; yaban'ǰi
19.56	guest	müsa'fir
19.57	host	buy'tar
19.58	help, aid	ndih'mon
19.59	hinder, prevent	pe'ngon
19.61	custom	za'kon; a'det; za'nat
19.62	strife, quarrel	'zənie; r̃a'gatə
19.63	conspiracy, plot	kom'plʸot
19.65	meet	ta'kon
19.72	prostitute	'kurvə; 'buštər; r̃us'pi
20.11	fight (vb)	lʸuf'ton; 'zihet; 'r̃ihet
20.13	war, battle	'lʸuftə
20.14	peace	'pakʸe
20.15	army	uš'tri
20.17	soldier	uš'tar
20.21	weapons, arms	'armə
20.22	club	gəž'dap; stap; kər'bač
20.222	battle-ax	sa'tər; sə'patə
20.23	sling	ho'be; 'tizgə
20.24	bow	hark
20.25	arrow	šigʸetə
20.26	spear	'štizə; 'heštə
20.27	sword	'špatə; 'korðə
20.28	gun, cannon	top
20.31	armor (defensive)	'blʸində; ar'mor
20.33	helmet	'kaskə
20.34	shield	škʸüt; mbu'royə; kal'kan
20.35	fortress	ka'lʸa; for'tesə; kəš'tyelə
20.36	tower	'kulə
20.41	victory	fi'tore
20.42	defeat	'mundye; 'humbye; šparta'lim
20.43	attack	sulʸ'mon; 'tur̃et
20.44	defend	mbron
20.45	retreat	tər'hikʸet
20.46	surrender	dorə'zohet
20.47	captive, prisoner	rob; haps
20.471	guard, sentinel	pər'gʸues; kara'kol
20.48	booty, spoils	'proyə
20.49	ambush	kurθ; 'pritə; pu'si
20.51	fisherman	peška'tar
20.52	fishhook	grep; an'gʸistər
20.53	fishing line	'toyə
20.54	fishnet	a'varde; 'mrežə; val'kua; ka'rikʸ
20.55	fish trap	day'lʸan; sfrat; u'šezə
20.56	bait	'koyə; ka'r̃em
20.61	hunt	gʸuan
20.62	shoot	kʸit; škrep; 'štie
20.63	miss (target)	humb šeɲə
20.64	trap (noun)	'grac̷kə; kurθ; 'krefəz
20.65	trap (vb)	kur'θon; kla'pos
21.11	law	lʸigʸ
21.15	court	gʸü'katə; gʸükʸ
21.16	judge (vb)	gʸü'kon
21.17	judgment	gʸü'kim
21.18	judge (noun)	gʸü'katəs; gʸü'kues
21.21	plaintiff	pa'ditəs; an'kues
21.22	defendant	i pa'dituri; i aku'zuari
21.23	witness	dəšmi'tar; ša'hit
21.24	swear	be'ton; pərgʸə'ron
21.25	oath	be; be'tim; 'besə
21.31	accuse	pa'dit; aku'zon
21.32	condemn	də'non
21.33	convict (vb)	də'non
21.34	acquit	šfayə'son
21.35	guilty	i 'fayšəm
21.36	innocent	i pa'fayšəm
21.37	penalty, punishment	ndəš'kim
21.38	fine	'gʸobə; ǰe'rime
21.39	prison, jail	burg
21.42	murder	
21.43	adultery	
21.44	rape	ðu'nim
21.46	arson	zyar̃'vənie
21.47	perjury	
21.51	steal	vyeð
21.52	thief	ku'sar; 'vyeðəs; lʸa'nok; žvata'rak
22.11	religion	fe
22.12	God	perən'di; zot
22.13	temple, church	falʸ'tore; 'kišə; 'tempul
22.14	altar	alʸ'tar
22.15	sacrifice, offering	flʸi; θe'ror
22.16	worship	aðu'ron
22.17	pray	'falʸet; falʸ; 'lʸutet
22.18	priest	prift
22.19	holy, sacred	i 'šeɲtə
22.22	preach	predi'kon
22.23	bless	be'kon; ura'ton
22.24	curse	mal'kon; ka'tron
22.26	fast (vb)	agʸə'ron; kreš'mon
22.31	heaven	pa'raysə; ǰe'net
22.32	hell	ǰe'nem
22.35	demon (evil spirit)	drekʸ; lʸa'net
22.37	idol	'iðul
22.42	magic, witchcraft, sorcery	üšta'ri; si'hir; štrigə'ri; magʸista'ri
22.43	sorcerer, witch	magʸi'star; 'üštəs
22.44	fairy, elf	'orə; štoyzo'vale
22.45	ghost, phantom	lʸu'gat; 'kʸipul; kuku'vrikʸ
22.47	omen, portent	o'gur; vəng
