entry_id	trans_english	Mulam_Phonemic
10.83	boat	hɣən.2
10.831	canoe	tin.5 pjen.1
10.832	outrigger	te.3
10.84	raft	i.1 tjen.2
10.85	oar	kun.5
10.851	paddle (noun)	ho.3
10.852	row (vb)	uk.7
10.86	rudder	te.3
10.87	mast	u.1
10.88	sail (noun)	ti.6 kwan.2
10.89	anchor	tɔŋ.5
10.91	harbor, port	tui.6
10.92	land (vb)	nun.2
11.11	have	taŋ.4
11.12	own, possess	ńa:u.6
11.13	take	sau.3
11.14	seize, grasp	siŋ.6
11.15	hold	ćap.7
11.16	get, obtain	cap.7 lap.7
11.17	keep, retain	khe.1 khai.1
11.18	thing	khe.1
11.21	give	khai.1
11.22	give back	khai.1 la.1
11.24	preserve, look after	kwa:n.1
11.25	save, rescue	ńap.7
11.27	destroy	kap.8
11.28	harm, injure, damage	chiŋ.3
11.31	seek, look for	foŋ.1
11.32	find	hɣam.5
11.33	lose	u.1 foŋ.1
11.34	release, let go	te.3
11.43	money	kok.7 khɣa.1
11.44	coin	khɣa.1
11.51	rich	pin.5 pjan.1
11.52	poor	mjan.2
11.53	beggar	ta.5
11.54	avaricious, stingy	mjan.2 fa.1
11.61	lend	mjan.2 će.4
11.62	borrow	khai.5; će.1
11.63	owe	tɔŋ.1
11.64	debt	te.1
11.65	pay (vb)	pak.7
11.66	account, reckoning	na:m.2
11.69	tax, tribute	cja:ŋ.3
11.77	hire	hɣɔ.1
11.78	wages	ka:p.8
11.79	earn	lo.4
11.81	buy	niŋ.5
11.82	sell	ɣai.3
11.83	trade, barter	foŋ.1
11.84	merchant	hɣan.3
11.85	market (place)	khwa:ŋ.3
11.86	store, shop	śa:p.7
11.87	price	na.1
11.88	dear (costly, expensive)	noŋ.5
11.89	cheap	ʔwa:ŋ.1
11.91	share (distribute)	ʔjam.1
11.92	weigh	min.5
12.1	after	peŋ.2
12.11	behind	te.5
12.2	beside	ŋwa:n.1
12.3	down, below	kau.1
12.4	before	cja:u.3
12.41	front	kja:u.5 cha.1
12.5	inside, in	ti.5 peŋ.2
12.6	outside	kwa:n.2
12.7	under	chön.1
12.8	up, above	ćau.2
12.11	place	luŋ.1
12.12	put	thja:ŋ.5
12.13	sit	pjan.5
12.14	lie down	ŋ.5 leŋ.2
12.15	stand	na:u.3
12.16	remain, stay	ɣa.2
12.17	remains, left overs	ta:m.1
12.21	collect, gather	ti.5
12.212	pick up	ŋɔ.4
12.213	pile up	lɔk.8
12.22	join, unite	thət.7
12.23	separate	pa:t.7
12.232	divide	ćau.3
12.24	open	səp.8
12.25	shut, close	səp.8 ʔjat.7
12.26	cover	səp.8 ńi.6
12.27	hide, conceal	səp.8 ŋɔ.4
12.31	high	ńi.6 səp.8
12.32	low	pɛk.7
12.33	top	thjen.1
12.34	bottom	sɔ.3
12.35	end	i.6 khi.3
12.352	pointed	koŋ.2
12.353	edge	naŋ.3 koŋ.2
12.36	side	sjeu.3
12.37	middle, center	kau.5
12.41	right (side)	le.5 niŋ.5
12.42	left (side)	hwa:i.3 śan.1
12.43	near (adv)	pik.7
12.44	far (adv)	kaŋ.5
12.45	east	mai.6
12.46	west	mwa:ŋ.6
12.47	north	ta:n.1 tok.8
12.48	south	ti.6 ʔjat.7
12.53	grow	tuk.7 lan.2
12.54	measure	ti.6 ńi.6
12.541	span, fathom	söŋ.1; toi.5
12.55	large, big	ɣa.2 poi.5
12.56	small, little	ti.6 ta:m.1
12.57	long	ta:m.1 poi.5
12.58	tall	njen.2 ći.3
12.59	short	mai.5
12.61	wide, broad	hau.5 sɛŋ.1
12.62	narrow	kɔ.5
12.63	thick (in dimension)	ke.5
12.65	thin (in dimension)	pa:k.8
12.67	deep	kham.1
12.68	shallow	ci.2
12.71	flat	na:i.6
12.73	straight	tik.7 si.2
12.74	crooked	khui.5
12.75	hook	na:n.6
12.76	corner	kan.3 jap.7
12.77	cross	ŋu.6
12.78	square	lok.7 khi.3
12.81	round	tok.7 lan.2
12.82	circle	fɛ.4 liu.4
12.83	sphere, ball	teŋ.2
12.84	line	tian.1 si.6
12.85	hole	teŋ.1 te.1
12.92	like, similar	mɛ.5 can.6
12.93	change	thu.3 fɛ.3 taŋ.6
13.0	zero, nothing	jau.6; jau.6 na:u.3 ma:t.7
13.1	one	thau.5 fan.1
13.2	two	thau.5 mu.2
13.3	three	mən.1 kɣa:ŋ.1
13.4	four	mən.1 kɣa:ŋ.1
13.5	five	can.3 hat.7
13.6	six	can.3 fan.1
13.7	seven	mən.1 lap.7
13.8	eight	fan.1 na:i.6
13.9	nine	fan.1 mɔ.3
13.10	ten	fan.1 na.3
13.101	eleven	fan.1 ńu.1
13.102	twelve	fan.1 kun.5
13.103	fifteen	cuŋ.1 tau.2
13.104	twenty	coŋ.1
13.105	hundred	li.3 pa:i.4
13.106	thousand	li.3 pa:i.4 thian.5
13.107	count	li.3 pa:i.4 ji.2
13.14	every, all	li.3 pa:i.4 ə.4
13.15	much, many	li.3 pa:i.4 sa:n.5
13.16	more	li.3 pa:i.4 sI.4
13.17	little (quantity), few	li.3 pa:i.4 u.3
13.18	enough	li.3 pa:i.4 lu.6
13.181	some	mon.2
13.19	multitude, crowd	mɛ.1
13.21	full	man.3 ńit.7
13.22	empty	chan.1 thian.1
13.23	part, piece	man.3 ńet.8
13.24	half	thau.1
13.33	alone, only	ńin.1
13.34	first	nan.4
13.35	last	theŋ.5
13.36	second	mwa:ŋ.1
13.37	pair	ńin.1
13.38	two times	mi.6 tɔ.6
13.42	third	ta:m.6
13.44	three times	fjan.1
14.11	time	naŋ.5kam.1
14.12	age	kam.1
14.13	new	kham.3
14.14	young	mi.6 tɔ.6 cha.1
14.15	old	hai.5
14.16	early	theŋ.5
14.17	late	siŋ.1 jam.1
14.18	now	kuŋ.3
14.19	immediately	mak.8
14.21	swift, fast, quick	nan.1
14.22	slow	kau.5
14.23	hasten, hurry	lɔ.6 kau.5
14.24	retard, delay	cjeu.5
14.25	begin, beginning	kɣa:ŋ.1
14.252	last, endure	sak.7 tɔ.6
14.26	end (temporal)	ta:m.6
14.27	finish	ʔjam.1
14.28	cease, stop	pa:k.8
14.29	ready	nam.1
14.31	always	la:n.3
14.32	often	phoŋ.3
14.33	sometimes	śau.1
14.331	soon	ŋa:n.3
14.332	long-time (for a)	phoŋ.5
14.34	never	ŋan.3; nip.8
14.35	again	mwa.1
14.41	day	kɣa.1
14.42	night	ma.1
14.43	dawn	ma.1; ma.1 mɔp.7
14.44	morning	thɔ.1
14.45	noon, midday	kɔŋ.1
14.451	afternoon	ɣai.6
14.46	evening	tap.8
14.47	today	śan.1
14.48	tomorrow	śa.3
14.481	day-after-tomorrow	ɣak.7
14.49	yesterday	khu.1; ha:n.5
14.491	day-before-yesterday	śa.5 khu.1
14.51	hour	ńet.8
14.53	clock, timepiece	kho.3
14.61	week	ńit.7
14.62	Sunday	sja:u.5
14.63	Monday	wa.5
14.64	Tuesday	ńau.5
14.65	Wednesday	wan.2
14.66	Thursday	wan.2 hi.5 i.1
14.67	Friday	moi.2
14.68	Saturday	a:ŋ.5
14.71	month	ai.5
14.73	year	fjen.3
14.74	winter	tja:ŋ.3
14.75	spring	twat.7
14.76	summer	ŋam.3
14.77	autumn	ćit.7
14.78	season	sja:ŋ.1 tam.1
15.21	smell (vb intrans)	hui.3
15.212	sniff	kho.3 lian.2
15.22	smell (vb trans)	ńɛ.3
15.25	fragrant, good smelling	nam.4 la.1
15.26	stinking, bad smelling	ɣa.3
15.31	taste	han.5
15.35	sweet	fa:t.7 khi.5
15.36	salty	jɛ.6
15.37	bitter	kɔm.3
15.38	acid, sour	jɛ.6
15.39	brackish	kɣaŋ.3
15.41	hear	khən.5
15.42	listen	hjau.1
15.44	sound, noise	ńön.6
15.45	loud	sön.3
15.46	quiet, silence	śi.5 moŋ.6
15.51	see	can.1; si.2 can.1
15.52	look, look at	luk.7
15.55	show	luk.7
15.56	shine	i.1
15.57	bright	hwa:i.5
15.61	color	toi.5
15.62	light (in color)	tha:k.7
15.63	dark (in color)	tha:k.7
15.64	white	tha:k.7
15.65	black	kwa:i.5
15.66	red	khwa.5 cja:ŋ.3
15.67	blue	ća:ŋ.6
15.68	green	na:n.5 kau.5
15.69	yellow	tha:n.1
15.71	touch	thuŋ.1 mɛŋ.2
15.712	pinch	ho.3 ko.3 ŋui.2
15.72	feel	tja:ŋ.3
15.74	hard	tja:ŋ.3
15.75	soft	tan.5
15.76	rough	tɔŋ.3
15.77	smooth	ɣɔ.4
15.78	sharp	cha:i.1
15.79	blunt, dull	ha:k.7
15.81	heavy	thja:ŋ.5
15.82	light (in weight)	cü.5; tja:ŋ.3 fop.7
15.83	wet, damp	chun.3
15.84	dry	fa:t.7 tjen.1
15.85	hot	ha:k.7
15.851	warm	ha:k.7
15.86	cold	ća:u.5; ća:u.5 lɛ.2
15.87	clean	śɔ.2 sən.5
15.88	dirty, soiled	śian.1 sɛŋ.1
15.89	wrinkled	cI.6 ta:ŋ.2
16.11	soul, spirit	ći.5
16.15	surprised, astonished	la:m.2
16.18	good fortune, luck	thiŋ.1 thu.3
16.19	misfortune, bad luck	na:n.2 toŋ.3
16.23	joyful, glad, happy	kən.3
16.25	laugh	juŋ.2 ji.6
16.251	smile	na:n.2; na:n.2
16.26	play	śi.5
16.27	love	wan.4
16.29	kiss	jin.1 wəi.6
16.3	embrace	jɔk.8 si.6
16.31	pain	ho.6 ce.3
16.32	grief, sorrow, sadness	si.6; toi.5
16.33	anxiety, worry	ŋ.3; ŋ.3 tja.6
16.34	regret, be sorry	i.6 ma:ŋ.2
16.35	pity	i.6 ma:ŋ.2 kuŋ.2
16.37	cry, weep	i.6 ma:ŋ.2 kuŋ.2
16.38	tear (noun)	at.7 ma:ŋ.2
16.39	groan	tə.0 nau.1
16.41	hate	khə.5 nau.1
16.42	anger	la:k.8 nau.1
16.44	envy, jealousy	nau.2
16.45	shame (noun)	fɛ.4 na:ŋ.2
16.48	proud	ni.5
16.51	dare	ni.5 na:i.6
16.52	brave	ka.6
16.53	fear, fright	niŋ.5 ka.6
16.54	danger	siŋ.1 jam.1
16.62	desire, want	thja:ŋ.5
16.622	choose	kɔ.1
16.63	hope	tin.3
16.65	faithful	caŋ.3 cja.1
16.66	true	tin.1
16.67	lie, tell lies	hau.2
16.68	deceit	ća:ŋ.3; ća:ŋ.3 wa.6
16.69	forgive	ća:ŋ.3
16.71	good	ća:ŋ.3 ku.4 sI.4
16.72	bad	jian.3 ća:ŋ.3
16.73	right, correct	ŋ.3 cai.6 ŋɔ.2
16.74	wrong	wa.6
16.76	fault	le.2
16.77	mistake, error	ɣən.1
16.78	blame	sa:i.3
16.79	praise	ta:p.7 iŋ.5
16.81	beautiful	ćau.2
16.82	ugly	ta:p.7 iŋ.5
16.83	greedy	ćin.4 cI.3
16.84	clever	la.5
17.11	mind	tin.1
17.13	think (= reflect)	tin.1 fɛ.4
17.14	think (= be of the opinion)	hap.7
17.15	believe	tja.3
17.16	understand	tɔk.8
17.17	know	ci.3
17.171	guess	pat.7
17.172	imitate	lɛ.2
17.18	seem	tek.8
17.19	idea, notion	ku.3
17.21	wise	kok.7 ća.1
17.22	foolish, stupid	ho.3 seŋ.2; ho.3 fai.3
17.23	insane, crazy	ma:n.3; ho.3 ma:n.3
17.24	learn	śan.1
17.242	study	lak.7 tau.2
17.25	teach	kau.4
17.26	pupil	kwon.3
17.27	teacher	wa:ŋ.6 ti.4
17.28	school	cö.3
17.31	remember	min.4 lin.4
17.32	forget	lɔ.2
17.34	clear, plain	taŋ.2 toi.6
17.35	obscure	ka:k.8
17.36	secret	kɛk.7 pek.7
17.37	sure, certain	khɛk.7
17.38	explain	cö.3
17.41	intention, purpose	pɔŋ.1
17.42	cause	ta:ŋ.3
17.43	doubt	kwa:n.5
17.44	suspect	cɛŋ.1
17.441	betray	nan.1; phɔŋ.5 nan.1
17.45	need, necessity	kui.5 ća.5
17.46	easy	kui.5 cja:ŋ.5
17.47	difficult	peŋ.1
17.48	try, attempt	kau.4
17.49	way, manner	fo.3
17.51	and	koŋ.1
17.52	because	tjen.5
17.53	if	ćhem.5
17.54	or	chɔŋ.5; chɔŋ.5 lo.4
17.55	yes, affirmative	jeŋ.2
17.56	no, negative	pa:i.6
17.61	how?	fɔŋ.6
17.62	how many?	thoi.5
17.63	how much?	cam.2
17.64	what?	kui.5 mam.6
17.65	when?	tjau.5 kau.1
17.66	where?	pwon.6
17.67	which?	mɔŋ.4
17.68	who?	lak.7 lik.8 na:n.4
17.69	why?	kui.5 chɔŋ.5
18.11	voice	mja:u.6 cün.3
18.12	sing	phjen.5
18.13	shout, cry out	luŋ.1
18.15	whisper	fɔp.7
18.16	mumble	kɔ.5
18.17	whistle	fa:t.8
18.18	shriek, screech	fa:t.8 tjen.2
18.19	howl	ćen.2 lɔ.2
18.21	speak, talk	li.3
18.211	stutter, stammer	ta:u.3
18.22	say	fɛ.4 lak.8
18.221	tell story	thja:ŋ.3
18.222	speech (make a)	la:k.8 kwa:i.3
18.23	silent (be)	u.1 khon.1
18.24	language	pa:i.5
18.26	word	la:i.4
18.28	name	fɔp.7
18.31	ask (question, inquire)	ja.6 ćam.5
18.32	answer	san.2 tjen.1
18.33	admit, confess	la:i.4
18.34	deny
18.35	ask, request
18.36	promise
18.37	refuse
18.38	forbid
18.39	rebuke, scold
18.41	call (=summon)
18.42	call (=name)
18.43	announce
18.44	threaten
18.45	boast
18.51	write
18.52	read
18.56	paper
18.57	pen
18.61	book
18.67	poet
18.71	flute
18.72	drum
18.73	horn, trumpet
18.74	rattle
19.11	country
19.12	one's native country
19.15	city, town
19.16	village
19.17	boundary
19.21	people (populace)
19.23	tribe, clan
19.24	chief, chieftain
19.25	staff, walking stick
19.31	rule, govern
19.32	king, ruler
19.33	queen
19.36	noble, nobleman
19.37	citizen, subject
19.41	master
19.42	slave
19.43	servant
19.44	freeman
19.45	command, order
19.46	obey
19.47	let, permit
19.51	friend, companion
19.52	enemy
19.54	neighbor
19.55	stranger
19.56	guest
19.57	host
19.58	help, aid
19.59	hinder, prevent
19.61	custom
19.62	strife, quarrel
19.63	conspiracy, plot
19.65	meet
19.72	prostitute
20.11	fight (vb)
20.13	war, battle
20.14	peace
20.15	army
20.17	soldier
20.21	weapons, arms
20.22	club
20.222	battle-ax
20.23	sling
20.24	bow
20.25	arrow
20.26	spear
20.27	sword
20.28	gun, cannon
20.31	armor (defensive)
20.33	helmet
20.34	shield
20.35	fortress
20.36	tower
20.41	victory
20.42	defeat
20.43	attack
20.44	defend
20.45	retreat
20.46	surrender
20.47	captive, prisoner
20.471	guard, sentinel
20.48	booty, spoils
20.49	ambush
20.51	fisherman
20.52	fishhook
20.53	fishing line
20.54	fishnet
20.55	fish trap
20.56	bait
20.61	hunt
20.62	shoot
20.63	miss (target)
20.64	trap (noun)
20.65	trap (vb)
21.11	law
21.15	court
21.16	judge (vb)
21.17	judgment
21.18	judge (noun)
21.21	plaintiff
21.22	defendant
21.23	witness
21.24	swear
21.25	oath
21.31	accuse
21.32	condemn
21.33	convict (vb)
21.34	acquit
21.35	guilty
21.36	innocent
21.37	penalty, punishment
21.38	fine
21.39	prison, jail
21.42	murder
21.43	adultery
21.44	rape
21.46	arson
21.47	perjury
21.51	steal
21.52	thief
22.11	religion
22.12	God
22.13	temple, church
22.14	altar
22.15	sacrifice, offering
22.16	worship
22.17	pray
22.18	priest
22.19	holy, sacred
22.22	preach
22.23	bless
22.24	curse
22.26	fast (vb)
22.31	heaven
22.32	hell
22.35	demon (evil spirit)
22.37	idol
22.42	magic, witchcraft, sorcery
22.43	sorcerer, witch
22.44	fairy, elf
22.45	ghost, phantom
22.47	omen, portent
