entry_id	trans_english	Waurá_Phonemic
12.44	far (adv)	kawaka
12.45	east	
12.46	west	
12.47	north	-mala-numana
12.48	south	enu-numana
12.53	grow	weke-
12.54	measure	a-pɨtala-ta
12.541	span, fathom	
12.55	large, big	weke; au; ki-kĩyãkã
12.56	small, little	-tãi; ãhã-tãi; muyepe
12.57	long	awapa; au-pi
12.58	tall	weke; ãhãka'si
12.59	short	ãhã-tãi; peric̷i
12.61	wide, broad	-sapa; au-naku
12.62	narrow	ka-kulu; ãhã-pĩ-yãpɨ
12.63	thick (in dimension)	ic̷aku
12.65	thin (in dimension)	mapisa
12.67	deep	wakapɨ; kɨžɨku
12.68	shallow	manataku
12.71	flat	manataku
12.73	straight	tɨžɨžɨka
12.74	crooked	kasuku
12.75	hook	mewe-
12.76	corner	ɨhɨ̃-tɨwɨ
12.77	cross	ãhã-tɨ-wa-ku
12.78	square	tapɨžatuwa
12.81	round	-tari
12.82	circle	weri-weri; ãhã-tɨ-wa-ku
12.83	sphere, ball	yetula-ɣa; ãhã-tari
12.84	line	ãhã-tapi
12.85	hole	tɨpɨhɨ; memulu
12.92	like, similar	ic̷a
12.93	change	asitʸa
13.0	zero, nothing	
13.1	one	pawã
13.2	two	mepĩyãwã
13.3	three	kamaukula
13.4	four	mepĩyãwã-wa-ka
13.5	five	pawã-žɨkũ
13.6	six	ɨkuma
13.7	seven	
13.8	eight	
13.9	nine	
13.10	ten	pawã-žɨkũ-wa-ka
13.101	eleven	
13.102	twelve	
13.103	fifteen	pawã-pa-lũ-kic̷apa-i
13.104	twenty	
13.105	hundred	
13.106	thousand	ẽhẽmepu
13.107	count	
13.14	every, all	-tɨ'pe
13.15	much, many	pahawɨ; ɨkuma; ẽhẽmepu
13.16	more	ɨnama
13.17	little (quantity), few	ãhã-tãi; aic̷a ɨkuma
13.18	enough	au-pa-c̷-
13.181	some	hapa'ri
13.19	multitude, crowd	ãhã-tupa
13.21	full	puritʸa
13.22	empty	ma-naku-tɨ
13.23	part, piece	-peže-tɨ
13.24	half	-tapu-wa-ic̷a; -pažutɨ
13.33	alone, only	-pa-ta; -wãyã-ki-yã-tɨ
13.34	first	kic̷i-mai
13.35	last	mala-sitʸatɨ
13.36	second	
13.37	pair	pa-pa-lu-kaka
13.38	two times	mepĩyãwã-pa-i
13.42	third	
13.44	three times	kamaukula-pa-i
14.11	time	
14.12	age	-kamɨ-ka-
14.13	new	auc̷a-
14.14	young	yamuku-; auc̷a-pa-žɨ
14.15	old	autu-pa-žɨ; aripi
14.16	early	
14.17	late	
14.18	now	ɨžɨ-pa-i
14.19	immediately	-neke
14.21	swift, fast, quick	keweleke; ka-hɨma
14.22	slow	ɨrupepe
14.23	hasten, hurry	keweleke; wewepe-
14.24	retard, delay	hɨžɨk-
14.25	begin, beginning	apuka
14.252	last, endure	-ene
14.26	end (temporal)	-c̷epu; tapɨ
14.27	finish	mesepu-wana; manɨ-ɣana
14.28	cease, stop	wenehu-; hɨžɨka-ta
14.29	ready	au-ha-w-i
14.31	always	
14.32	often	keweku
14.33	sometimes	
14.331	soon	-c̷uc̷a; miyãwãka
14.332	long-time (for a)	
14.34	never	
14.35	again	-ma; ɨnama
14.41	day	kamɨmawa
14.42	night	yiyawa
14.43	dawn	muyã-ka-'ki
14.44	morning	
14.45	noon, midday	
14.451	afternoon	
14.46	evening	yeitʸene
14.47	today	ɨžɨ-pa-i
14.48	tomorrow	
14.481	day-after-tomorrow	tɨžawãic̷a
14.49	yesterday	kapaka
14.491	day-before-yesterday	kapaka-piya
14.51	hour	
14.53	clock, timepiece	kamɨ
14.61	week	
14.62	Sunday	
14.63	Monday	
14.64	Tuesday	
14.65	Wednesday	
14.66	Thursday	
14.67	Friday	
14.68	Saturday	
14.71	month	kežɨ
14.73	year	-kamɨ-ka-
14.74	winter	kamɨ-ka-wa
14.75	spring	isĩyã-naku-wa-ka
14.76	summer	awa-wa-ka-pa-i
14.77	autumn	kamɨ-ke-c̷epu
14.78	season	ɨukaka
15.21	smell (vb intrans)	kã-iyãla
15.212	sniff	ãɨta
15.22	smell (vb trans)	ãɨta; eteme ĩyãla
15.25	fragrant, good smelling	ežeɨ
15.26	stinking, bad smelling	salaɨ; haɨ; eritʸa; ɨhɨ
15.31	taste	eteme
15.35	sweet	puya
15.36	salty	kaki
15.37	bitter	itʸama
15.38	acid, sour	kahala
15.39	brackish	
15.41	hear	eteme
15.42	listen	eteme
15.44	sound, noise	kãi
15.45	loud	
15.46	quiet, silence	ma-kãi
15.51	see	-nupa; k-užutai
15.52	look, look at	eepete; -nupa
15.55	show	asaata
15.56	shine	muwĩ
15.57	bright	muwĩ; kapɨžataka
15.61	color	
15.62	light (in color)	kisuwa; usitʸu; kaalu
15.63	dark (in color)	yala'ki; ežɨ
15.64	white	kisuwa
15.65	black	yala'ki; itʸula
15.66	red	mɨhɨža; k-ɨža
15.67	blue	itʸula; k-iya-ɣa
15.68	green	ata-pana; itʸulã-iyã
15.69	yellow	weruya
15.71	touch	ɨtuka
15.712	pinch	apɨtɨka
15.72	feel	eteme
15.74	hard	kehežuka
15.75	soft	emuhũ; amama
15.76	rough	kapic̷uka
15.77	smooth	kamimitʸa
15.78	sharp	ke-kic̷i
15.79	blunt, dull	me-kic̷i
15.81	heavy	ɨmɨna
15.82	light (in weight)	amatu-
15.83	wet, damp	kahaka; k-ula-ɣa
15.84	dry	uluhɨ
15.85	hot	ĩyãta
15.851	warm	ma-tɨka
15.86	cold	ka-tɨka; amɨna
15.87	clean	awɨžɨ-tɨ-'pa
15.88	dirty, soiled	kulepe; kamalatɨ
15.89	wrinkled	sitʸalatɨ-
16.11	soul, spirit	-paa-pic̷i; -pɨtala-pic̷i
16.15	surprised, astonished	
16.18	good fortune, luck	
16.19	misfortune, bad luck	
16.23	joyful, glad, happy	kɨtepe
16.25	laugh	ažatuwa
16.251	smile	suyuma
16.26	play	yulele'pe; a-masitʸu-ta
16.27	love	
16.29	kiss	
16.3	embrace	-ta-waku-c̷a
16.31	pain	kau
16.32	grief, sorrow, sadness	ka-tũ'pa-; palawa
16.33	anxiety, worry	a-kulu-ka
16.34	regret, be sorry	
16.35	pity	ka-tũpã
16.37	cry, weep	elele
16.38	tear (noun)	-kalutɨ
16.39	groan	alaka
16.41	hate	
16.42	anger	peyete
16.44	envy, jealousy	u'ki
16.45	shame (noun)	aipic̷i-'ki
16.48	proud	
16.51	dare	
16.52	brave	kaataka; kayuma
16.53	fear, fright	mɨža; mɨža-'ki
16.54	danger	
16.62	desire, want	aukuwic̷a
16.622	choose	
16.63	hope	
16.65	faithful	
16.66	true	kamalažɨ; c̷ama
16.67	lie, tell lies	miyũli
16.68	deceit	ma'mi
16.69	forgive	
16.71	good	awɨžɨ
16.72	bad	pɨnaya; -itʸaki
16.73	right, correct	awɨžɨ
16.74	wrong	apupɨna
16.76	fault	-tapic̷i
16.77	mistake, error	apupɨna-'ki
16.78	blame	a-ka-pa-tapic̷i-c̷a
16.79	praise	
16.81	beautiful	awɨžɨ-tɨ-'pa-
16.82	ugly	
16.83	greedy	aunahĩ
16.84	clever	ka-tɨwɨ
17.11	mind	
17.13	think (= reflect)	ka-kãi-c̷itʸu; amakanaat-uwa
17.14	think (= be of the opinion)	
17.15	believe	akaaka
17.16	understand	itʸakalata; eteme; uuta
17.17	know	uuta; kiyeže
17.171	guess	
17.172	imitate	a-pɨtala-ta; sežukuta
17.18	seem	
17.19	idea, notion	kãi-c̷itʸu
17.21	wise	uta-wa-ka-ta; weke-pe-i -tɨwɨ
17.22	foolish, stupid	ma-tiwi; m-uta-wa-ka-ta
17.23	insane, crazy	m-uta-wa-ka-ta
17.24	learn	a-k-iyeže-t-uwa
17.242	study	a-k-iyeže-t-uwa
17.25	teach	a-k-iyeže-te; uta-wa-ka-ta-ta
17.26	pupil	-k-iyeže-te-le-'pe
17.27	teacher	a-k-iyeže-te-ki-c̷u'pa
17.28	school	
17.31	remember	-c̷itʸu-c̷a
17.32	forget	
17.34	clear, plain	
17.35	obscure	e-heže-kɨna
17.36	secret	heže-ke
17.37	sure, certain	ic̷ama; -kala
17.38	explain	ĩyãka
17.41	intention, purpose	-pɨtala-pic̷ana
17.42	cause	uma-ta; a-; -ka; -ta
17.43	doubt	
17.44	suspect	
17.441	betray	
17.45	need, necessity	tulai-
17.46	easy	
17.47	difficult	kehežuka; ehež-uwa
17.48	try, attempt	
17.49	way, manner	
17.51	and	
17.52	because	-pic̷i-tʸei; -penu; -žɨ
17.53	if	-miyã; -ec̷e
17.54	or	
17.55	yes, affirmative	ẽhẽ
17.56	no, negative	aic̷a
17.61	how?	ka-ic̷e-pei
17.62	how many?	
17.63	how much?	ka-ic̷e-pei
17.64	what?	ka-i'c̷a; ka
17.65	when?	ka-ic̷a-wa-ki-ya
17.66	where?	ka-na-i; kayenai
17.67	which?	kaic̷awãžɨ
17.68	who?	ka-i'c̷a; ka
17.69	why?	ka-manɨ
18.11	voice	-ɣatakɨža
18.12	sing	apa-ka
18.13	shout, cry out	malalakuwa
18.15	whisper	munenekei
18.16	mumble	kamɨrɨrɨka
18.17	whistle	witʸa
18.18	shriek, screech	
18.19	howl	elele
18.21	speak, talk	kitʸekɨža
18.211	stutter, stammer	
18.22	say	um-; aakata
18.221	tell story	aunaki-c̷a; ĩyãka
18.222	speech (make a)	a-wɨ̃ta; wɨ̃ta-'ka
18.23	silent (be)	iyaluka
18.24	language	-ɣatakɨža
18.26	word	-kupɨna-pic̷i
18.28	name	-kupɨ'na
18.31	ask (question, inquire)	aaɣa
18.32	answer	takapa
18.33	admit, confess	
18.34	deny	
18.35	ask, request	tamana; atukuta
18.36	promise	
18.37	refuse	
18.38	forbid	kɨžuwata
18.39	rebuke, scold	-nuka
18.41	call (=summon)	atukuta
18.42	call (=name)	ɨuka
18.43	announce	
18.44	threaten	
18.45	boast	
18.51	write	ana-ata
18.52	read	
18.56	paper	ata-pana; ɨnupa-ki-c̷aku
18.57	pen	yanaa-'ti
18.61	book	
18.67	poet	
18.71	flute	watana; kuluta; kawɨka
18.72	drum	tɨ̃-'ka; yanatɨ-ku'ma
18.73	horn, trumpet	
18.74	rattle	wa'ũ
19.11	country	kehɨ-tɨ
19.12	one's native country	-kehɨ-tɨ-ža
19.15	city, town	putaka-naku-yažɨ
19.16	village	putaka-naku
19.17	boundary	ii-pi
19.21	people (populace)	ĩyãu-nau
19.23	tribe, clan	-penežɨ-nau
19.24	chief, chieftain	amu-
19.25	staff, walking stick	-tutɨ; -ɨ̃ɨta; u'ku
19.31	rule, govern	a-wɨ̃ta; amu-nau-ta
19.32	king, ruler	ulupu-penu-c̷a-tɨ
19.33	queen	amu-lu-nežu
19.36	noble, nobleman	amu-nau-piya
19.37	citizen, subject	-pukenežɨ
19.41	master	
19.42	slave	
19.43	servant	-wana-ka-la
19.44	freeman	
19.45	command, order	a-wɨ̃ta
19.46	obey	eteme; akaaka
19.47	let, permit	putapa
19.51	friend, companion	pežeku-; kĩyãu'pa
19.52	enemy	ɨ-pa-lu
19.54	neighbor	pa-tapa-ka'ka
19.55	stranger	
19.56	guest	-putaka-lã
19.57	host	
19.58	help, aid	e-pežeku-ta
19.59	hinder, prevent	kɨžuwata
19.61	custom	-naaka
19.62	strife, quarrel	nuka-'ki; hulelei
19.63	conspiracy, plot	
19.65	meet	c̷epu-c̷a; taka; pitʸa
19.72	prostitute	
20.11	fight (vb)	ɨ-nuka-waka
20.13	war, battle	nuka-'ki
20.14	peace	awɨžɨ-'ki
20.15	army	
20.17	soldier	[sitatu]
20.21	weapons, arms	ɨ̃ɨtai
20.22	club	watuku
20.222	battle-ax	epi-mɨna
20.23	sling	pĩtʸa
20.24	bow	ɨ̃ɨtai
20.25	arrow	u'ku
20.26	spear	yuku'mi
20.27	sword	tʸehɨ̃
20.28	gun, cannon	u'ku; [kãiyãu]
20.31	armor (defensive)	se'pu
20.33	helmet	-tɨwɨ-nai
20.34	shield	se'pu
20.35	fortress	
20.36	tower	
20.41	victory	kiyawana
20.42	defeat	wasitʸ-uwa-
20.43	attack	pukata
20.44	defend	mamakata
20.45	retreat	kepeže
20.46	surrender	
20.47	captive, prisoner	ɨtuka-la-'pa
20.471	guard, sentinel	ye'pe
20.48	booty, spoils	apapaalai
20.49	ambush	ehežukužata
20.51	fisherman	kupatɨ-taku-weke-hɨ
20.52	fishhook	ic̷uhɨ
20.53	fishing line	niyapi
20.54	fishnet	-ka; eleke'pe
20.55	fish trap	mutu; atapĩyã; kulutu
20.56	bait	
20.61	hunt	
20.62	shoot	uku-ta; wasitʸa u'ku
20.63	miss (target)	maukatɨ; emekužata
20.64	trap (noun)	
20.65	trap (vb)	awic̷e; a-mawa-ta
21.11	law	wɨ̃ta-ka-'ki
21.15	court	
21.16	judge (vb)	
21.17	judgment	
21.18	judge (noun)	
21.21	plaintiff	
21.22	defendant	
21.23	witness	
21.24	swear	
21.25	oath	
21.31	accuse	
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	
21.35	guilty	
21.36	innocent	
21.37	penalty, punishment	
21.38	fine	
21.39	prison, jail	kunu-wɨžɨku
21.42	murder	a-k-unutežɨ-ta
21.43	adultery	ãitʸa-waka-malu
21.44	rape	
21.46	arson	usitʸa-ta-malu
21.47	perjury	
21.51	steal	e-mec̷uwa
21.52	thief	ke-mec̷uwã-i-'tʸa
22.11	religion	
22.12	God	
22.13	temple, church	
22.14	altar	
22.15	sacrifice, offering	
22.16	worship	
22.17	pray	
22.18	priest	
22.19	holy, sacred	
22.22	preach	
22.23	bless	
22.24	curse	
22.26	fast (vb)	sekic̷uwa
22.31	heaven	
22.32	hell	
22.35	demon (evil spirit)	apapaatai
22.37	idol	
22.42	magic, witchcraft, sorcery	itʸana
22.43	sorcerer, witch	itʸane-weke-hɨ
22.44	fairy, elf	
22.45	ghost, phantom	yuwežɨ-ku-wi
22.47	omen, portent	-tʸulũ
