permName	DiffMoreThanZero	MeanDiff	NumberOfSamples	z	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_1	577	0.00746872336863134	1000	-0.289507266019998	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_2	752	0.0193290787206122	1000	-0.738158909744942	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_3	681	0.0134045927561147	1000	-0.528079163091285	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_4	900	0.0324123476336776	1000	-1.26587386929233	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_5	947	0.0402026605956597	1000	-1.46100464205417	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_6	819	0.0242870786836845	1000	-0.930188227808023	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_7	401	-0.00811974471640219	1000	0.233802809982487	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_8	805	0.0222533013438382	1000	-0.866968223235759	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_9	776	0.0202931469501145	1000	-0.790380535076525	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_10	845	0.0266291109267998	1000	-1.0503032994962	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_11	802	0.0230419382851024	1000	-0.86588985302978	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_12	979	0.0425428293854289	1000	-1.67193554490417	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_13	581	0.00696032918725008	1000	-0.272004283151917	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_14	621	0.0112445039306103	1000	-0.430243397115678	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_15	582	0.00829871658502368	1000	-0.326695587213065	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_16	923	0.034266154412254	1000	-1.31171697060049	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_17	716	0.0167578608982243	1000	-0.633257470160673	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_18	896	0.0307122063533399	1000	-1.19549324761209	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_19	533	0.00461821154366954	1000	-0.173632292894647	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_20	869	0.0295796345049358	1000	-1.09423425987032	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_21	931	0.0330695259535344	1000	-1.34250962964717	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_22	492	0.000961371606937988	1000	-0.0352575006086111	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_23	693	0.015540529972816	1000	-0.621111916229907	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_24	663	0.0122277325310563	1000	-0.428357500334759	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_25	717	0.0172424012795794	1000	-0.67390410091727	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_26	813	0.0239608273034534	1000	-0.882582519912681	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_27	942	0.0363991640035129	1000	-1.42225387810667	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_28	807	0.0263048634680133	1000	-0.898065710430263	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_29	940	0.0365620682827972	1000	-1.43886704857581	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_30	885	0.0302376168149411	1000	-1.09310997925757	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_31	864	0.0278788676945256	1000	-1.04827596972248	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_32	989	0.0420029597089764	1000	-1.72326069909374	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_33	927	0.0329408563555988	1000	-1.3277804650861	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_34	533	0.00509327382816371	1000	-0.200523336036984	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_35	149	-0.021136664001985	1000	1.01398931938072	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_36	900	0.0304685518641528	1000	-1.18008608828435	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_37	706	0.0164201948485421	1000	-0.628294460020733	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_38	917	0.0333496766964766	1000	-1.33018502717624	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_39	944	0.036939062667924	1000	-1.45742124860778	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_40	692	0.0152162445040658	1000	-0.556371114492798	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_41	722	0.0166106278774211	1000	-0.652791184453621	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_42	530	0.00438624642691596	1000	-0.162872689150977	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_43	707	0.0154833391853275	1000	-0.583002343438602	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_44	901	0.0321812188217983	1000	-1.2537916357961	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_45	771	0.0189369359586007	1000	-0.776470065838782	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_46	834	0.0230498805738023	1000	-0.939486580659887	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_47	927	0.0324609883062748	1000	-1.26530152624567	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_48	491	0.00331878857667816	1000	-0.118688187451497	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_49	240	-0.013823010600717	1000	0.705425297626599	
RandomIndependentSamples/RIS_RandomConcepts_allSegments_50	893	0.0346696038300018	1000	-1.23852205811418	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_1	796	0.0362922406015596	1000	-0.897496431954513	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_2	658	0.0173207908676618	1000	-0.441821679901909	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_3	433	-0.00502341501473558	1000	0.128985117393939	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_4	614	0.013496886052459	1000	-0.358250300713378	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_5	597	0.0111136108396419	1000	-0.291907877645674	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_6	544	0.0069858224618171	1000	-0.171588785466131	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_7	400	-0.0127447944731463	1000	0.262198730139408	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_8	955	0.0641732296178896	1000	-1.6646595901878	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_9	301	-0.020431558502112	1000	0.477712247341413	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_10	105	-0.0501090713271022	1000	1.28339470231718	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_11	575	0.00956226370864884	1000	-0.242567209813286	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_12	950	0.053735935503713	1000	-1.51259668426782	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_13	914	0.0509672078310989	1000	-1.29260999763197	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_14	282	-0.0236512005337894	1000	0.533870380907206	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_15	929	0.0500526348856796	1000	-1.37794118916179	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_16	822	0.0363049487199708	1000	-0.942323522722035	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_17	501	0.00318832294087119	1000	-0.0766521350258539	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_18	453	0.102833251019144	453	-2.79304048740955	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_19	462	-0.000895959737856322	1000	0.0233367099194454	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_20	510	0.00300236644271554	1000	-0.0761276373199534	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_21	907	0.0481914460144558	1000	-1.30798028087448	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_22	204	-0.0327417920177471	1000	0.804399833174772	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_23	211	0.00205818912833942	423	-0.0495550958175995	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_24	541	0.00569393252344227	1000	-0.14431000615492	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_25	669	0.0183368037318938	1000	-0.485559864018926	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_26	441	-0.00441302789308462	1000	0.123936599132255	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_27	797	0.0356941429590595	1000	-0.842810684123507	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_28	558	0.0065810451036593	1000	-0.173646155460891	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_29	738	0.0258961855541735	1000	-0.670811322469344	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_30	795	0.0306609503332434	1000	-0.82315500943815	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_31	724	0.0242615618501865	1000	-0.630528797950569	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_32	537	0.0092725675942402	926	-0.234237881257819	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_33	588	0.0112626900853313	1000	-0.262978082496438	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_34	443	-0.00346548905591654	1000	0.0938893398285755	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_35	462	-0.00142627185847682	1000	0.0364410090129614	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_36	982	0.0724515209654503	1000	-1.86971996331972	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_37	688	0.0227082938110299	1000	-0.550564054861762	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_38	541	0.00528124202747841	1000	-0.135936982731933	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_39	302	0.0360214098587454	370	-0.843150242436706	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_40	371	-0.0114096719336239	1000	0.301258566666989	
RandomIndependentSamples/RIS_RandomConcepts_firstSegments_41	686	0.0212539105098223	1000	-0.515230167954092	
